PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,NumLANLIsolatesQCPassed,Title,Authors,Subtypes,RxStatus,Notes
PM10725202,10725202,2000,,12,3,3,Virtually full-length subtype F and F/D recombinant HIV-1 from Africa and South America,"Laukkanen,T., Carr,J.K., Janssens,W., Liitsola,K., Gotte,D., McCutchan,F.E., Op de Coul,E., Cornelissen,M., Heyndrickx,L., van der Groen,G. and Salminen,M.O.",05_DF; F1,,
PM11112486,11112486,2000,,12,3,3,Construction and biological characterization of infectious molecular clones of HIV-1 subtypes B and E (CRF01_AE) generated by the polymerase chain reaction,"Salminen,M.O., Ehrenberg,P.K., Mascola,J.R., Dayhoff,D.E., Merling,R., Blake,B., Louder,M., Hegerich,S., Polonis,V.R., Birx,D.L., Robb,M.L., McCutchan,F.E. and Michael,N.L.",01_AE; B; D,,
PM12680693,12680693,2003,,3,3,3,Characterisation of near-full length genome sequences of three South African human immunodeficiency virus type 1 subtype C isolates,"Hunt,G.M., Papathanasopoulos,M.A., Gray,G.E. and Tiemessen,C.T.",C,,
PM15717264,15717264,2005,,58,3,3,HIV-1 chemokine coreceptor utilization in paired cerebrospinal fluid and plasma samples: a survey of subjects with viremia,"Spudich,S.S., Huang,W., Nilsson,A.C., Petropoulos,C.J., Liegler,T.J., Whitcomb,J.M. and Price,R.W.",B,,
PM15827294,15827294,2005,,4,3,3,"Seroincidence and phylogeny of human immunodeficiency virus infections in a cohort of commercial sex workers in Montevideo, Uruguay","Vinoles,J., Serra,M., Russi,J.C., Ruchansky,D., Sosa-Estani,S., Montano,S.M., Carrion,G., Eyzaguirre,L.M., Carr,J.K., Olson,J.G., Bautista,C.T., Sanchez,J.L. and Weissenbacher,M.",B; BF,,
PM16131313,16131313,2005,,15,3,3,Evidence for host-driven selection of the HIV type 1 vpr gene in vivo during HIV disease progression in a transfusion-acquired cohort,"Cali,L., Wang,B., Mikhail,M., Gill,M.J., Beckthold,B., Salemi,M., Jans,D.A., Piller,S.C. and Saksena,N.K.",B,,
PM16227247,16227247,2005,,14,3,3,Selective escape from CD8+ T-cell responses represents a major driving force of human immunodeficiency virus type 1 (HIV-1) sequence diversity and reveals constraints on HIV-1 evolution,"Allen,T.M., Altfeld,M., Geer,S.C., Kalife,E.T., Moore,C., O'sullivan,K.M., Desouza,I., Feeney,M.E., Eldridge,R.L., Maier,E.L., Kaufmann,D.E., Lahaie,M.P., Reyor,L., Tanzi,G., Johnston,M.N., Brander,C., Draenert,R., Rockstroh,J.K., Jessen,H., Rosenberg,E.S., Mallal,S.A. and Walker,B.D.",B,,
PM16280709,16280709,2005,,3,3,3,"Genetic characterization of full-length HIV type 1 genomes from 3 infected paid blood donors in Henan, China","Liu,L., Su,B., Zhuang,K., Tien,P., Chen,Z. and Zhang,L.",B,,
PM17042975,17042975,2006,,3,3,3,"Genetic characterization of three CRF01_AE full-length HIV type 1 sequences from Fujian Province, China","Huang,H.L., Yan,P.P., Zheng,J., Wu,S.L., Cheng,G., Lin,X., Zheng,W.X., Xie,M.R., Zhang,J.M. and Yan,Y.S.",01_AE,,
PM17604547,17604547,2007,,3,3,3,"Identification of CRF34_01B, a Second Circulating Recombinant Form Unrelated to and More Complex Than CRF15_01B, among Injecting Drug Users in Northern Thailand","Tovanabutra,S., Kijak,G.H., Beyrer,C., Gammon-Richardson,C., Sakkhachornphop,S., Vongchak,T., Jittiwutikarn,J., Razak,M.H., Sanders-Buell,E., Robb,M.L., Suriyanon,V., Birx,D.L., Michael,N.L., Celentano,D.D. and McCutchan,F.E.",34_01B,,
PM17725423,17725423,2007,,3,3,3,Genetic characterization of three newly isolated CRF07_BC near full-length genomes in China,"Meng,Z., Xing,H., He,X., Ma,L., Xu,W. and Shao,Y.",07_BC,,
PM17982054,17982054,2007,,8,3,3,Increased sequence diversity coverage improves detection of HIV-specific T cell responses,"Frahm,N., Kaufmann,D.E., Yusim,K., Muldoon,M., Kesmir,C., Linde,C.H., Fischer,W., Allen,T.M., Li,B., McMahon,B.H., Faircloth,K.L., Hewitt,H.S., Mackey,E.W., Miura,T., Khatri,A., Wolinsky,S., McMichael,A., Funkhouser,R.K., Walker,B.D., Brander,C. and Korber,B.T.",AKU; B,Unknown,
PM18205216,18205216,2008,,5,3,3,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V.",0206A1; 02B; 06_cpx,,
PM19303619,19303619,2009,,3,3,3,Maternal neutralizing antibodies against a CRF01_AE primary isolate are associated with a low rate of intrapartum HIV-1 transmission,"Samleerat,T., Thenin,S., Jourdain,G., Ngo-Giang-Huong,N., Moreau,A., Leechanachai,P., Ithisuknanth,J., Pagdi,K., Wannarit,P., Sangsawang,S., Lallemant,M., Barin,F. and Braibant,M.",01_AE,,
PM19706711,19706711,2009,,66,3,3,Preinfection human immunodeficiency virus (HIV)-specific cytotoxic T lymphocytes failed to prevent HIV type 1 infection from strains genetically unrelated to viruses in long-term exposed partners,"Liu,Y., Woodward,A., Zhu,H., Andrus,T., McNevin,J., Lee,J., Mullins,J.I., Corey,L., McElrath,M.J. and Zhu,T.",B,,
PM20386110,20386110,2010,,3,3,3,Identification of a novel second-generation circulating recombinant form (CRF48_01B) in Malaysia: a descendant of the previously identified CRF33_01B,"Li,Y., Tee,K.K., Liao,H., Hase,S., Uenishi,R., Li,X.J., Tsuchiura,T., Yang,R., Govindasamy,S., Yong,Y.K., Tan,H.Y., Pybus,O.G., Kamarulzaman,A. and Takebe,Y.",48_01B,,
PM20484560,20484560,2010,,5,3,3,Novel subtype C human immunodeficiency virus type 1 envelopes cloned directly from plasma: coreceptor usage and neutralization phenotypes,"Koh,W.W., Forsman,A., Hue,S., van der Velden,G.J., Yirrell,D.L., McKnight,A., Weiss,R.A. and Aasa-Chapman,M.M.",C,,
PM22420378,22420378,2012,,187,3,3,Independent evolution of macrophage-tropism and increased charge between HIV-1 R5 envelopes present in brain and immune tissue,"Gonzalez-Perez,M.P., O'Connell,O.J., Lin,R., Sullivan,W.M., Bell,J., Simmonds,P. and Clapham,P.R.",B,,
PM22962364,22962364,2013,,13,3,3,Complete viral RNA genome sequencing of ultra-low copy samples by sequence-independent amplification,"Malboeuf,C.M., Yang,X., Charlebois,P., Qu,J., Berlin,A.M., Casali,M., Pesko,K.N., Boutwell,C.L., DeVincenzo,J.P., Ebel,G.D., Allen,T.M., Zody,M.C., Henn,M.R. and Levin,J.Z.",B,,
PM23075434,23075434,2013,,3,3,3,Short Communication: HIV Type 1 Subtype C Variants Transmitted Through the Bottleneck of Breastfeeding Are Sensitive to New Generation Broadly Neutralizing Antibodies Directed Against Quaternary and CD4-Binding Site Epitopes,"Russell,E.S., Ojeda,S., Fouda,G.G., Meshnick,S.R., Montefiori,D., Permar,S.R. and Swanstrom,R.",C,,
PM23405298,23405298,2013,,3,3,3,"Genome Sequences of a Novel HIV-1 Circulating Recombinant Form, CRF55_01B, Identified in China","Han,X., An,M., Zhang,W., Cai,W., Chen,X., Takebe,Y. and Shang,H.",55_01B,,
PM23814029,23814029,2013,,3,3,3,Genome Sequences of a Novel HIV-1 Circulating Recombinant Form (CRF61_BC) Identified among Heterosexuals in China,"Li,X., Ning,C., He,X., Yang,Y., Li,F., Xing,H., Hong,K., Yang,R. and Shao,Y.",61_BC,,
PM24157908,24157908,2013,,3,3,3,"Characterization of CRF56_cpx, a new circulating B/CRF02/G recombinant form identified in MSM in France","Leoz,M., Feyertag,F., Charpentier,C., Delaugerre,C., Wirden,M., Lemee,V. and Plantier,J.C.",56_cpx,,
PM24164474,24164474,2014,,3,3,3,Identification of a Novel HIV-1 Circulating Recombinant Form (CRF62_BC) in Western Yunnan of China,"Wei,H., His,J., Feng,Y., Xing,H., He,X., Liao,L., Duan,S., Ning,C., Wang,N., Takebe,Y. and Shao,Y.",62_BC,,
PM24279591,24279591,2014,,6,3,3,"Identification of a Novel HIV Type 1 Circulating Recombinant Form (CRF65_cpx) Composed of CRF01_AE and Subtypes B and C in Western Yunnan, China","Feng,Y., Wei,H., Hsi,J., Xing,H., He,X., Liao,L., Ma,Y., Ning,C., Wang,N., Takebe,Y. and Shao,Y.",65_cpx,,
PM24387762,24387762,2014,,6,3,3,Phylogenetic Characterization of Six Full-Length HIV-1 Subtype C Molecular Clones from Three Patients: Identification of Rare Subtype C Strains Containing Two NF-kappaB Motifs in the Long Terminal Repeat,"Hanna,L.E., Neogi,U., Ranga,U., Swaminathan,S. and Prasad,V.R.",C,,
PM24602697,24602697,2014,,3,3,3,Identification of a new HIV-1 BC circulating recombinant form (CRF60_BC) in Italian young men having sex with men,"Simonetti,F.R., Lai,A., Monno,L., Binda,F., Brindicci,G., Punzi,G., Bozzi,G., Violin,M., Galli,M., Zazzi,M., Angarano,G. and Balotta,C.",60_BC,,
PM24978029,24978029,2014,,3,3,3,Identification and Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF59_01B) Identified among Men-Who-Have-Sex-with-Men in China,"Zhang,W., Han,X., An,M., Zhao,B., Hu,Q., Chu,Z., Xu,J., Cai,W., Chen,X., Fu,J., Wang,Z., Wu,J., Lu,L., Zhuang,M., Wu,H., Yan,H., Liao,C., Takebe,Y. and Shang,H.",59_01B,,
PM25050828,25050828,2014,,3,3,3,"Short Communication: Molecular Epidemiology, Phylogeny, and Phylodynamics of CRF63_02A1, a Recently Originated HIV-1 Circulating Recombinant Form Spreading in Siberia","Shcherbakova,N.S., Shalamova,L.A., Delgado,E., Fernandez-Garcia,A., Vega,Y., Karpenko,L.I., Ilyichev,A.A., Sokolov,Y.V., Shcherbakov,D.N., Perez-Alvarez,L. and Thomson,M.M.",63_02A1,,
PM25356726,25356726,2014,,3,3,3,"Molecular Epidemiology of HIV-1 in Jilin Province, Northeastern China: Emergence of a New CRF07_BC Transmission Cluster and Intersubtype Recombinants","Li,X., Zang,X., Ning,C., Feng,Y., Xie,C., He,X., Takebe,Y., Sun,L., Guo,Q., Xing,H., Kalish,M.L. and Shao,Y.",0107; 01BC,,
PM25793890,25793890,2015,,6,3,3,Glycans Flanking the Hypervariable Connecting Peptide between the A and B Strands of the V1/V2 Domain of HIV-1 gp120 Confer Resistance to Antibodies That Neutralize CRF01_AE Viruses,"O'Rourke,S.M., Sutthent,R., Phung,P., Mesa,K.A., Frigon,N.L., To,B., Horthongkham,N., Limoli,K., Wrin,T. and Berman,P.W.",01_AE,,
PM26196131,26196131,2015,,3,3,3,Genetic Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF74_01B) Identified among Intravenous Drug Users in Malaysia: Recombination History and Phylogenetic Linkage with Previously Defined Recombinant Lineages,"Cheong,H.T., Chow,W.Z., Takebe,Y., Chook,J.B., Chan,K.G., Al-Darraji,H.A., Koh,C., Kamarulzaman,A. and Tee,K.K.",74_01B,,
PM26294622,26294622,2015,,14,3,3,Characterization of Novel HIV-1 Intersubtype CRF01_AE/C and A1/C Recombinants from India,"Pandey,S.S., Thakar,M. and Paranjape,R.",01C; A1C,,
PM26543107,26543107,2015,,3,3,3,Genome Sequence of Complex HIV-1 Unique Recombinant Forms Sharing a Common Recombination Breakpoint Identified in Malaysia,"Cheong,H.T., Ng,K.T., Ong,L.Y., Takebe,Y., Chan,K.G., Koh,C., Al-Darraji,H.A., Kamarulzaman,A. and Tee,K.K.",01B,,
PM26885715,26885715,2016,,3,3,3,"Near-full-length genome identification of a novel HIV-1 circulating recombinant form, CRF01_AE/B'/C (CRF78_cpx) in Yunnan, China","Song,Y., Feng,Y., Miao,Z., Wang,B., Yang,M., Zhang,A.M., Liu,L. and Xia,X.",78_cpx,,
PM28557610,,2017,,,3,3,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF79_0107) Identified from Shanxi, China","Li,Y., Feng,Y., Li,F., Xue,Z., Hu,J., Xing,H., Ruan,Y. and Shao,Y.",79_0107,,
PM28759651,,2017,,,3,3,Rare HIV-1 transmitted/founder lineages identified by deep viral sequencing contribute to rapid shifts in dominant quasispecies during acute and early infection,"Kijak,G.H., Sanders-Buell,E., Chenine,A.L., Eller,M.A., Goonetilleke,N., Thomas,R., Leviyang,S., Harbolick,E.A., Bose,M., Pham,P., Oropeza,C., Poltavee,K., O'Sullivan,A.M., Billings,E., Merbah,M., Costanzo,M.C., Warren,J.A., Slike,B., Li,H., Peachman,K.K., Fischer,W., Gao,F., Cicala,C., Arthos,J., Eller,L.A., O'Connell,R.J., Sinei,S., Maganga,L., Kibuuka,H., Nitayaphan,S., Rao,M., Marovich,M.A., Krebs,S.J., Rolland,M., Korber,B.T., Shaw,G.M., Michael,N.L., Robb,M.L., Tovanabutra,S. and Kim,J.H.",01_AE; A1C; A1D,,
PM9367752,9367752,1997,,3,3,3,HIV/SIV glycoproteins: structure-function relationships,"Douglas,N.W., Munro,G.H. and Daniels,R.S.",A1; B,,
HS4vKHDwwHpgO0_ql_-9g5vA,,1998,,,2,2,Direct Submission,"Laukkanen,T. and Salminen,M.O.",02_AG; A1,,
HS5OmUW4eWCV4APzcPu7L7lg,,,,,2,2,Construction and characterization of HIV-1 CRF01_AE infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",01_AE,,
HS6kiUxP7w9R5MBJlc-VI9pg,,,,,2,2,Infectious DNA clones of HIV-1 subtype A,"Tatsumi,M. and Matsuda,M.",A1,,
HSBDg01uK4BQw3NzSJimWpGg,,2003,,,2,2,Circulating Recombinant Form CRF02_AG in South America,"Carrion,G., Hierholzer,J., Montano,S., Alava,A., Perez,J., Guevara,A., Laguna-Torres,V., Mosquera,C., Russell,K., Cruz,C., Chauca,G., Kochel,T., Birx,D.L., Sanchez,J.L. and Carr,J.K.",02_AG,,
HSBxDdcAujwSKHYna4_1MXNQ,,,,,2,2,Analysis of recombinant viral genomes in individuals infected with multiple transmitted/founder HIV-1 strains,"Song,H., Cai,F., Chen,S., Hoper,J., Jiang,C. and Gao,F.",C,,
HSCVVOOP5gJTsgYUnUxn-KVA,,2012,,,2,2,Direct Submission,"Delgado,E., Thomson,M., Fernandez-Garcia,A., Cuevas,T. and Perez-Alvarez,L.",A1DG; B,,
HSCcS7j0nlbxJWqqVfZUXPAw,,,,,2,2,HIV-1 Evolution Following Transmission to an HLA-B*5801 Positive Subject,"Blankson,J.N., O'Connell,K.A. and Siliciano,R.F.",B,,
HSEZCYvGFGOh8Pe1tl3HANng,,,,,2,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Novitsky,V., McLane,M.F., Essex,M., Denny,T.N. and Gao,F.",C,,
HSF6Ra1x9tO01uvmdqIJvkTQ,,2005,,,2,2,Identification of a novel HIV-1 complex circulating recombinant form (CRF18_cpx) of Central African origin in Cuba,"Thomson,M., Casado,G., Sierra,M. and Najera,R.",18_cpx,,
HSIGIDAi6cVd1SLq79kxIx1Q,,,,,2,2,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Hirano,R. and Tatsumi,M.",B,,
HSLogldFzsoalTLNPfr9lDNQ,,,,,2,2,HIV-1 neutralizing antibodies with limited hypermutation from an infant,"Simonich,C.A., Williams,K.L., Verkerke,H.P., Williams,J.A., Nduati,R., Lee,K.K. and Overbaugh,J.",A1,,
HSNFi3U3Xt-3ex2PpuZ9qOAg,,,,,2,2,Conserved positive selection signals in gp41 across multiple subtypes and difference in selection signals detectable in gp41 sequences sampled during acute and chronic HIV-1 subtype C infection,"Bandawe,G.P., Martin,D.P., Treurnicht,F., Mlisana,K., Abdool Karim,S.S. and Williamson,C.",C,,
HSQ93cGYcYAJGRnwiEr2m8pw,,,,,2,2,Construction and characterization of mosaic HIV-1 infectious molecular clones among CRF02_AG and CRF06_cpx derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",0206; 06_cpx,,
HSRDVYVJSjPkibRZL26C6h9w,,,,,2,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Kilembe,W., Allen,S., Hunter,E. and Gao,F.",C,,
HST710U71av7ZK0Ho2bHqioQ,,,,,2,2,A new generation of recombinants between CRF02_AG and subtype A detected in Ghana : analysis by infectious molecular clones,"Takekawa,N., Sakamoto,Y., Kinomoto,M., Nii-Trebi,N., Tokunaga,K., Ampofo,W., Ofori-Adjei,D., Kurata,T., Sata,T. and Tatsumi,M.",02D; 02G,,
HSW-2swrwgitUouko_CtyqGQ,,,,,2,2,Frequent genetic defects in long-term survivors for more than 26 years in the absence of antiretroviral therapy in Korea: its association with ginseng treatment,"Cho,Y.-K.",02_AG; B,,
HSW86y2JpGlKogGLRJhQ7Ezw,,,,,2,2,Construction and characterization of naive HIV-1 subtypeB infectious molecular clones derived from Japanese patients for reference,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSb_o5EDveUXTBRvGJ4ShJpw,,,,,2,2,HIV-1/MO recombinants detection in France: impact on diagnosis and therapeutic management,"De Oliveira,F., Cappy,P. and Lemee,V.",A1O,,
HSbksUVBdaw2n8NGML0sfOWw,,,,,2,2,Near full-length sequences of HIV-1 in Korean infected with Korean subclade B,"Cho,Y.-K.",B,,
HSbm3DEv7zGQg7-AIFqOyJQg,,,,,2,2,Viremic Relapse Following Prolonged Antiretroviral Drug-free Remission in a Perinatally HIV-1-infected Child,"Luzuriaga,K., Gay,H., Ziemniak,C., Sanborn,K.B., Somasundaran,M., Rainwater-Lovett,K., Mellors,J., Rosenbloom,D.I.S. and Persaud,D.",B,,
HScD4tBQu0ekWo15k9ON5Xfw,,,,,2,2,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious clones,"Sakamoto,Y., Takekawa,N., Hashimoto,O., Matsuda,M., Nishizawa,M., Sugiura,W. and Tatsumi,M.",01_AE,,
HSdsDTvumJ6wU1gqhnFmCAOA,,,,,2,2,Infection with defective virus results in different clinical outcomes of infection in three HIV-1 infected individuals,"Buckheit,R.W. III and Blankson,J.N.",B,,
HSdwa103xJHcyrkexOu9yjGg,,,,,2,2,HIV-1 superinfection with a triple class drug resistant strain in a patient successfully controlled with antiretroviral treatment,"Mullins,J.I., Pantaleo,G., Bart,P.-A., Castro,E., Zhao,H. and Cavassini,M.",B,,
HSfQtUuAGYEIhYzbamPNc2QQ,,1997,,,2,2,Direct Submission,"Yu,X. and Wang,Z.",01_AE,,
HSgJLEGPWSLqCT6YVWjNI-Wg,,,,,2,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Singh,H., Fulidou,V., Denny,T.N. and Gao,F.",A6,,
HSiHtFb_NgVRt10D9Nnl-t-Q,,,,,2,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Sanabani,S., Busch,M.P., Denny,T.N. and Gao,F.",D; F1,,
HSlVRcWYXuyIez_2O9rQC4Qw,,2011,,,2,2,Direct Submission,"Salazar-Gonzalez,J., Derdeyn,C., Hunter,E., Hahn,B. and Shaw,G.",AC; C,,
HSlwv7HMHiquqJVkBw8HKK2Q,,,,,2,2,Treatment as Prevention: Characterization of partner infections in the HIV Prevention Trials Network 052 trial,"Eshleman,S.H., Hudelson,S.E., Redd,A.D., Swanstrom,R., Ou,S.-S., Zhang,C., Ping,L.-H., Piwowar-Manning,E., Porcella,S.F., Sievers,M., Martens,C.A., Bruno,D., Dukhovlinova,E., McCauley,M., Gamble,T., Sabin,D., Quinn,T.C., Gunde,L., Maliwichi,M., Nhando,N., Akelo,V., Moyo,S., Panchia,R., Kumarasamy,N., Chotirosniramit,N., Rocha,M.M., Grinsztejn,B., Mayer,K., Chen,Y.Q., Hughes,J.P. and Cohen,M.S.",C,,
HSmHpkQKxsGQR2BZQwxJr3xg,,,,,2,2,Construction and characterization of naive HIV-1 subtype A infectious molecular clones derived from Rwanda patients for reference,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",A1,,
HSmjuvcXWxhcrV065S2QXAtQ,,,,,2,2,Clonal Proviruses Comprise a Large Fraction of the Replication-Competent HIV Reservoir,"Bui,J.K., Sobolewski,M.D., Keele,B.F., Spindler,J., Musick,A., Wiegand,A., Luke,B.T., Shao,W., Hughes,S.H., Coffin,J.M., Kearney,M.F. and Mellors,J.W.",B,,
HSnBHyNrhr1rWM_mce_SUkpA,,,,,2,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Ndembi,N.N., Busch,M.P., Denny,T.N. and Gao,F.",11_cpx; G,,
HSnP5vyNQgErfAgOfvViSyKw,,1988,,,2,2,"Variants of lav viruses, their dna- and protein components and their uses, particularly for diagnostic purposes and for the preparation of immunogenic compositions","Alizon,M., Sonigo,P., Wain-Hobson,S. and Montagnier,L.",A1DK; D,,
HSoCbISwGU7kI-Xv2zvC5wDA,,,,,2,2,Molecular characterization of infectious molecular clones derived from multidrug-resistant HIV-1 subtype B in Japan,"Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSomzPW37VtoBllsFNAH8C4A,,,,,2,2,"Near Full-length Genome Analyses of a Novel HIV-1 Circulating Recombinant Form, CRF63_01B, Identified among MSM in China","Li,X.",59_01B,,
HSrCu39Wa3dn-089HVtpUYfw,,,,,2,2,Construction and characterization of multidrug-resistant HIV-1 subtype B infectious molecular clones derived from Japanese patients for reference,"Sato,M., Takekawa,N., Sakamoto,Y., Nishizawa,M., Sugiura,W. and Tatsumi,M.",B,,
HSsHkeVihmCZqw3pHSaTC7hA,,,,,2,2,New and Old Complex Recombinant HIV-1 Strains Among Patients with Primary Infection in 1996-2006 in France: the French ANRS CO06 Primo Cohort Study,"Frange,P., Galimand,J., Vidal,N., Goujard,C., Deveau,C., Souala,F., Peeters,M., Meyer,L., Rouzioux,C. and Chaix,M.-L.",45_cpx; BCU,,
HSt511od6hx3xKYRwFkrx_vw,,2015,,,2,2,Direct Submission,"Li,J., Li,L., Li,H., Li,J. and Yang,S.",0108; 01B,,
HSvuB8X-gyGQNDlk4_D7okig,,,,,2,2,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Karita,E., Allen,S., Hunter,E. and Gao,F.",A1; CD,,
HSyJAea2-hev5poNmsRWDphw,,,,,2,2,Analysis of near full-length genome sequences of HIV-1 isolates of Romanian origin,"Sierra,M., Delgado,E., Munoz,M., Vega,Y., Vazquez de Parga,E., Carmona,R., Cuevas,M.T., Perez-Alvarez,L., Contreras,G., Corral,J., Ojea de Castro,R., Ocampo,A., Najera,R. and Thomson,M.M.",F1,,
PM10052760,10052760,1999,,2,2,2,Virtually full-length sequences of HIV type 1 subtype J reference strains,"Laukkanen,T., Albert,J., Liitsola,K., Green,S.D., Carr,J.K., Leitner,T., McCutchan,F.E. and Salminen,M.O.",J,,
PM10196337,10196337,1999,,4,2,2,"Subtypes of human immunodeficiency virus type 1 and disease stage among women in Nairobi, Kenya","Neilson,J.R., John,G.C., Carr,J.K., Lewis,P., Kreiss,J.K., Jackson,S., Nduati,R.W., Mbori-Ngacha,D., Panteleeff,D.D., Bodrug,S., Giachetti,C., Bott,M.A., Richardson,B.A., Bwayo,J., Ndinya-Achola,J. and Overbaugh,J.",A1; D,,
PM10357470,10357470,1999,,2,2,2,Molecular analysis of the full-length genome of HIV type 1 subtype I: evidence of A/G/I recombination,"Nasioulas,G., Paraskevis,D., Magiorkinis,E., Theodoridou,M. and Hatzakis,A.",04_cpx,,
PM10754387,10754387,2000,,2,2,2,Rapid full-length genomic sequencing of two cytopathically heterogeneous Australian primary HIV-1 isolates,"Oelrichs,R.B., Lawson,V.A., Coates,K.M., Chatfield,C., Deacon,N.J. and McPhee,D.A.",B,,
PM10777151,10777151,2000,,2,2,2,"Identification of all HIV type 1 group M subtypes in Senegal, a country with low and stable seroprevalence","Toure-Kane,C., Montavon,C., Faye,M.A., Gueye,P.M., Sow,P.S., Ndoye,I., Gaye-Diallo,A., Delaporte,E., Peeters,M. and Mboup,S.",02_AG,,
PM10933619,10933619,2000,,4,2,2,An AB recombinant and its parental HIV type 1 strains in the area of the former Soviet Union: low requirements for sequence identity in recombination. UNAIDS Virus Isolation Network,"Liitsola,K., Holm,K., Bobkov,A., Pokrovsky,V., Smolskaya,T., Leinikki,P., Osmanov,S. and Salminen,M.",03_AB,,
PM10954895,10954895,2000,,2,2,2,Near full-length genome analysis of HIV type 1 CRF02.AG subtype C and CRF02.AG subtype G recombinants,"Janssens,W., Salminen,M.O., Laukkanen,T., Heyndrickx,L., van der,Auwera., Colebunders,R., McCutchan,F.E. and van der Groen,G.",02C; A1G,,
PM10983640,10983640,2000,,2,2,2,HIV-1 subtype H near-full length genome reference strains and analysis of subtype-H-containing inter-subtype recombinants,"Janssens,W., Laukkanen,T., Salminen,M.O., Carr,J.K., Van der Auwera,G., Heyndrickx,L., van der Groen,G. and McCutchan,F.E.",H,,
PM11429129,11429129,2001,,2,2,2,Full-length sequences of two CRF01_ae (subtype e) HIV type 1 isolates from 1995 samples of patients with sexually transmitted diseases in Thailand,"Auwanit,W., Mukai,T., Ayuthaya,P.I., Kurata,T. and Ikuta,K.",01_AE,,
PM11709097,11709097,2001,,4,2,2,Characterization of full-length HIV type 1 subtype C sequences from South Africa,"van Harmelen,J., Williamson,C., Kim,B., Morris,L., Carr,J., Karim,S.S. and McCutchan,F.",C,,
PM12021361,12021361,2002,,6,2,2,Increased CCR5 affinity and reduced CCR5/CD4 dependence of a neurovirulent primary human immunodeficiency virus type 1 isolate,"Gorry,P.R., Taylor,J., Holm,G.H., Mehle,A., Morgan,T., Cayabyab,M., Farzan,M., Wang,H., Bell,J.E., Kunstman,K.J., Moore,J.P., Wolinsky,S.M. and Gabuzda,D.",B,,
PM12172086,12172086,2002,,2,2,2,High HIV-1 genetic diversity in Cuba,"Cuevas,M.T., Ruibal,I., Villahermosa,M.L., Diaz,H., Delgado,E., Parga,E.V., Perez-Alvarez,L., de Armas,M.B., Cuevas,L., Medrano,L., Noa,E., Osmanov,S., Najera,R. and Thomson,M.M.",19_cpx,,
PM12477871,12477871,2003,,2,2,2,"Identification and characterization of a new class of human immunodeficiency virus type 1 recombinants comprised of two circulating recombinant forms, CRF07_BC and CRF08_BC, in China","Yang,R., Kusagawa,S., Zhang,C., Xia,X., Ben,K. and Takebe,Y.",0708,,
PM12639249,12639249,2003,,29,2,2,Characterization and selection of HIV-1 subtype C isolates for use in vaccine development,"Williamson,C., Morris,L., Maughan,M.F., Ping,L.H., Dryga,S.A., Thomas,R., Reap,E.A., Cilliers,T., van Harmelen,J., Pascual,A., Ramjee,G., Gray,G., Johnston,R., Karim,S.A. and Swanstrom,R.",C,,
PM14601597,14601597,2003,,12,2,2,Molecular cloning and analysis of full-length genome of HIV type 1 strains prevalent in countries of the former Soviet Union,"Masharsky,A.E., Klimov,N.A. and Kozlov,A.P.",03_AB; A6,,
PM14686322,14686322,2003,,2,2,2,Full-length genome characterization of HIV type 1 subtype C isolates from two slow-progressing perinatally infected siblings in South Africa,"Papathanasopoulos,M.A., Patience,T., Meyers,T.M., McCutchan,F.E. and Morris,L.",C,,
