PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,Title,Authors,Subtypes,RxStatus,Notes
PM17530991,17530991,2007,,59,6,Identification and characterization of HIV type 1 subtypes present in the Kingdom of Saudi Arabia: high level of genetic diversity found,"Badreddine,S., Smith,K., van Zyl,H., Bodelle,P., Yamaguchi,J., Swanson,P., Devare,S.G. and Brennan,C.A.",25_cpx; 43_02G,Mixed,
PM18809195,18809195,2008,,6,6,Selective regimes and evolutionary rates of HIV-1 subtype B V3 variants in the Brazilian epidemic,"Diaz,R.S., Leal,E., Sanabani,S., Sucupira,M.C., Tanuri,A., Sabino,E.C. and Janini,L.M.",B,Naive,
PM19036810,19036810,2009,,91,6,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",B,Naive,
PM20398371,20398371,2010,,6,6,"Characterization and frequency of a newly identified HIV-1 BF1 intersubtype circulating recombinant form in Sao Paulo, Brazil","Sanabani,S.S., Pastena,E.R., Neto,W.K., Martinez,V.P. and Sabino,E.C.",46_BF; BF1,Naive,
PM21174631,21174631,2011,,62,6,"High Prevalence of HIV Type 1 Subtype B' Among Heterosexuals in Western Hubei, Central China: Bridging the Epidemic into the General Population","Li,Y., Takebe,Y., Yang,J., Zhang,W. and Yang,R.",B; BC,Naive,
PM22022460,22022460,2011,,51,6,"Characterization of Partial and Near Full-Length Genomes of HIV-1 Strains Sampled from Recently Infected Individuals in Sao Paulo, Brazil","Sanabani,S.S., Pastena,E.R., da Costa,A.C., Martinez,V.P., Kleine-Neto,W., de Oliveira,A.C., Sauer,M.M., Bassichetto,K.C., Oliveira,S.M., Tomiyama,H.T., Sabino,E.C. and Kallas,E.G.",B; BF1,Naive,
PM23972100,23972100,2013,,46,6,"Molecular Epidemiology of Early and Acute HIV Type 1 Infections in the United States Navy and Marine Corps, 2005-2010","Heipertz,R.A. Jr., Sanders-Buell,E., Kijak,G., Howell,S., Lazzaro,M., Jagodzinski,L.L., Eggleston,J., Peel,S., Malia,J., Armstrong,A., Michael,N.L., Kim,J.H., O'Connell,R.J., Scott,P.T., Brett-Major,D.M. and Tovanabutra,S.",01_AE; B,Naive,
PM24454702,24454702,2014,,6,6,Novel HIV-1 recombinants spreading across multiple risk groups in the United Kingdom: the identification and phylogeography of Circulating Recombinant Form (CRF) 50_A1D,"Foster,G.M., Ambrose,J.C., Hue,S., Delpech,V.C., Fearnhill,E., Abecasis,A.B., Leigh Brown,A.J. and Geretti,A.M.",50_A1D; A1BD,Naive,
PM24465513,24465513,2014,,12,6,A Newly Emerging HIV-1 Recombinant Lineage (CRF58_01B) Disseminating among People Who Inject Drugs in Malaysia,"Chow,W.Z., Takebe,Y., Syafina,N.E., Prakasa,M.S., Chan,K.G., Al-Darraji,H.A., Koh,C., Kamarulzaman,A. and Tee,K.K.",58_01B,Naive,
PM26066756,26066756,2015,,6,6,Cocirculation of Several Similar But Unique HIV-1 Recombinant Forms in Guinea-Bissau Revealed by Near Full-Length Genomic Sequencing,"Palm,A.A., Esbjornsson,J., Mansson,F., Biague,A., da Silva,Z.J., Norrgren,H., Jansson,M. and Medstrand,P.",02A; 02A1,Naive,
PM26196131,26196131,2015,,6,6,Genetic Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF74_01B) Identified among Intravenous Drug Users in Malaysia: Recombination History and Phylogenetic Linkage with Previously Defined Recombinant Lineages,"Cheong,H.T., Chow,W.Z., Takebe,Y., Chook,J.B., Chan,K.G., Al-Darraji,H.A., Koh,C., Kamarulzaman,A. and Tee,K.K.",74_01B,Naive,
PM26258568,26258568,2015,,6,6,Phylogenetic analysis of HIV-1 CRF65_CPX reveals Yunnan province is still a source contributing to the spread of HIV-1 in China,"Liu,Y., Gui,T., Jia,L., Li,L., Bao,Z., Li,H., Wang,X., Liu,S., Zhuang,D., Li,T. and Li,J.",65_cpx,Naive,
PM26354000,26354000,2015,,9,6,Near full-length HIV type 1M genomic sequences from Cameroon: evidence of early diverging under-sampled lineages in the country,"Tongo,M., Dorfman,J.R., Abrahams,M.R., Mpoudi-Ngole,E., Burgers,W.A. and Martin,D.P.",02A1F2; 02A1G; 02A3; 02F2; 11A1; 36_cpx,Naive,
PM26756665,26756665,,,9,6,Genetic characterization of six full-length HIV-1 genomes from India reveals a monophyletic lineage of Indian sub-subtype A1,"Pandey,S.S., Kulkarni,S., Thakar,M. and Paranjape,R.",A1,Naive,
PM28328934,28328934,,,,6,Proviruses with Identical Sequences Comprise a Large Fraction of the Replication-Competent HIV Reservoir,"Bui,J.K., Sobolewski,M.D., Keele,B.F., Spindler,J., Musick,A., Wiegand,A., Luke,B.T., Shao,W., Hughes,S.H., Coffin,J.M., Kearney,M.F. and Mellors,J.W.",B,Mixed,
PM9847317,9847317,1999,,6,6,"Full-length human immunodeficiency virus type 1 genomes from subtype C-infected seroconverters in India, with evidence of intersubtype recombination","Lole,K.S., Bollinger,R.C., Paranjape,R.S., Gadkari,D., Kulkarni,S.S., Novak,N.G., Ingersoll,R., Sheppard,H.W. and Ray,S.C.",A1C; C,Naive,
HS7q0jf9bOgAvDtPwEIpbF7Q,,,,10,5,Construction and characterization of HIV-1 CRF02_AG infectious molecular clones derived from Ghanaian patients,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M.",02_AG,Unpublished,
HSBxDdcAujwSKHYna4_1MXNQ,,,,322,5,Analysis of recombinant viral genomes in individuals infected with multiple transmitted/founder HIV-1 strains,"Song,H., Cai,F., Chen,S., Hoper,J., Jiang,C. and Gao,F.",C,Unpublished,
HSRLuZL0-XQKFOH12qC19QBA,,,,10,5,Construction and characterization of infectious molecular clones derived from japanese blood donors,"Umeki-Sakamoto,Y., Takekawa,N. and Tatsumi,M.",01_AE; B,Unpublished,
HSehhr9MG2sNLar4jbdBhXsg,,,,,5,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Berba,R., Busch,M.P., Denny,T.N. and Gao,F.",01B; 01_AE; B,,
HSovhz84L6S_2-tj0g6LLOHg,,,,63,5,Prospective analysis of the viral evolution in the chronic phase of HIV-1 subtype C infection,"Sharma,S. and Ranga,U.",C,Unpublished,
HStUMEUzQK3Q1aeQAYC8ilsg,,,,12,5,HIV-1 Sequence Variation Occurs in CD4 Epitopes,"Rychert,J.A., Loisel,S.D., Daskalakis,D.C. and Rosenberg,E.S.",B,,
HSw8LI3rPpiwTO5a3-1-prjA,,,,10,5,Maximum Likelihood Analysis of Clock-Like Behavior in HIV: Implications on Dating Strategies in HIV Molecular Phylogenies,"Lemey,P., Salemi,M., Wang,B., Saksena,N.K. and Vandamme,A.M.",B,Unpublished,
PM10659053,10659053,2000,,5,5,Near-full-length genome sequencing of divergent African HIV type 1 subtype F viruses leads to the identification of a new HIV type 1 subtype designated K,"Triques,K., Bourgeois,A., Vidal,N., Mpoudi-Ngole,E., Mulanga-Kabeya,C., Nzilambi,N., Torimiro,N., Saman,E., Delaporte,E. and Peeters,M.",F1; F2; K,Naive,
PM12230937,12230937,2002,,7,5,Common genetic arrangements among human immunodeficiency virus type 1 subtype A and D recombinant genomes vertically transmitted in Tanzania,"Koulinska,I.N., Msamanga,G., Mwakagile,D., Essex,M. and Renjifo,B.",A1D,,
PM12487805,12487805,2002,,10,5,"Molecular Epidemiology of HIV Type 1 in Ecuador, Peru, Bolivia, Uruguay, and Argentina","Hierholzer,J., Montano,S., Hoelscher,M., Negrete,M., Hierholzer,M., Avila,M.M., Carrillo,M.G., Russi,J.C., Vinoles,J., Alava,A., Acosta,M.E., Gianella,A., Andrade,R., Sanchez,J.L., Carrion,G., Sanchez,J.L., Russell,K., Robb,M., Birx,D., McCutchan,F. and Carr,J.K.",B; F1,Naive,
PM15725753,15725753,2005,,6,5,"Analysis of full-length human immunodeficiency virus type 1 genome reveals a variable spectrum of subtypes B and f recombinants in Sao Paulo, Brazil","Sa Filho,D.J., Sanabani,S., Diaz,R.S., Munerato,P., Brunstein,A., Fusuma,E., Sabino,E.C. and Janini,L.M.",BF; BF1,Rx,
PM16201018,16201018,2005,,13,5,Natural variation in Vif: differential impact on APOBEC3G/3F and a potential role in HIV-1 diversification,"Simon,V., Zennou,V., Murray,D., Huang,Y., Ho,D.D. and Bieniasz,P.D.",B,Unknown,
PM16379609,16379609,2005,,5,5,Characterization of Five Nearly Full-Length Genomes of Early HIV Type 1 Strains in Ruili City: Implications for the Genesis of CRF07_BC and CRF08_BC Circulating in China,"Qiu,Z., Xing,H., Wei,M., Duan,Y., Zhao,Q., Xu,J. and Shao,Y.",BC; C,Naive,
PM18275353,18275353,2008,,15,5,Characterization of B/C recombinants of near full-length HIV type 1 from northeastern India with mosaics identical to ARE195FL but with a different ancestral origin,"Lakhashe,S., Tripathy,S., Paranjape,R. and Bhattacharya,J.",BC; C,Unknown,
PM19361281,19361281,2009,,5,5,HIV type 1 group M subtype G in Cameroon: five genome sequences,"Yamaguchi,J., Ndembi,N., Ngansop,C., Mbanya,D., Kaptue,L., Gurtler,L.G., Devare,S.G. and Brennan,C.A.",G,Naive,
PM19454710,19454710,2009,,170,5,Kinetics of expansion of epitope-specific T cell responses during primary HIV-1 infection,"Turnbull,E.L., Wong,M., Wang,S., Wei,X., Jones,N.A., Conrod,K.E., Aldam,D., Turner,J., Pellegrino,P., Keele,B.F., Williams,I., Shaw,G.M. and Borrow,P.",B,Naive,
PM19515764,19515764,,,232,5,Viral attenuation due to HLA-B57 escape mutations enables control of HIV following vertical transmission despite depletion of CD8 T cell targets,"Tang,Y., Schneidewind,A., Feeney,M., Ryland,E., Dunkley-Thompson,J., Steel-Duncan,J., St. John,M.A., Conrad,J., Kalams,S., Chery,Z., Neol,F., Pape,J.W., Allen,T. and Christie,C.",B,Unknown,
PM23056447,23056447,2012,,117,5,"Recombination Form and Epidemiology of HIV-1 Unique Recombinant Strains Identified in Yunnan, China","Li,L., Chen,L., Yang,S., Li,T., Li,J., Liu,Y., Jia,L., Yang,B., Bao,Z., Li,H., Wang,X., Zhuang,D., Liu,S. and Li,J.",65_cpx; BC,Unknown,
PM23874854,23874854,2013,,12,5,Resistance Mutations and CTL Epitopes in Archived HIV-1 DNA of Patients on Antiviral Treatment: Toward a New Concept of Vaccine,"Papuchon,J., Pinson,P., Lazaro,E., Reigadas,S., Guidicelli,G., Taupin,J.L., Neau,D. and Fleury,H.",B,Mixed,
PM24205972,24205972,2014,,24,5,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF64_BC) Identified from Yunnan, China","Hsi,J., Wei,H., Xing,H., Feng,Y., He,X., Liao,L., Jia,M., Wang,N., Ning,C. and Shao,Y.",64_BC,Naive,
PM24964202,24964202,2014,,24,5,Kinetics of HIV-1 CTL Epitopes Recognized by HLA I Alleles in HIV-Infected Individuals at Times near Primary Infection: The Provir/Latitude45 Study,"Papuchon,J., Pinson,P., Guidicelli,G.L., Bellecave,P., Thomas,R., LeBlanc,R., Reigadas,S., Taupin,J.L., Baril,J.G., Routy,J.P., Wainberg,M. and Fleury,H.",B,Naive,
PM26378795,26378795,2015,,156,5,Heterosexual Transmission of Subtype C HIV-1 Selects Consensus-Like Variants without Increased Replicative Capacity or Interferon-alpha Resistance,"Deymier,M.J., Ende,Z., Fenton-May,A.E., Dilernia,D.A., Kilembe,W., Allen,S.A., Borrow,P. and Hunter,E.",C,Naive,
PM27750023,27750023,2016,,,5,"Surveillance of Transmitted Drug Resistance in HIV-1-Infected Youths Aged 16 to 25 Years, a Decade After Scale-up of Antiretroviral Therapy in Hebei, China","Lu,X., Kang,X., Liu,Y., Li,Y., Chen,S., Li,J. and Cui,Z.",01B; 01BC; BC,,
PM28759651,28759651,2017,,,5,Rare HIV-1 transmitted/founder lineages identified by deep viral sequencing contribute to rapid shifts in dominant quasispecies during acute and early infection,"Kijak,G.H., Sanders-Buell,E., Chenine,A.L., Eller,M.A., Goonetilleke,N., Thomas,R., Leviyang,S., Harbolick,E.A., Bose,M., Pham,P., Oropeza,C., Poltavee,K., O'Sullivan,A.M., Billings,E., Merbah,M., Costanzo,M.C., Warren,J.A., Slike,B., Li,H., Peachman,K.K., Fischer,W., Gao,F., Cicala,C., Arthos,J., Eller,L.A., O'Connell,R.J., Sinei,S., Maganga,L., Kibuuka,H., Nitayaphan,S., Rao,M., Marovich,M.A., Krebs,S.J., Rolland,M., Korber,B.T., Shaw,G.M., Michael,N.L., Robb,M.L., Tovanabutra,S. and Kim,J.H.",01_AE; A1C; A1D,,
HS3u9rrsQwRlS9NYzHWTl86Q,,,,96,4,Construction and characterization of HIV-1 subtype A and CRF01_AE infectious molecular clones,"Sakamoto,Y., Takekawa,N. and Tatsumi,M.",01_AE; A1,,
HSD3hsttjF4cJESlB_WXJPBQ,,,,5,4,Genomic sequence of HIV-1 from four members of the Sydney Blood Bank Cohort of long term non-progressors,"Oelrichs,R.B., McPhee,D.A. and Deacon,N.J.",B,,
HSDXfFuO2of5iNlJGQtt3kfA,,,,,4,Epidemiologically-Linked Transmission of HIV-1 Illustrates the Impact of Host Genetics on Virological Outcome,"Allen,T.M., Streeck,H., Jessen,H., Kucherer,C., Li,B., Jessen,A.B., Dupke,S., Baumgarten,A., Stahmer,I., van Lunzen,J., Altfeld,M. and Walker,B.D.",B,,
HSFaV753wnUne1i6JvuBZH5A,,,,,4,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Busch,M.P., Vermeulen,M., Denny,T.N. and Gao,F.",C; CD,,
HSSvvtOtbOj5tfNAebQzHa9g,,,,,4,Characterization of near full length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Ragupathy,V., Hewlett,I., Denny,T.N. and Gao,F.",02A1F2; 02_AG; F2,,
HST6eHWLghhfVukWCLtqNd5g,,,,,4,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Sanders,E. and Gao,F.",A1; D; G,,
HSW7gSiUIr-loW5sqXsZ5CQA,,,,,4,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Anzala,O., Mutua,G. and Gao,F.",A1C; A1CD; A1D,,
HShHsDtLGPTODWBXe---NcsQ,,2005,,13,4,Direct Submission,"Bernardin,F., Bader,Y.-D., Sekaly,R.-P., Bernard,N. and Delwart,E.",B,Unpublished,
HSiQA_BkDkTeIbvQHBr2qNig,,2004,,,4,"Mva expressing modified hiv envelope, gag, and pol genes","Moss,B., Earl,P.L., Wyatt,L., Eller,L.A., Vancott,T. and Harris,M.E.",A1; C; D,,
HSxD1j3INYAwZdYrHwTWbkxg,,,,,4,Sequence Diversity of HIV-1 Genomes from the HIV Vaccine Trials Network,"McLaughlin,S., Learn,G.H., Heath,L.M., Nickle,D., Liu,Y. and Mullins,J.I.",B,,
HSyn5UbyrTbgFX122_d_GJdA,,,,,4,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Fast,P., Amornkul,P., Price,M., Kamali,A., Denny,T.N. and Gao,F.",A1; A1D,,
PM10725202,10725202,2000,,12,4,Virtually full-length subtype F and F/D recombinant HIV-1 from Africa and South America,"Laukkanen,T., Carr,J.K., Janssens,W., Liitsola,K., Gotte,D., McCutchan,F.E., Op de Coul,E., Cornelissen,M., Heyndrickx,L., van der Groen,G. and Salminen,M.O.",05_DF; F1,,
PM12201907,12201907,2002,,4,4,Identification of two CRF11-cpx genomes and two preliminary representatives of a new circulating recombinant form (CRF13-cpx) of HIV type 1 in Cameroon,"Wilbe,K., Casper,C., Albert,J. and Leitner,T.",11_cpx; 13_cpx,,
PM12201911,12201911,2002,,4,4,Full-length genome analysis of HIV-1 subtype C utilizing CXCR4 and intersubtype recombinants isolated in South Africa,"Papathanasopoulos,M.A., Cilliers,T., Morris,L., Mokili,J.L., Dowling,W., Birx,D.L. and McCutchan,F.E.",A1CDGKU; A2C; C,,
PM14599796,14599796,2003,,4,4,Characterization of novel recombinant HIV-1 genomes using the branching index,"Wilbe,K., Salminen,M., Laukkanen,T., McCutchan,F., Ray,S.C., Albert,J. and Leitner,T.",A1D; GKU,,
PM15929704,15929704,2005,,4,4,"Sequence Analysis of Near Full-Length HIV Type 1 Subtype D Primary Strains Isolated in Cape Town, South Africa, from 1984 to 1986","Loxton,A.G., Treurnicht,F., Laten,A., Rensburg,E.J. and Engelbrecht,S.",D,,
PM16044014,16044014,2005,,286,4,Predominance of a rare type of HIV-1 in Estonia,"Adojaan,M., Kivisild,T., Mannik,A., Krispin,T., Ustina,V., Zilmer,K., Liebert,E., Jaroslavtsev,N., Priimagi,L., Tefanova,V., Schmidt,J., Krohn,K., Villems,R., Salminen,M. and Ustav,M.",06_cpx; 32_06A6; A6B,,
PM16060839,16060839,2005,,6,4,"Presence of CRF09_cpx and complex CRF02_AG/CRF09_cpx recombinant HIV type 1 strains in Cote d'Ivoire, West Africa","Toni,T., Adje-Toure,C., Vidal,N., Minga,A., Huet,C., Borger,M.Y., Recordon-Pinson,P., Masquelier,B., Nolan,M., Nkengasong,J., Fleury,H.J., Delaporte,E. and Peeters,M.",0209; 02GK,Naive,
PM16227247,16227247,2005,,14,4,Selective escape from CD8+ T-cell responses represents a major driving force of human immunodeficiency virus type 1 (HIV-1) sequence diversity and reveals constraints on HIV-1 evolution,"Allen,T.M., Altfeld,M., Geer,S.C., Kalife,E.T., Moore,C., O'sullivan,K.M., Desouza,I., Feeney,M.E., Eldridge,R.L., Maier,E.L., Kaufmann,D.E., Lahaie,M.P., Reyor,L., Tanzi,G., Johnston,M.N., Brander,C., Draenert,R., Rockstroh,J.K., Jessen,H., Rosenberg,E.S., Mallal,S.A. and Walker,B.D.",B,,
PM17147510,17147510,2006,,12,4,Full-Length Genomic Sequencing and Analysis of Four HIV Type 1 Subtype B Isolates Circulating in the Territory of Russia,"Galkin,A.N., Gagarina,E.Y., Lukyanova,N.S. and Danilova,T.V.",B,,
PM17151109,17151109,2007,,6,4,Isolation and characterization of replication-competent human immunodeficiency virus type 1 from a subset of elite suppressors,"Blankson,J.N., Bailey,J.R., Thayil,S., Yang,H.C., Lassen,K., Lai,J., Gandhi,S.K., Siliciano,J.D., Williams,T.M. and Siliciano,R.F.",B,,
PM19327055,19327055,2009,,4,4,Identification of a new HIV Type 1 circulating recombinant form (CRF38_BF1) in Uruguay,"Ruchansky,D., Casado,C., Russi,J.C., Arbiza,J.R. and Lopez-Galindez,C.",38_BF1,,
PM20001521,20001521,2009,,4,4,"CRF45_AKU, a circulating recombinant from Central Africa, is probably the common ancestor of HIV type 1 MAL and HIV type 1 NOGIL","Niama,F.R., Vidal,N., Bazepeo,S.E., Mpoudi,E., Toure-Kane,C., Parra,H.J., Delaporte,E. and Peeters,M.",45_cpx,,
PM21291604,21291604,2011,,4,4,"Novel HIV-1 Recombinant Forms in Antenatal Cohort, Montreal, Quebec, Canada","Quesnel-Vallieres,M., Kouzayha,I., Tran,E., Barry,I., Lasgi,C., Merindol,N., Monteil,V., Ransy,D.G., Boucher,M., Lapointe,N. and Soudeyns,H.",U,,
PM21522007,21522007,2011,,5,4,Circulation of multiple patterns of unique recombinant forms B/CRF02_AG in France: precursor signs of the emergence of an upcoming CRF B/02,"Leoz,M., Chaix,M.L., Delaugerre,C., Rivoisy,C., Meyer,L., Rouzioux,C., Simon,F. and Plantier,J.C.",02B; 02BD; 56_cpx,,
PM22190722,22190722,2012,,53,4,Generation of Transmitted/Founder HIV-1 Infectious Molecular Clones and Characterization of Their Replication Capacity in CD4 T Lymphocytes and Monocyte-Derived Macrophages,"Ochsenbauer,C., Edmonds,T.G., Ding,H., Keele,B.F., Decker,J., Salazar,M.G., Salazar-Gonzalez,J.F., Shattock,R., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Kappes,J.C.",B,,
PM22395607,22395607,2012,,4,4,Host factors dictate control of viral replication in two HIV-1 controller/chronic progressor transmission pairs,"Buckheit,R.W. 3rd, Allen,T.G., Alme,A., Salgado,M., O'Connell,K.A., Huculak,S., Falade-Nwulia,O., Williams,T.M., Gallant,J.E., Siliciano,R.F. and Blankson,J.N.",B,,
PM22510580,22510580,2012,,5,4,HIV-1 mRNA electroporation of PBMC: A simple and efficient method to monitor T-cell responses against autologous HIV-1 in HIV-1-infected patients,"Etschel,J.K., Huckelhoven,A.G., Hofmann,C., Zitzelsberger,K., Maurer,K., Bergmann,S., Mueller-Schmucker,S.M., Wittmann,J., Spriewald,B.M., Dorrie,J., Schaft,N. and Harrer,T.",B,,
PM22693444,22693444,2012,,102,4,Transmitted/Founder and Chronic Subtype C HIV-1 Use CD4 and CCR5 Receptors with Equal Efficiency and Are Not Inhibited by Blocking the Integrin alpha4beta7,"Parrish,N.F., Wilen,C.B., Banks,L.B., Iyer,S.S., Pfaff,J.M., Salazar-Gonzalez,J.F., Salazar,M.G., Decker,J.M., Parrish,E.H., Berg,A., Hopper,J., Hora,B., Kumar,A., Mahlokozera,T., Yuan,S., Coleman,C., Vermeulen,M., Ding,H., Ochsenbauer,C., Tilton,J.C., Permar,S.R., Kappes,J.C., Betts,M.R., Busch,M.P., Gao,F., Montefiori,D., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Doms,R.W.",C,,
PM22933291,22933291,2012,,183,4,Temporal Association of HLA-B*81:01- and HLA-B*39:10-Mediated HIV-1 p24 Sequence Evolution with Disease Progression,"Ntale,R.S., Chopera,D.R., Ngandu,N.K., Assis de Rosa,D., Zembe,L., Gamieldien,H., Mlotshwa,M., Werner,L., Woodman,Z., Mlisana,K., Abdool Karim,S., Gray,C.M. and Williamson,C.",C,,
PM23542380,23542380,2013,,281,4,Phenotypic properties of transmitted founder HIV-1,"Parrish,N.F., Gao,F., Li,H., Giorgi,E.E., Barbian,H.J., Parrish,E.H., Zajic,L., Iyer,S.S., Decker,J.M., Kumar,A., Hora,B., Berg,A., Cai,F., Hopper,J., Denny,T.N., Ding,H., Ochsenbauer,C., Kappes,J.C., Galimidi,R.P., West,A.P. Jr., Bjorkman,P.J., Wilen,C.B., Doms,R.W., O'Brien,M., Bhardwaj,N., Borrow,P., Haynes,B.F., Muldoon,M., Theiler,J.P., Korber,B., Shaw,G.M. and Hahn,B.H.",B,Unknown,
PM27031505,27031505,2016,,197,4,Ultra-Deep Sequencing of HIV-1 near Full-Length and Partial Proviral Genomes Reveals High Genetic Diversity among Brazilian Blood Donors,"Pessoa,R., Loureiro,P., Esther Lopes,M., Carneiro-Proietti,A.B., Sabino,E.C., Busch,M.P. and Sanabani,S.S.",C; F1,Naive,
HS1GRkhpQJXYWcE7DMJ7cToA,,,,,3,"Genetic analysis of nearly full-length genome sequences of HIV-1, circulating in Russia","Baryshev,P.B., Gashnikova,N.M. and Bogachev,V.V.",B,,
HS1S65qroM0QAUNk_EGlNMQQ,,,,,3,Differential Distribution and Evolution of HIV-1 RNA Variants in the Gastrointestinal Tract of Antiretroviral Naive African AIDS Patients with Diarrhea and (or) Weight Loss,"Mahasha,P.W., Cassol,E., Danaviah,S., Bond,R., Seebregts,C., van der Merwe,S.W., Rossouw,T. and de Oliveira,T.",C,,
HS66-iMficSXggn6Odxf06Cw,,,,,3,Molecular characterization of infectious molecular clones derived from mult-idrug-resistant HIV-1 subtype B in Japan,"Umeki-Sakamoto,Y., Ibe,S., Hattori,J., Iwatani,Y., Yokomaku,Y., Sugiura,W. and Tatsumi,M.",B,,
HSCVVOOP5gJTsgYUnUxn-KVA,,2012,,,3,Direct Submission,"Delgado,E., Thomson,M., Fernandez-Garcia,A., Cuevas,T. and Perez-Alvarez,L.",A1DG; B,,
HSFakEqRlPWCOAGAyFN6iG-g,,2012,,,3,Novel multi-region hybridization assay for the identification of the most prevalent genetic forms of the human immunodeficiency virus type 1 (HIV-1) circulating in Portugal,"Freitas,F.B., Esteves,A., Piedade,J. and Parreira,R.",G,,
HSGKV-7wFBYavPsEp4Ar2o-Q,,,,,3,Evidence for two distinct sub-subtypes within the HIV-1 subtype A radiation,"Gao,F., Vidal,N., Li,Y., Trask,S.A., Chen,Y., Kostrikis,L.G., Ho,D.D., Kim,J., Choe,K., Oh,M.-D., Salminen,M., Robertson,D.L., Shaw,G.M., Hahn,B.H. and Peeters,M.",A2,,
HSPBxlpDxGmU_P0yZxJO9Wgg,,,,,3,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Fast,P., Amornkul,P., Price,M., Kilembe,W., Allen,S., Hunter,E., Denny,T.N. and Gao,F.",C,,
HSUkKkt11kwkw_ANsd4UKFDw,,,,,3,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,"Umeki-Sakamoto,Y., Hirano,R. and Tatsumi,M.",B,,
HSXlALusTTbiXlt2Mc5ePung,,2017,,,3,Direct Submission,"Cuevas,M.T., Sanchez,M., Carrera,C., Delgado,E., Thomson,M. and Perez-Alvarez,L.",B,,
HSaR3L0uLSjO306UUCtkX4fw,,,,,3,"Near Full-Length Genomic Characterization of a Novel HIV Type 1 CRF01_ AE/07_BC Recombinant in Men Who Have Sex with Men from Shannxi, China","Ke,Z. and Yongtao,S.",0107; 01C,,
HScGpsEWCfqwpdZ_FJkOXkHA,,,,16,3,Construction and characterization of HIV-1 subtype C infectious molecular clones derived from Zambian isolates,"Tatsumi,M., Hara,T., Sakamoto,Y., Terunuma,H., Ichiyama,H., Kasolo,M., Honda,M. and Yamamoto,N.",C,Unpublished,
HSeXZPnOK9TGhCCN1zlCIGhA,,2007,,,3,HIV Subtypes Distribution and Implication for Antiretroviral Treatment in a Ugandan Population,"Baker,C.A.R., Bousheri,S., Ssewanyana,I., Jones,N.G., K'Aluoch,O., Baliruno,D., Ssali,F. and Cao,H.",A1; D,,
HSyJAea2-hev5poNmsRWDphw,,,,,3,Analysis of near full-length genome sequences of HIV-1 isolates of Romanian origin,"Sierra,M., Delgado,E., Munoz,M., Vega,Y., Vazquez de Parga,E., Carmona,R., Cuevas,M.T., Perez-Alvarez,L., Contreras,G., Corral,J., Ojea de Castro,R., Ocampo,A., Najera,R. and Thomson,M.M.",F1,,
PM10933619,10933619,,,3,3,An AB recombinant and its parental HIV type 1 strains in the area of the former Soviet Union: low requirements for sequence identity in recombination. UNAIDS Virus Isolation Network,"Liitsola,K., Holm,K., Bobkov,A., Pokrovsky,V., Smolskaya,T., Leinikki,P., Osmanov,S. and Salminen,M.",03_AB; A6,,
PM11429108,11429108,2001,,5,3,Evidence of two distinct subsubtypes within the HIV-1 subtype A radiation,"Gao,F., Vidal,N., Li,Y., Trask,S.A., Chen,Y., Kostrikis,L.G., Ho,D.D., Kim,J., Oh,M.-D., Choe,K., Salminen,M., Robertson,D.L., Shaw,G.M., Hahn,B.H. and Peeters,M.",16_A2D; A2,,
