PubID,PubIDCorrection,PMID,PubYr,NumIsolates,Title,Authors,RxStatus,Notes
HSGwfIHZyoupeVFXsi7l46Iw,PM17356464,17356464,,5,Identification of novel BG intersubtype CRF in Cuba,"Sierra,M., Thomson,M.M., Perez,L., Casado,G. and N",Unknown,
PM17363674,,17363674,,156,Founder effects in the assessment of HIV polymorphisms and HLA allele associations,"Bhattacharya,T., Daniels,M., Heckerman,D., Foley,B",,
PM1736942,,1736942,,11,Population sequence analysis of a simian immunodeficiency virus (32H reisolate of SIVmac251): a viru,"Almond,N., Jenkins,A., Slade,A., Heath,A., Cranage",,
PM17392448,,17392448,,20,Rates of and reasons for failure of commercial human immunodeficiency virus type 1 viral load assays,"Drexler,J.F., de Souza Luna,L.K., Pedroso,C., Pedr",,
PM17396997,,17396997,,16,Molecular epidemiology of HIV-1 infection and full-length genomic analysis of circulating recombinan,"Lin,Y.T., Lan,Y.C., Chen,Y.J., Huang,Y.H., Lee,C.M",,
PM17411367,,17411367,,79,Limitations to Contact Tracing And Phylogenetic Analysis in Establishing HIV Type 1 Transmission Net,"Resik,S., Lemey,P., Ping,L.H., Kouri,V., Joanes,J.",,
PM17411371,,17411371,,94,Slow human immunodeficiency virus type 1 evolution in viral reservoirs in infants treated with effec,"Persaud,D., Ray,S.C., Kajdas,J., Ahonkhai,A., Sibe",Mixed,
PM17411380,,17411380,,4,Characterization of An HIV-1 Group M Variant That Is Distinct from The Known Subtypes,"van der Hoek,L., Pollakis,G., Lukashov,V.V., Jebbi",,
PM17411382,,17411382,,64,HIV type 1 subtype C gag and nef diversity in Southern Africa,"Bredell,H., Martin,D.P., Van Harmelen,J., Varsani,",ProbablyNaive,
PM17411383,,17411383,,11,HIV Type 1 Drug Resistance among Naive Patients from Venezuela,"Bouchard,M., Masquelier,B., Moreno,M., Deibis,L., ",,
PM17451342,,17451342,,2,Introduction of non-B subtypes among Spaniards newly diagnosed with HIV type 1 in the Canary Islands,"Holguin,A., Pena,M.J., Troncoso,F. and Soriano,V.",,
PM17451346,,17451346,,92,Molecular epidemiology of HIV type 1 in treatment-naive patients in north Ethiopia,"Kassu,A., Fujino,M., Matsuda,M., Nishizawa,M., Ota",,
PM17451347,,17451347,,10,Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from ,"Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., ",Naive,
PM17494082,,17494082,,5,Generation of infectious molecular clones of simian immunodeficiency virus from fecal consensus sequ,"Takehisa,J., Kraus,M.H., Decker,J.M., Li,Y., Keele",,
PM17506605,,17506605,,68,Human immunodeficiency virus type 1 drug resistance mutations in peripheral blood mononuclear cell p,"Sen,S., Tripathy,S.P., Chimanpure,V.M., Patil,A.A.",,
PM17506605,,17506605,,1,Human immunodeficiency virus type 1 drug resistance mutations in peripheral blood mononuclear cell p,"Sen,S., Tripathy,S.P., Chimanpure,V.M., Patil,A.A.",,
PM17514018,,17514018,,6,Genetic characterization of HIV-1 strains circulating in Kazakhstan,"Eyzaguirre,L.M., Erasilova,I.B., Nadai,Y., Saad,M.",,
PM17530991,,17530991,,59,Identification and characterization of HIV type 1 subtypes present in the Kingdom of Saudi Arabia: h,"Badreddine,S., Smith,K., van Zyl,H., Bodelle,P., Y",Mixed,
PM17530992,,17530992,,93,Introduction of HIV type 1 into an isolated population: molecular epidemiologic study from Greenland,"Madsen,T.V., Leitner,T., Lohse,N., Obel,N., Ladefo",,
PM17538883,,17538883,,83,Evolution of HIV-1 in an HLA-B*57-positive patient during virologic escape,"Bailey,J.R., Zhang,H., Wegweiser,B.W., Yang,H.C., ",,
PM17553886,,17553886,,1,Recombination confounds the early evolutionary history of human immunodeficiency virus type 1: subty,"Abecasis,A.B., Lemey,P., Vidal,N., de Oliveira,T.,",,
PM17604547,,17604547,,3,"Identification of CRF34_01B, a Second Circulating Recombinant Form Unrelated to and More Complex Tha","Tovanabutra,S., Kijak,G.H., Beyrer,C., Gammon-Rich",,
PM17604548,,17604548,,4,"A Nascent HIV Type 1 Epidemic among Injecting Drug Users in Kabul, Afghanistan Is Dominated by Compl","Sanders-Buell,E., Saad,M.D., Abed,A.M., Bose,M., T",,
PM17651775,,17651775,,2,Genetic diversity and phylogeographic clustering of SIVcpzPtt in wild chimpanzees in Cameroon,"Van Heuverswyn,F., Li,Y., Bailes,E., Neel,C., Lafa",,
PM17670829,,17670829,,33,Antiretroviral drug therapy alters the profile of human immunodeficiency virus type 1-specific T-cel,"Karlsson,A.C., Chapman,J.M., Heiken,B.D., Hoh,R., ",,
PM17678472,,17678472,,7,Impact of Ethnicity and HIV Type 1 Subtype on Response to First-Line Antiretroviral Therapy,"De Arellano,E.R., Benito,J.M., Soriano,V., Lopez,M",,
PM17678472,,17678472,,1,Impact of Ethnicity and HIV Type 1 Subtype on Response to First-Line Antiretroviral Therapy,"De Arellano,E.R., Benito,J.M., Soriano,V., Lopez,M",,
PM17678477,,17678477,,1,"Circulating Recombinant Form (CRF) 37_cpx: An Old Strain in Cameroon Composed of Diverse, Geneticall","Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Ewane",,
PM17724152,,17724152,,5,Variations in reverse transcriptase and RNase H domain mutations in human immunodeficiency virus typ,"Ntemgwa,M., Wainberg,M.A., Oliveira,M., Moisi,D., ",,
PM17724152,,17724152,,1,Variations in reverse transcriptase and RNase H domain mutations in human immunodeficiency virus typ,"Ntemgwa,M., Wainberg,M.A., Oliveira,M., Moisi,D., ",,
PM17725418,,17725418,,2,Identification of a novel circulating recombinant form (CRF) 36_cpx in Cameroon that combines two CR,"Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Nanfa",,
PM17725423,,17725423,,3,Genetic characterization of three newly isolated CRF07_BC near full-length genomes in China,"Meng,Z., Xing,H., He,X., Ma,L., Xu,W. and Shao,Y.",,
PM17804494,,17804494,,135,Escape from the dominant HLA-B27-restricted cytotoxic T-lymphocyte response in Gag is associated wit,"Schneidewind,A., Brockman,M.A., Yang,R., Adam,R.I.",,
PM17919103,,17919103,,12,Characterization of the full-length human immunodeficiency virus-1 genome from recently infected sub,"Sa-Filho,D., Kallas,E.G., Sanabani,S., Sabino,E., ",Naive,
PM17919109,,17919109,,10,Genetic diversity of HIV-1 non-B strains in Sicily: evidence of intersubtype recombinants by sequenc,"Tramuto,F., Bonura,F., Perna,A.M., Mancuso,S., Fir",,
PM17919110,,17919110,,1,"Near full-length sequence analysis of a Unique CRF01_AE/B recombinant from Kuala Lumpur, Malaysia","Lau,K.A., Wang,B., Kamarulzaman,A., Ng,K.P. and Sa",,
PM17961108,,17961108,,7,High frequency of drug resistance mutations in human immunodeficiency virus type 1-infected Korean p,"Sung,H., Jung,Y.S., Kang,M.W., Bae,I.G., Chang,H.H",,
PM17961119,,17961119,,4,gp41 sequence variability in HIV type 1 non-B subtypes infected patients undergoing enfuvirtide pres,"DArrigo,R., Ciccozzi,M., Gori,C., Montieri,S., Aqu",,
PM17961120,,17961120,,55,High prevalence of human immunodeficiency virus type 1 drug resistance mutations in antiretroviral t,"Sen,S., Tripathy,S.P., Patil,A.A., Chimanpure,V.M.",,
PM17967058,,17967058,,2,Target cell APOBEC3C can induce limited G-to-A mutation in HIV-1,"Bourara,K., Liegler,T.J. and Grant,R.M.",,
PM17982054,,17982054,,24,Increased sequence diversity coverage improves detection of HIV-specific T cell responses,"Frahm,N., Kaufmann,D.E., Yusim,K., Muldoon,M., Kes",Unknown,
PM18020705,,18020705,,404,Chronic HIV-1 infection frequently fails to protect against superinfection,"Piantadosi,A., Chohan,B., Chohan,V., McClelland,R.",,
PM18057233,,18057233,,4537,An integrative bioinformatic approach for studying escape mutations in human immunodeficiency virus ,"Peters,H.O., Mendoza,M.G., Capina,R.E., Luo,M., Ma",,
PM18057233,,18057233,,119,An integrative bioinformatic approach for studying escape mutations in human immunodeficiency virus ,"Peters,H.O., Mendoza,M.G., Capina,R.E., Luo,M., Ma",,
PM18057253,,18057253,,4,Patterns of CD8+ immunodominance may influence the ability of Mamu-B*08-positive macaques to natural,"Loffredo,J.T., Bean,A.T., Beal,D.R., Leon,E.J., Ma",,
PM18160005,,18160005,,25,HIV type 1 genetic variability in central Brazil,"Veras,N.M., Veras,V.S., Ramalho,E.D., Kyaw,C., Sil",,
PM18160016,,18160016,,1,"Complete genome sequencing of a non-syncytium-inducing HIV type 1 subtype D strain from Cape Town, S","Jacobs,G.B., Loxton,A.G., Laten,A. and Engelbrecht",,
PM18160020,,18160020,,2,New insights into the origin of the HIV type 1 subtype A epidemic in former Soviet Unions countries ,"Thomson,M.M., de Parga,E.V., Vinogradova,A., Sierr",,
PM18184071,,18184071,,1,Short communication: identification of a novel HIV type 1 subtype H/J recombinant in Canada with dis,"Kim,J.E., Beckthold,B., Chen,Z., Mihowich,J., Mall",,
PM18184088,,18184088,,17,Characterization of near full-length genomes of HIV type 1 strains in Denmark: basis for a universal,"Andresen,B.S., Vinner,L., Tang,S., Bragstad,K., Kr",Naive,
PM18195572,,18195572,,7,"Identification of two new CRF_BF in Rio de Janeiro State, Brazil","Guimaraes,M.L., Eyer-Silva,W.A., Couto-Fernandez,J",Rx,
PM18205216,,18205216,,4,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliabi,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R",,
PM18257686,,18257686,,2,Construction and characterization of an infectious molecular clone of HIV type 1 CRF07_BC,"Meng,Z., He,X., Xing,H., Xin,R., Sun,J., Yi,F., Ma",,
PM18257687,,18257687,,2,"Characterization of an old complex circulating recombinant form, CRF27_cpx, originating from the Dem","Vidal,N., Frange,P., Chaix,M.L., Mulanga,C., Lepir",,
PM18275341,,18275341,,55,Molecular epidemiology of human immunodeficiency virus type 1 and hepatitis C virus in former blood ,"Liu,P., Xiang,K., Tang,H., Zhang,W., Wang,X., Tong",Unknown,
PM18275352,,18275352,,2,HIV type 2 intergroup recombinant identified in Cameroon,"Yamaguchi,J., Vallari,A., Ndembi,N., Coffey,R., Ng",,
PM18275353,,18275353,,15,Characterization of B/C recombinants of near full-length HIV type 1 from northeastern India with mos,"Lakhashe,S., Tripathy,S., Paranjape,R. and Bhattac",Unknown,
PM18275354,,18275354,,76,Utility of the heteroduplex assay (HDA) as a simple and cost-effective tool for the identification o,"Powell,R.L., Urbanski,M.M., Burda,S., Nanfack,A., ",,
PM18284321,,18284321,,291,High frequency of gross deletions in the 5 LTR and gag regions in HIV type 1-infected long-term surv,"Cho,Y.K. and Jung,Y.S.",Incomplete,
PM18284321,,18284321,,3,High frequency of gross deletions in the 5 LTR and gag regions in HIV type 1-infected long-term surv,"Cho,Y.K. and Jung,Y.S.",,
PM18284322,,18284322,,2,Evidence of a novel B/C recombinant exhibiting unique breakpoints of near full-length HIV type 1 gen,"Lakhashe,S., Tripathy,S., Paranjape,R. and Bhattac",,
PM18284324,,18284324,,1,Construction and characterization of a full-length infectious molecular clone from the HIV type 1 su,"Wang,Z., Li,J., Li,L., Feng,F., Li,H. and Bao,Z.",,
PM18284328,,18284328,,11,HIV type 1 intersubtype recombinants during the evolution of a dual infection with subtypes B and G,"Munoz-Nieto,M., Perez-Alvarez,L., Thomson,M., Garc",,
PM18284328,,18284328,,1,HIV type 1 intersubtype recombinants during the evolution of a dual infection with subtypes B and G,"Munoz-Nieto,M., Perez-Alvarez,L., Thomson,M., Garc",,
PM1830110,,1830110,,2,Molecular characterization of human immunodeficiency virus type 1 cloned directly from uncultured hu,"Li,Y., Kappes,J.C., Conway,J.A., Price,R.W., Shaw,",,
PM18314205,,18314205,,177,A heteroduplex assay for the rapid detection of dual Human Immunodeficiency Virus Type 1 infections,"Powell,R.L., Urbanski,M.M. and Nyambi,P.N.",,
PM18327983,,18327983,,23,Prevalence and epidemiology of HIV type 1 drug resistance among newly diagnosed therapy-naive patien,"Vercauteren,J., Derdelinckx,I., Sasse,A., Bogaert,",,
PM18328091,,18328091,,1,Exceptional molecular and coreceptor-requirement properties of molecular clones isolated from an Hum,"Dash,P.K., Siddappa,N.B., Mangaiarkarasi,A., Mahen",,
PM18336258,,18336258,,3,Continuous crossover(s) events of HIV-1 CRF01_AE and B subtype strains in Malaysia: evidence of rapi,"Lau,K.A., Wang,B., Kamarulzaman,A., Ngb,K.P. and S",,
PM18354235,,18354235,,29,Broadly immunogenic HLA class I supertype-restricted elite CTL epitopes recognized in a diverse popu,"Perez,C.L., Larsen,M.V., Gustafsson,R., Norstrom,M",,
PM18366312,,18366312,,1,Near full-length genomic analysis of a novel subtype A1/C recombinant HIV type 1 isolate from Canada,"Ntemgwa,M., Toni,T.D., Brenner,B.G., Routy,J.P., M",,
PM18367519,,18367519,,633,Contribution of CD8+ T cells to containment of viral replication and emergence of mutations in Mamu-,"Kim,E.Y., Veazey,R.S., Zahn,R., McEvers,K.J., Baum",,
PM18369479,,18369479,,311,Transmission of HIV-1 CTL escape variants provides HLA-mismatched recipients with a survival advanta,"Chopera,D.R., Woodman,Z., Mlisana,K., Mlotshwa,M.,",Naive,
PM18373434,,18373434,,2,Full-length characterization of A1/D intersubtype recombinant genomes from a therapy-induced HIV typ,"Fomsgaard,A., Vinner,L., Therrien,D., Jorgensen,L.",,
PM18400328,,18400328,,69,Molecular evidence for polyphyletic origin of human immunodeficiency virus type 1 subtype C in Bangl,"Sarker,M.S., Rahman,M., Yirrell,D., Campbell,E., R",,
PM18436274,,18436274,,8,Variable contexts and levels of hypermutation in HIV-1 proviral genomes recovered from primary perip,"Kijak,G.H., Janini,L.M., Tovanabutra,S., Sanders-B",,
PM18442839,,18442839,,1,"Full molecular characterization of a simian immunodeficiency virus, SIVwrcpbt from Temmincks red col","Locatelli,S., Lafay,B., Liegeois,F., Ting,N., Dela",,
PM18462079,,18462079,,34,Molecular tracing of sexual HIV Type 1 transmission in the southwest border of China,"Bao,L., Vidal,N., Fang,H., Deng,W., Chen,S., Guo,W",,
PM18462079,,18462079,,2,Molecular tracing of sexual HIV Type 1 transmission in the southwest border of China,"Bao,L., Vidal,N., Fang,H., Deng,W., Chen,S., Guo,W",,
PM18490657,,18490657,,1,Identification and characterization of transmitted and early founder virus envelopes in primary HIV-,"Keele,B.F., Giorgi,E.E., Salazar-Gonzalez,J.F., De",,
PM18495769,,18495769,,7,Transmission of human immunodeficiency virus type 1 from a patient who developed AIDS to an elite su,"Bailey,J.R., OConnell,K., Yang,H.C., Han,Y., Xu,J.",,
PM18495769,,18495769,,7,Transmission of HIV-1 from a Patient Who Developed AIDS to an Elite Suppressor,"Bailey,J.R., OConnell,K., Yang,H.C., Han,Y., Xu,J.",,
PM18504522,,18504522,,298,Dynamic analysis of genetic diversity of gag and env regions of HIV-1 CRF07_BC recombinant in intrav,"Liu,S., Xing,H., He,X., Xin,R., Zhang,Y., Zhu,J. a",,
PM18507522,,18507522,,156,"Diversity of human immunodeficiency virus type 1 subtypes in Kagera and Kilimanjaro regions, Tanzani","Nyombi,B.M., Kristiansen,K.I., Bjune,G., Muller,F.",,
PM18507522,,18507522,,2,"Diversity of human immunodeficiency virus type 1 subtypes in Kagera and Kilimanjaro regions, Tanzani","Nyombi,B.M., Kristiansen,K.I., Bjune,G., Muller,F.",,
PM18544023,,18544023,,13,"Full-length HIV type 1 proviral sequencing of 10 highly exposed women from Nairobi, Kenya reveals a ","Land,A.M., Ball,T.B., Luo,M., Rutherford,J., Sarna",Naive,
PM18562253,,18562253,,96,Highly divergent subtypes and new recombinant forms prevail in the HIV/AIDS epidemic in Angola: new ,"Bartolo,I., Rocha,C., Bartolomeu,J., Gama,A., Marc",,
PM18562253,,18562253,,15,Highly divergent subtypes and new recombinant forms prevail in the HIV/AIDS epidemic in Angola: new ,"Bartolo,I., Rocha,C., Bartolomeu,J., Gama,A., Marc",,
PM18562530,,18562530,,53,Genetic characterization of human immunodeficiency virus type 1 in elite controllers: lack of gross ,"Miura,T., Brockman,M.A., Brumme,C.J., Brumme,Z.L.,",Naive,
PM18580606,,18580606,,567,Human leukocyte antigen-specific polymorphisms in HIV-1 Gag and their association with viral load in,"Brumme,Z.L., Tao,I., Szeto,S., Brumme,C.J., Carlso",Naive,
PM18593342,,18593342,,24,Molecular epidemiology demonstrated three emerging clusters of human immunodeficiency virus type 1 s,"Leung,T.W., Mak,D., Wong,K.H., Wang,Y., Song,Y.H.,",,
PM18593349,,18593349,,339,"Molecular analysis of HIV type 1 vif sequences from Cape Town, South Africa","Jacobs,G.B., Nistal,M., Laten,A., van Rensburg,E.J",,
PM18593350,,18593350,,87,Phylogenetic diversity and low level antiretroviral resistance mutations in HIV type 1 treatment-nai,"Jacobs,G.B., Laten,A., van Rensburg,E.J., Bodem,J.",,
PM18593350,,18593350,,28,Phylogenetic diversity and low level antiretroviral resistance mutations in HIV type 1 treatment-nai,"Jacobs,G.B., Laten,A., van Rensburg,E.J., Bodem,J.",,
PM18593351,,18593351,,35,Profile of primary resistance in HIV-1-infected treatment-naive individuals from Western India,"Lall,M., Gupta,R.M., Sen,S., Kapila,K., Tripathy,S",,
PM18596105,,18596105,,1038,Central role of reverting mutations in HLA associations with human immunodeficiency virus set point,"Matthews,P.C., Prendergast,A., Leslie,A., Crawford",Naive,
PM18596105,,18596105,,4,Central role of reverting mutations in HLA associations with human immunodeficiency virus set point,"Matthews,P.C., Prendergast,A., Leslie,A., Crawford",Naive,
PM18620491,,18620491,,12,Analysis of near full-length genomic sequences of drug-resistant HIV-1 spreading among therapy-naive,"Ibe,S., Shigemi,U., Sawaki,K., Fujisaki,S., Hattor",Naive,
PM18625749,,18625749,,9,Immune-driven recombination and loss of control after HIV superinfection,"Streeck,H., Li,B., Poon,A.F., Schneidewind,A., Gla",,
PM18670237,,18670237,,30,"A new CRF01_AE/B recombinant structure of HIV type 1 found in Heilongjiang province, China","Zhou,H.Z., Li,Y., Zhou,H., Liu,Y.C., Du,H.T., Wang",,
PM18671456,,18671456,,3,Seventeen-year-old mother-to-child HIV type 1 transmission identified by phylogeny and signature pat,"Katzenstein,T.L., Petersen,A.B., Jorgensen,L.B., S",,
HS-QxE3_kzAySEyV6PGCiB-w,PM18691031,18691031,2008,30,Rapid Increase of HIV-1 Non-B Subtypes and Recombinants Among Newly Diagnosed Native Spaniards,"Holguin,A., de Mulder,M. and Yebra,G.",Naive,
PM18691031,,18691031,2008,2,Increase of non-B subtypes and recombinants among newly diagnosed HIV-1 native Spaniards and immigra,"Holguin,A., de Mulder,M., Yebra,G., Lopez,M. and S",,
PM18716710,,18716710,,52,"High frequency of BF mosaic genomes among HIV-1-infected children from Sao Paulo, Brazil","de Oliveira,C.M., Almeida,F.J., Rodrigues,R., Croz",,
PM18729771,,18729771,,106,Interplay of reverse transcriptase inhibitor therapy and gag p6 diversity in HIV type 1 subtype G an,"Ojesina,A.I., Chaplin,B., Sankale,J.L., Murphy,R.,",,
PM18729771,,18729771,,1,Interplay of reverse transcriptase inhibitor therapy and gag p6 diversity in HIV type 1 subtype G an,"Ojesina,A.I., Chaplin,B., Sankale,J.L., Murphy,R.,",,
PM18809195,,18809195,,6,Selective regimes and evolutionary rates of HIV-1 subtype B V3 variants in the Brazilian epidemic,"Diaz,R.S., Leal,E., Sanabani,S., Sucupira,M.C., Ta",Naive,
PM18821845,,18821845,,1,Full-length genome characterization of an HIV type 2 isolate from India,"Santhosh,C.V., Tamhane,M.C., Mukhopadhyaya,R. and ",,
PM18833279,,18833279,,30,Direct evidence of extensive diversity of HIV-1 in Kinshasa by 1960,"Worobey,M., Gemmel,M., Teuwen,D.E., Haselkorn,T., ",,
PM18833279,,18833279,,8,Direct evidence of extensive diversity of HIV-1 in Kinshasa by 1960,"Worobey,M., Gemmel,M., Teuwen,D.E., Haselkorn,T., ",,
PM18834324,,18834324,,44,"Identification of subtype B, multiple circulating recombinant forms and unique recombinants of HIV t","Wang,W., Jiang,S., Li,S., Yang,K., Ma,L., Zhang,F.",,
PM18847472,,18847472,,18,Molecular and phylogenetic analysis of HIV-1 variants circulating in Italy,"Buonaguro,L., Petrizzo,A., Tagliamonte,M., Vitone,",,
PM18847472,,18847472,,1,Molecular and phylogenetic analysis of HIV-1 variants circulating in Italy,"Buonaguro,L., Petrizzo,A., Tagliamonte,M., Vitone,",,
PM18851679,,18851679,,19,The level of APOBEC3G (hA3G)-related G-to-A mutations does not correlate with viral load in HIV type,"Ulenga,N.K., Sarr,A.D., Hamel,D., Sankale,J.L., Mb",,
PM18851680,,18851680,,1,Near full-length genome characterization of an HIV type 1 CRF25_cpx strain from Cameroon,"Luk,K.-C., Holzmayer,V., Ndembi,N., Swanson,P., Br",,
PM18851681,,18851681,,1,Identification of a possible ancestor of the subtype A1 HIV Type 1 variant circulating in the former,"Riva,C., Romano,L., Saladini,F., Lai,A., Carr,J.K.",,
PM1890410,,1890410,,1,Characterisation of a series of human immunodeficiency virus isolates derived sequentially from a si,"Farrar,G.H., Roff,M.A., Amin,T., Ball,J., Parrett,",,
PM18922864,,18922864,,2,Full-length genome characterization of a novel simian immunodeficiency virus lineage (SIVolc) from o,"Liegeois,F., Lafay,B., Formenty,P., Locatelli,S., ",,
PM18922864,,18922864,,1,Full-length genome characterization of a novel simian immunodeficiency virus lineage (SIVolc) from o,"Liegeois,F., Lafay,B., Formenty,P., Locatelli,S., ",,
PM18971283,,18971283,,45,HLA-associated alterations in replication capacity of chimeric NL4-3 viruses carrying gag-protease f,"Miura,T., Brockman,M.A., Brumme,Z.L., Brumme,C.J.,",Naive,
PM18992847,,18992847,,2,Distinct resistance mutation and polymorphism acquisition in HIV-1 protease of subtypes B and F1 fro,"Dumans,A.T., Barreto,C.C., Santos,A.F., Arruda,M.,",,
PM19000025,,19000025,,23,"Polymorphism, recombination, and mutations in HIV type 1 gag-infecting Peruvian male sex workers","Yabar,C.A., Salvatierra,J. and Quijano,E.",,
PM19036810,,19036810,,91,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with v,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladde",Naive,
PM19073717,,19073717,,6,Origin and biology of simian immunodeficiency virus in wild-living western gorillas,"Takehisa,J., Kraus,M.H., Ayouba,A., Bailes,E., Van",,
PM19091871,,19091871,,49,Transmission and long-term stability of compensated CD8 escape mutations,"Schneidewind,A., Brumme,Z.L., Brumme,C.J., Power,K",Naive,
PM19102688,,19102688,,4,"HIV type 1 genetic diversity in Moyale, Mandera, and Turkana based on env-C2-V3 sequences","Khamadi,S.A., Lihana,R.W., Mwaniki,D.L., Kinyua,J.",,
PM19113978,,19113978,,14,Development of a panel of well-characterized human immunodeficiency virus type 1 isolates from newly,"Fernandez-Garcia,A., Cuevas,M.T., Munoz-Nieto,M., ",Mixed,
PM19116249,,19116249,,2060,Human immunodeficiency virus type 1 population genetics and adaptation in newly infected individuals,"Kearney,M., Maldarelli,F., Shao,W., Margolick,J.B.",,
PM19116253,,19116253,,17,HLA-B57/B*5801 human immunodeficiency virus type 1 elite controllers select for rare gag variants as,"Miura,T., Brockman,M.A., Schneidewind,A., Lobritz,",Naive,
PM19126416,,19126416,,19,Quantitation of HIV-1 group M proviral DNA using TaqMan MGB real-time PCR,"Kondo,M., Sudo,K., Tanaka,R., Sano,T., Sagara,H., ",,
PM19152417,,19152417,,33,"Genetic variability of human immunodeficiency virus-1 in Bahia state, Northeast, Brazil: high divers","Monteiro,J.P., Alcantara,L.C., de Oliveira,T., Oli",,
PM19182917,,19182917,,534,"An 11-Year Surveillance of HIV Type 1 Subtypes in Nagoya, Japan","Fujisaki,S., Ibe,S., Hattori,J., Shigemi,U., Fujis",,
PM19182918,,19182918,,37,Genetic analysis of HIV type 1 strains from newly infected untreated patients in cyprus: high geneti,"Kousiappa,I., van de Vijver,D.A., Demetriades,I. a",Naive,
PM19193839,,19193839,,1,Single-point mutations causing more than 100-fold underestimation of human immunodeficiency virus ty,"Korn,K., Weissbrich,B., Henke-Gendo,C., Heim,A., J",,
PM19242411,,19242411,,1760,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P",Naive,
PM19242411,,19242411,,4,Adaptation of HIV-1 to human leukocyte antigen class I,"Kawashima,Y., Pfafferott,K., Frater,J., Matthews,P",,
PM19254360,,19254360,,3,Modulation of HIV-1 infectivity and cyclophilin A-dependence by Gag sequence and target cell type,"Matsuoka,S., Dam,E., Lecossier,D., Clavel,F. and H",,
PM19272628,,19272628,,9,Estimating the date of origin of an HIV-1 circulating recombinant form,"Tee,K.K., Pybus,O.G., Parker,J., Ng,K.P., Kamarulz",Naive,
PM19279683,,19279683,,15,HIV-1 epidemic in the Caribbean is dominated by subtype B,"Nadai,Y., Eyzaguirre,L.M., Sill,A., Cleghorn,F., N",,
PM19300491,,19300491,,6,Gag mutations strongly contribute to HIV-1 resistance to protease inhibitors in highly drug-experien,"Dam,E., Quercia,R., Glass,B., Descamps,D., Launay,",Rx,
PM19320567,,19320567,,17,High HIV Type 1 prevalence and wide genetic diversity with dominance of recombinant strains but low ,"Mintsa-Ndong,A., Caron,M., Plantier,J.C., Makuwa,M",,
PM19320602,,19320602,,16,First detection of a novel HIV Type 1 CRF01_AE/07_BC recombinant among an epidemiologically linked c,"Guo,H., Guo,D., Wei,J.F., Yang,H., Huan,X., Tsui,S",Unknown,
PM19327054,,19327054,,162,HIV diversity in Venezuela: predominance of HIV type 1 subtype B and genomic characterization of non,"Rangel,H.R., Garzaro,D., Gutierrez,C.R., Vasquez,L",,
PM19327055,,19327055,,4,Identification of a new HIV Type 1 circulating recombinant form (CRF38_BF1) in Uruguay,"Ruchansky,D., Casado,C., Russi,J.C., Arbiza,J.R. a",,
PM19361281,,19361281,,5,HIV type 1 group M subtype G in Cameroon: five genome sequences,"Yamaguchi,J., Ndembi,N., Ngansop,C., Mbanya,D., Ka",Naive,
PM19386115,,19386115,,4,Close phylogenetic relationship between Angolan and Romanian HIV-1 subtype F1 isolates,"Guimaraes,M.L., Vicente,A.C., Otsuki,K., da Silva,",,
PM19388822,,19388822,,115,High frequency of gross deletions in 5 LTR/gag and nef genes in patients infected with CRF02_AG of H,"Cho,Y.K., Jung,Y.S., Sung,H., Sim,M.K. and Kim,Y.K",,
PM19393772,,19393772,,1,Extensive survey on the prevalence and genetic diversity of SIVs in primate bushmeat provides insigh,"Aghokeng,A.F., Ayouba,A., Mpoudi-Ngole,E., Loul,S.",,
PM1942258,,1942258,,1,A highly divergent simian immunodeficiency virus (SIVstm) recovered from stored stump-tailed macaque,"Khan,A.S., Galvin,T.A., Lowenstine,L.J., Jennings,",,
PM19454710,,19454710,,170,Kinetics of expansion of epitope-specific T cell responses during primary HIV-1 infection,"Turnbull,E.L., Wong,M., Wang,S., Wei,X., Jones,N.A",Naive,
PM19460333,,19460333,,78,Genetic characterization of HIV-1 strains in Togo reveals a high genetic complexity and genotypic dr,"Yaotse,D.A., Nicole,V., Roch,N.F., Mireille,P.D., ",,
PM19487424,,19487424,,205,"Genetic identity, biological phenotype, and evolutionary pathways of transmitted/founder viruses in ","Salazar-Gonzalez,J.F., Salazar,M.G., Keele,B.F., L",Naive,
PM19494014,,19494014,,41,Analysis of the percentage of human immunodeficiency virus type 1 sequences that are hypermutated an,"Piantadosi,A., Humes,D., Chohan,B., McClelland,R.S",,
HS3WECk_H5zF5qEymXU3l08Q,PM19515764,19515764,,232,Viral attenuation due to HLA-B57 escape mutations enables control of HIV following vertical transmis,"Tang,Y., Schneidewind,A., Feeney,M., Ryland,E., Du",Unknown,
PM19515784,,19515784,,368,Positive selection pressure introduces secondary mutations at Gag cleavage sites in human immunodefi,"Banke,S., Lillemark,M.R., Gerstoft,J., Obel,N. and",,
