Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
JN860764,01_AE,2007,22587412,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",2012
JN860765,01B,2007,22587412,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",2012
JN860766,01_AE,2007,22587412,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",2012
JN860767,01_AE,2007,22587412,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",2012
JN860768,01_AE,2008,22587412,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",2012
JN860769,B,2008,22587412,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",2012
JN864047,0222,2006,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864048,0222,2006,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864049,22_01A1,2006,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864050,22_01A1,2010,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864051,22_01A1,2010,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864052,0222,2008,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864053,0222,2010,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864055,02B,2006,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864056,01F2G,2002,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864057,02F2G,2002,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864058,22_01A1,2010,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN864059,22_01A1,2010,22549382,CRF22_01A1 is Involved in the Emergence of New HIV-1 Recombinants in Cameroon,"Zhao,J., Tang,S., Ragupathy,V., Gaddam,D., Wang,X., Zhang,P., Nyambi,P.N. and Hewlett,I.",2012
JN882652,02B,2002,21522007,Circulation of multiple patterns of unique recombinant forms B/CRF02_AG in France: precursor signs of the emergence of an upcoming CRF B/02,"Leoz,M., Chaix,M.L., Delaugerre,C., Rivoisy,C., Meyer,L., Rouzioux,C., Simon,F. and Plantier,J.C.",2011
JN882653,02BD,2008,21522007,Circulation of multiple patterns of unique recombinant forms B/CRF02_AG in France: precursor signs of the emergence of an upcoming CRF B/02,"Leoz,M., Chaix,M.L., Delaugerre,C., Rivoisy,C., Meyer,L., Rouzioux,C., Simon,F. and Plantier,J.C.",2011
JN882654,02B,2009,21522007,Circulation of multiple patterns of unique recombinant forms B/CRF02_AG in France: precursor signs of the emergence of an upcoming CRF B/02,"Leoz,M., Chaix,M.L., Delaugerre,C., Rivoisy,C., Meyer,L., Rouzioux,C., Simon,F. and Plantier,J.C.",2011
JN882655,56_cpx,2010,21522007,Circulation of multiple patterns of unique recombinant forms B/CRF02_AG in France: precursor signs of the emergence of an upcoming CRF B/02,"Leoz,M., Chaix,M.L., Delaugerre,C., Rivoisy,C., Meyer,L., Rouzioux,C., Simon,F. and Plantier,J.C.",2011
JN944897,B,2006,22190722,Generation of Transmitted/Founder HIV-1 Infectious Molecular Clones and Characterization of Their Replication Capacity in CD4 T Lymphocytes and Monocyte-Derived Macrophages,"Ochsenbauer,C., Edmonds,T.G., Ding,H., Keele,B.F., Decker,J., Salazar,M.G., Salazar-Gonzalez,J.F., Shattock,R., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Kappes,J.C.",2012
JN944911,B,2001,22190722,Generation of Transmitted/Founder HIV-1 Infectious Molecular Clones and Characterization of Their Replication Capacity in CD4 T Lymphocytes and Monocyte-Derived Macrophages,"Ochsenbauer,C., Edmonds,T.G., Ding,H., Keele,B.F., Decker,J., Salazar,M.G., Salazar-Gonzalez,J.F., Shattock,R., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Kappes,J.C.",2012
JN944917,B,2000,22190722,Generation of Transmitted/Founder HIV-1 Infectious Molecular Clones and Characterization of Their Replication Capacity in CD4 T Lymphocytes and Monocyte-Derived Macrophages,"Ochsenbauer,C., Edmonds,T.G., Ding,H., Keele,B.F., Decker,J., Salazar,M.G., Salazar-Gonzalez,J.F., Shattock,R., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Kappes,J.C.",2012
JN944930,B,2000,22190722,Generation of Transmitted/Founder HIV-1 Infectious Molecular Clones and Characterization of Their Replication Capacity in CD4 T Lymphocytes and Monocyte-Derived Macrophages,"Ochsenbauer,C., Edmonds,T.G., Ding,H., Keele,B.F., Decker,J., Salazar,M.G., Salazar-Gonzalez,J.F., Shattock,R., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Kappes,J.C.",2012
JQ219842,C,2004,22238317,The impact of HLA-B*81-associated mutations in HIV-1 Gag on viral replication capacity,"Wright,J.K., Naidoo,V.L., Brumme,Z.L., Prince,J.L., Claiborne,D.T., Goulder,P.J., Brockman,M.A., Hunter,E. and Ndung'u,T.",2012
JQ234979,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234980,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234981,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234982,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234983,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234984,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234985,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234986,07_BC,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234987,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234988,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234989,07_BC,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234990,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234991,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234992,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234993,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234994,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234995,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234996,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234997,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234998,07_BC,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ234999,07_BC,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235000,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235001,07_BC,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235002,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235003,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235004,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235005,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235006,B,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ235007,01_AE,2010,22236149,"Multiple Introductions of HIV into Men Who Have Sex with Men Were Found in Zhengzhou City, China","Li,L., Sun,G., Li,T., Liu,Y., Chen,L., Liu,H., Cui,W., Li,H., Zhuang,D., Wang,Z. and Li,J.",2012
JQ292891,A6,2007,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292892,A6,2002,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292893,A6,2008,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292894,A6,2008,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292895,A6,2005,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292896,A6,2006,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292897,A6,2006,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292898,A6,2006,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292899,A6,2006,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ292900,A6,2006,22251084,The Analysis of Near Full-Length Genome Sequences of HIV Type 1 Subtype A Viruses from Russia Supports the Monophyly of Major Intrasubtype Clusters,"Fernandez-Garcia,A., Revilla,A., Vazquez-de Parga,E., Vinogradova,A., Rakhmanova,A., Karamov,E., Carrera,C., Delgado,E., Perez-Alvarez,L., Najera,R., Osmanov,S. and Thomson,M.M.",2012
JQ316126,B,2004,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316127,B,2003,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316128,B,2003,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316129,B,1999,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316130,B,2004,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316131,B,2003,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316132,B,2003,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316133,B,2004,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316134,B,2005,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ316136,02_AG,2007,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ341411,B,2007,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ403030,B,2008,22412369,Whole genome deep sequencing of HIV-1 reveals the impact of early minor variants upon immune recognition during acute infection,"Henn,M.R., Boutwell,C.L., Charlebois,P., Lennon,N.J., Power,K.A., Macalalad,A.R., Berlin,A.M., Malboeuf,C.M., Ryan,E.M., Gnerre,S., Zody,M.C., Erlich,R.L., Green,L.M., Berical,A., Wang,Y., Casali,M., Streeck,H., Bloom,A.K., Dudek,T., Tully,D., Newman,R., Axten,K.L., Gladden,A.D., Battis,L., Kemper,M., Zeng,Q., Shea,T.P., Gujja,S., Zedlack,C., Gasser,O., Brander,C., Hess,C., Gunthard,H.F., Brumme,Z.L., Brumme,C.J., Bazner,S., Rychert,J., Tinsley,J.P., Mayer,K.H., Rosenberg,E., Pereyra,F., Levin,J.Z., Young,S.K., Jessen,H., Altfeld,M., Birren,B.W., Walker,B.D. and Allen,T.M.",2012
JQ403035,B,2008,22412369,Whole genome deep sequencing of HIV-1 reveals the impact of early minor variants upon immune recognition during acute infection,"Henn,M.R., Boutwell,C.L., Charlebois,P., Lennon,N.J., Power,K.A., Macalalad,A.R., Berlin,A.M., Malboeuf,C.M., Ryan,E.M., Gnerre,S., Zody,M.C., Erlich,R.L., Green,L.M., Berical,A., Wang,Y., Casali,M., Streeck,H., Bloom,A.K., Dudek,T., Tully,D., Newman,R., Axten,K.L., Gladden,A.D., Battis,L., Kemper,M., Zeng,Q., Shea,T.P., Gujja,S., Zedlack,C., Gasser,O., Brander,C., Hess,C., Gunthard,H.F., Brumme,Z.L., Brumme,C.J., Bazner,S., Rychert,J., Tinsley,J.P., Mayer,K.H., Rosenberg,E., Pereyra,F., Levin,J.Z., Young,S.K., Jessen,H., Altfeld,M., Birren,B.W., Walker,B.D. and Allen,T.M.",2012
JQ403062,B,2008,22412369,Whole genome deep sequencing of HIV-1 reveals the impact of early minor variants upon immune recognition during acute infection,"Henn,M.R., Boutwell,C.L., Charlebois,P., Lennon,N.J., Power,K.A., Macalalad,A.R., Berlin,A.M., Malboeuf,C.M., Ryan,E.M., Gnerre,S., Zody,M.C., Erlich,R.L., Green,L.M., Berical,A., Wang,Y., Casali,M., Streeck,H., Bloom,A.K., Dudek,T., Tully,D., Newman,R., Axten,K.L., Gladden,A.D., Battis,L., Kemper,M., Zeng,Q., Shea,T.P., Gujja,S., Zedlack,C., Gasser,O., Brander,C., Hess,C., Gunthard,H.F., Brumme,Z.L., Brumme,C.J., Bazner,S., Rychert,J., Tinsley,J.P., Mayer,K.H., Rosenberg,E., Pereyra,F., Levin,J.Z., Young,S.K., Jessen,H., Altfeld,M., Birren,B.W., Walker,B.D. and Allen,T.M.",2012
JQ423923,07_BC,2007,22984494,Identification of Drug Resistant Mutations in HIV-1 CRF07_BC Variants Selected by Nevirapine In Vitro,"Wu,H., Zhang,H.J., Zhang,X.M., Xu,H.F., Wang,M., Huang,J.D. and Zheng,B.J.",2012
JQ429433,B,2002,23199052,Phylogenetic Analysis of Near Full-Length HIV Type 1 Genomic Sequences from 21 Korean Individuals,"Cho,Y.K., Kim,J.E. and Foley,B.T.",2013
JQ647932,B,2009,22510580,HIV-1 mRNA electroporation of PBMC: A simple and efficient method to monitor T-cell responses against autologous HIV-1 in HIV-1-infected patients,"Etschel,J.K., Huckelhoven,A.G., Hofmann,C., Zitzelsberger,K., Maurer,K., Bergmann,S., Mueller-Schmucker,S.M., Wittmann,J., Spriewald,B.M., Dorrie,J., Schaft,N. and Harrer,T.",2012
JQ647933,B,2009,22510580,HIV-1 mRNA electroporation of PBMC: A simple and efficient method to monitor T-cell responses against autologous HIV-1 in HIV-1-infected patients,"Etschel,J.K., Huckelhoven,A.G., Hofmann,C., Zitzelsberger,K., Maurer,K., Bergmann,S., Mueller-Schmucker,S.M., Wittmann,J., Spriewald,B.M., Dorrie,J., Schaft,N. and Harrer,T.",2012
JQ647934,B,2009,22510580,HIV-1 mRNA electroporation of PBMC: A simple and efficient method to monitor T-cell responses against autologous HIV-1 in HIV-1-infected patients,"Etschel,J.K., Huckelhoven,A.G., Hofmann,C., Zitzelsberger,K., Maurer,K., Bergmann,S., Mueller-Schmucker,S.M., Wittmann,J., Spriewald,B.M., Dorrie,J., Schaft,N. and Harrer,T.",2012
JQ716362,B,2010,22510580,HIV-1 mRNA electroporation of PBMC: A simple and efficient method to monitor T-cell responses against autologous HIV-1 in HIV-1-infected patients,"Etschel,J.K., Huckelhoven,A.G., Hofmann,C., Zitzelsberger,K., Maurer,K., Bergmann,S., Mueller-Schmucker,S.M., Wittmann,J., Spriewald,B.M., Dorrie,J., Schaft,N. and Harrer,T.",2012
JQ779098,C,2009,22693444,Transmitted/Founder and Chronic Subtype C HIV-1 Use CD4 and CCR5 Receptors with Equal Efficiency and Are Not Inhibited by Blocking the Integrin alpha4beta7,"Parrish,N.F., Wilen,C.B., Banks,L.B., Iyer,S.S., Pfaff,J.M., Salazar-Gonzalez,J.F., Salazar,M.G., Decker,J.M., Parrish,E.H., Berg,A., Hopper,J., Hora,B., Kumar,A., Mahlokozera,T., Yuan,S., Coleman,C., Vermeulen,M., Ding,H., Ochsenbauer,C., Tilton,J.C., Permar,S.R., Kappes,J.C., Betts,M.R., Busch,M.P., Gao,F., Montefiori,D., Haynes,B.F., Shaw,G.M., Hahn,B.H. and Doms,R.W.",2012
