PubID,PubIDCorrection,PMID,PubYr,NumPts,NumIsolates,Title,Authors,RxStatus,
HSJF3hQ2yR6IFpbp7585Kfjw,PM19619035,19619035,2009,66,66,Near Full-Length Genetic Analysis of HIV Sequences Derived from Cyprus: Evidence of a Highly Polyphy,"Kousiappa,I., Van de Vijver,D.A.M.C. and Kosrtikis",Rx,
PM19622045,,19622045,,,62,"HIV subtype D is associated with dementia, compared with subtype A, in immunosuppressed individuals ","Sacktor,N., Nakasujja,N., Skolasky,R.L., Rezapour,",,
PM19626114,,19626114,,,12,Increased mortality and AIDS-like immunopathology in wild chimpanzees infected with SIVcpz,"Keele,B.F., Jones,J.H., Terio,K.A., Estes,J.D., Ru",,
PM19644346,,19644346,,,721,Spatial phylodynamics of HIV-1 epidemic emergence in east Africa,"Gray,R.R., Tatem,A.J., Lamers,S., Hou,W., Laeyende",,
PM19648927,,19648927,,,1,A new human immunodeficiency virus derived from gorillas,"Plantier,J.C., Leoz,M., Dickerson,J.E., De Oliveir",,
PM19678767,,19678767,,,8,Genetic characterization of eight full-length HIV type 1 genomes from the Democratic Republic of Con,"Vidal,N., Bazepeo,S.E., Mulanga,C., Delaporte,E. a",,
PM19688091,,19688091,,,1,Isolation and characterization of a replication-competent molecular clone of an HIV-1 circulating re,"Tee,K.K., Kusagawa,S., Li,X.J., Onogi,N., Isogai,M",,
PM19695656,,19695656,,,34,Functional and genetic analysis of coreceptor usage by dualtropic HIV-1 subtype C isolates,"Singh,A., Page,T., Moore,P.L., Allgaier,R.L., Hira",,
PM19706711,,19706711,,,66,Preinfection human immunodeficiency virus (HIV)-specific cytotoxic T lymphocytes failed to prevent H,"Liu,Y., Woodward,A., Zhu,H., Andrus,T., McNevin,J.",,
PM1971917,,1971917,,,5,Sequence analysis and acute pathogenicity of molecularly cloned SIVSMM-PBj14,"Dewhurst,S., Embretson,J.E., Anderson,D.C., Mullin",,
PM19751145,,19751145,,,76,Genetic diversity of HIV type 1 along the coastal strip of Kenya,"Khamadi,S.A., Lihana,R.W., Osman,S., Mwangi,J., Mu",,
PM19751146,,19751146,,,1,Use of massive parallel pyrosequencing for near full-length characterization of a unique HIV Type 1 ,"Bruselles,A., Rozera,G., Bartolini,B., Prosperi,M.",,
PM19763269,,19763269,,,136,Escape from autologous neutralizing antibodies in acute/early subtype C HIV-1 infection requires mul,"Rong,R., Li,B., Lynch,R.M., Haaland,R.E., Murphy,M",,
PM19763271,,19763271,,,1,Limited neutralizing antibody specificities drive neutralization escape in early HIV-1 subtype C inf,"Moore,P.L., Ranchobe,N., Lambson,B.E., Gray,E.S., ",,
PM19774680,,19774680,,,2,Molecular characterization of the env gene of two CCR5/CXCR4-independent human immunodeficiency 2 pr,"Santos-Costa,Q., Parreira,R., Moniz-Pereira,J. and",,
PM19792869,,19792869,,,14,High level of multidrug resistance mutations in HIV type 1 pol gene and resistance-associated mutati,"Cardoso,L.P. and Stefani,M.M.",,
PM19795987,,19795987,,,2,Complex mosaic composition of near full-length genomes of two NED (NIH-ENVA-DOD) subtype panel HIV t,"Huang,D.D., Foley,B.T., Tolzmann,C.A., Ouma,A. and",,
PM19841572,,19841572,,,156,HIV-1 subtypes and differences in heterosexual HIV transmission among HIV-discordant couples in Raka,"Kiwanuka,N., Laeyendecker,O., Quinn,T.C., Wawer,M.",,
PM19886837,,19886837,,,22,HIV type 1 subtype A envelope genetic evolution in a slow progressing individual with consistent bro,"Dieltjens,T., Loots,N., Vereecken,K., Grupping,K.,",,
PM19895210,,19895210,,,7,Viral genetic determinants of nonprogressive HIV type 1 subtype C infection in antiretroviral drug-n,"Tzitzivacos,D.B., Tiemessen,C.T., Stevens,W.S. and",,
PM19906908,,19906908,,,17,Molecular epidemiology of simian immunodeficiency virus infection in wild-living gorillas,"Neel,C., Etienne,L., Li,Y., Takehisa,J., Rudicell,",,
PM19913270,,19913270,,,20,Adaptive changes in HIV-1 subtype C proteins during early infection are driven by changes in HLA-ass,"Treurnicht,F.K., Seoighe,C., Martin,D.P., Wood,N.,",,
PM19913863,,19913863,,,4,Enhanced CD4+ cellular apoptosis by CCR5-restricted HIV-1 envelope glycoprotein variants from patien,"Wade,J., Sterjovski,J., Gray,L., Roche,M., Chiavar",,
PM19935211,,19935211,,,1,The Challenge of HIV-1 Genetic Diversity: Discordant CD4+ T-Cell Count and Viral Load in an Untreate,"Bolivar,H., Geffin,R., Manzi,G., Fischl,M.A., Holz",,
PM19943791,,19943791,,,2,Near full-length genome characterization of a newly identified HIV type 1 subtype F variant circulat,"Fernandez-Garcia,A., Cuevas,M.T., Vinogradova,A., ",,
PM19954300,,19954300,,,4,Near full-length genome characterization of HIV type 1 unique BC recombinant forms from Southern Bra,"Passaes,C.P., Guimaraes,M.L., Bello,G. and Morgado",,
PM19954302,,19954302,,,74,HIV type 1 subtype diversity and drug resistance among HIV type 1-infected Kenyan patients initiatin,"Lihana,R.W., Khamadi,S.A., Lubano,K., Lwembe,R., K",,
PM19954302,,19954302,,,1,HIV type 1 subtype diversity and drug resistance among HIV type 1-infected Kenyan patients initiatin,"Lihana,R.W., Khamadi,S.A., Lubano,K., Lwembe,R., K",,
PM2000145,,2000145,,,17,Sequence analysis of original HIV-1,"Guo,H.G., Chermann,J.C., Waters,D., Hall,L., Louie",,
PM20001521,,20001521,,,4,"CRF45_AKU, a circulating recombinant from Central Africa, is probably the common ancestor of HIV typ","Niama,F.R., Vidal,N., Bazepeo,S.E., Mpoudi,E., Tou",,
PM20015984,,20015984,,,633,Compartmentalization and clonal amplification of HIV-1 variants in the cerebrospinal fluid during pr,"Schnell,G., Price,R.W., Swanstrom,R. and Spudich,S",,
PM2002539,,2002539,,,2,Host range mutant of human immunodeficiency virus type 1: modification of cell tropism by a single p,"Takeuchi,Y., Akutsu,M., Murayama,K., Shimizu,N. an",,
PM20032207,,20032207,,,1,Human immunodeficiency virus type 1 evasion of a neutralizing anti-V3 antibody involves acquisition ,"Hatada,M., Yoshimura,K., Harada,S., Kawanami,Y., S",,
PM2005437,,2005437,,,1,Sequence analysis of the env genes of ten HIV-2 isolates and potential identification of domains sus,"Breuer,J., Douglas,N.W. and Daniels,R.S.",,
PM2005437,,2005437,,,1,Nucleotide sequence of a Guinea-Bissau-derived human immunodeficiency virus type 2 proviral clone (H,"Tristem,M., Hill,F. and Karpas,A.",,
PM20059396,,20059396,,,4,Four new HIV-1 group N isolates from Cameroon: Prevalence continues to be low,"Vallari,A., Bodelle,P., Ngansop,C., Makamche,F., N",,
PM20063993,,20063993,,,3,Full genome analysis of an emerging cluster of human immunodeficiency virus type 1 subtype B infecti,"Tsui,S.K., Fong,N.Y., Li,S.K., Leung,K.K., Chan,D.",,
PM20071586,,20071586,,,100,Rapid escape from preserved cross-reactive neutralizing humoral immunity without loss of viral fitne,"van Gils,M.J., Bunnik,E.M., Burger,J.A., Jacob,Y.,",,
PM20090544,,20090544,2010,34,34,Genotypic and phenotypic characterization of HIV-1 CRF01_AE env molecular clones from infections in ,"Nie,J., Zhang,C., Liu,W., Wu,X., Li,F., Wang,S., L",ProbablyNaive,
PM2014229,,2014229,,,1,Identification of a determinant within the human immunodeficiency virus 1 surface envelope glycoprot,"Westervelt,P., Gendelman,H.E. and Ratner,L.",,
PM20156095,,20156095,2010,21,28,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Ke","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangom",Naive,
PM20156104,,20156104,2010,25,25,Genotypic characterization of HIV type 1 env gp160 sequences from three regions in Thailand,"de Silva,U.C., Warachit,J., Sattagowit,N., Jirapon",ProbablyNaive,
PM2019773,,2019773,,,9,Simian immunodeficiency virus infection of macaques: end-stage disease is characterized by widesprea,"Hirsch,V.M., Zack,P.M., Vogel,A.P. and Johnson,P.R",,
PM20219893,,20219893,,,1,Genetic diversity of simian lentivirus in wild De Brazzas monkeys (Cercopithecus neglectus) in Equat,"Aghokeng,A.F., Ayouba,A., Ahuka,S., Liegoies,F., M",,
PM20231689,,20231689,2010,555,1012,Adaptive interactions between HLA and HIV-1: highly divergent selection imposed by HLA class I molec,"John,M., Heckerman,D., James,I., Park,L.P., Carlso",Naive,
PM2024463,,2024463,,,1,"Simian immunodeficiency virus (SIVmac) exhibits complex splicing for tat, rev, and env mRNA","Unger,R.E., Stout,M.W. and Luciw,P.A.",,
PM2024476,,2024476,,,2,A highly divergent proviral DNA clone of SIV from a distinct species of African green monkey,"Fomsgaard,A., Hirsch,V.M., Allan,J.S. and Johnson,",,
PM20352106,,20352106,,,123,4E10-resistant HIV-1 isolated from four subjects with rare membrane-proximal external region polymor,"Nakamura,K.J., Gach,J.S., Jones,L., Semrau,K., Wal",,
PM20357097,,20357097,,,264,Autologous neutralizing antibodies to the transmitted/founder viruses emerge late after simian immun,"Yeh,W.W., Rahman,I., Hraber,P., Coffey,R.T., Nevid",,
PM20373959,,20373959,,,155,Characterization of emergent HIV resistance in treatment-naive subjects enrolled in a vicriviroc pha,"McNicholas,P., Wei,Y., Whitcomb,J., Greaves,W., Bl",Naive,
PM20375173,,20375173,,,393,Wide variation in the multiplicity of HIV-1 infection among injection drug users,"Bar,K.J., Li,H., Chamberland,A., Tremblay,C., Rout",Naive,
PM20386110,,20386110,,,3,Identification of a novel second-generation circulating recombinant form (CRF48_01B) in Malaysia: a ,"Li,Y., Tee,K.K., Liao,H., Hase,S., Uenishi,R., Li,",,
PM20386379,,20386379,,,1,First evidence of a HIV-1 M/O recombinant form circulating outside Cameroon,"Vessiere,A., Leoz,M., Brodard,V., Strady,C., Lemee",,
PM20398371,,20398371,,,6,Characterization and frequency of a newly identified HIV-1 BF1 intersubtype circulating recombinant ,"Sanabani,S.S., Pastena,E.R., Neto,W.K., Martinez,V",,
PM20422033,,20422033,,,299,Restriction of HIV-1 genotypes in breast milk does not account for the population transmission genet,"Heath,L., Conway,S., Jones,L., Semrau,K., Nakamura",Unknown,
PM20423223,,20423223,2010,,577,A substantial transmission bottleneck among newly and recently HIV-1-infected injection drug users i,"Masharsky,A.E., Dukhovlinova,E.N., Verevochkin,S.V",Naive,
PM20426823,,20426823,,,23,"HIV-1 recombinants with multiple parental strains in low-prevalence, remote regions of Cameroon: evo","Carr,J.K., Wolfe,N.D., Torimiro,J.N., Tamoufe,U., ",Naive,
PM20438383,,20438383,,,11,Distinct circulating recombinant HIV-1 strains among injecting drug users and sex workers in Afghani,"Sanders-Buell,E., Bose,M., Nasir,A., Todd,C.S., St",Naive,
PM20463069,,20463069,,,94,A limited number of simian immunodeficiency virus (SIV) env variants are transmitted to rhesus macaq,"Stone,M., Keele,B.F., Ma,Z.M., Bailes,E., Dutra,J.",,
PM20463072,,20463072,,,23,HIV-2 genetic evolution in patients with advanced disease is faster than that in matched HIV-1 patie,"Skar,H., Borrego,P., Wallstrom,T.C., Mild,M., Marc",,
PM20463808,,20463808,,,84,"HIV-1 transmitting couples have similar viral load set-points in Rakai, Uganda","Hollingsworth,T.D., Laeyendecker,O., Shirreff,G., ",,
PM20484560,,20484560,,,5,Novel subtype C human immunodeficiency virus type 1 envelopes cloned directly from plasma: corecepto,"Koh,W.W., Forsman,A., Hue,S., van der Velden,G.J.,",,
PM20485520,,20485520,2010,28,1430,High Multiplicity Infection by HIV-1 in Men Who Have Sex with Men,"Li,H., Bar,K.J., Wang,S., Decker,J.M., Chen,Y., Su",Naive,
PM20494390,,20494390,,,4,Subtype-specific conservation of isoleucine 309 in the envelope V3 domain is linked to immune evasio,"Lynch,R.M., Rong,R., Li,B., Shen,T., Honnen,W., Mu",,
PM20502347,,20502347,,,3,HIV-2 CRF01_AB: first circulating recombinant form of HIV-2,"Ibe,S., Yokomaku,Y., Shiino,T., Tanaka,R., Hattori",,
PM20510746,,20510746,,,34,HIV-2 capsids distinguish high and low virus load patients in a West African community cohort,"Onyango,C.O., Leligdowicz,A., Yokoyama,M., Sato,H.",,
PM20518650,,20518650,,,1,Near full-length sequence of HIV type 1 subtype J strain 04CMU11421 from Cameroon,"Yamaguchi,J., Vallari,A., Ngansop,C., Makamche,F.,",,
PM20519388,,20519388,,,5,"Recovery of replication-competent residual HIV-1 from plasma of a patient receiving prolonged, suppr","Sahu,G.K., Sarria,J.C. and Cloyd,M.W.",,
PM20528150,,20528150,,,1,Near full-length genomic characterization of a novel HIV type 1 subtype B/C recombinant strain from ,"Li,L., Chen,L., Yang,S., Liu,Y., Li,H., Bao,Z., Wa",,
PM20528151,,20528151,,,13,"Genetic characterization of 13 subtype CRF01_AE near full-length genomes in Guangxi, China","Li,L., Liang,S., Chen,L., Liu,W., Li,H., Liu,Y., B",Unknown,
PM20547806,,20547806,,,171,Baseline genotypic and phenotypic susceptibilities of HIV-1 group O to enfuvirtide,"Depatureaux,A., Charpentier,C., Collin,G., Leoz,M.",,
PM20573813,,20573813,,,2,Distinct molecular pathways to X4 tropism for a V3-truncated human immunodeficiency virus type 1 lea,"Del Prete,G.Q., Leslie,G.J., Haggarty,B., Jordan,A",,
PM20573872,,20573872,,,1,Improving HIV-2 detection by a combination of serological and nucleic acid amplification test assays,"Ciccaglione,A.R., Miceli,M., Pisani,G., Bruni,R., ",,
PM20616233,,20616233,,,5,Rational design of envelope identifies broadly neutralizing human monoclonal antibodies to HIV-1,"Wu,X., Yang,Z.Y., Li,Y., Hogerkorp,C.M., Schief,W.",,
PM20618101,,20618101,,,1,Identification of a new HIV type 1 BF intersubtype circulating recombinant form (CRF44_BF) in Chile,"Delgado,E., Rios,M., Fernandez,J., Perez-Alvarez,L",,
PM20618102,,20618102,,,2,Identification of a new HIV type 1 circulating BF intersubtype recombinant form (CRF47_BF) in Spain,"Fernandez-Garcia,A., Perez-Alvarez,L., Cuevas,M.T.",,
PM20621204,,20621204,,,23,Analysis of HIV-1 BF pr/rt recombinant strains from Rio de Janeiro/Brazil reveals multiple unrelated,"Guimaraes,M.L., Couto-Fernandez,J.C., Eyer-Silva W",,
PM20624070,,20624070,,,2,Identification of unusual and novel HIV type 1 spliced transcripts generated in vivo,"Carrera,C., Pinilla,M., Perez-Alvarez,L. and Thoms",,
PM20638697,,20638697,,,220,Genetic composition of replication competent clonal HIV-1 variants isolated from peripheral blood mo,"Edo-Matas,D., van Gils,M.J., Bowles,E.J., Navis,M.",,
PM20652030,,20652030,,,11,Protection of macaques with diverse MHC genotypes against a heterologous SIV by vaccination with a d,"Sugimoto,C., Watanabe,S., Naruse,T., Kajiwara,E., ",,
PM20672998,,20672998,,,1,Characterization of SIV in the oral cavity and in vitro inhibition of SIV by rhesus macaque saliva,"Thomas,J.S., Lacour,N., Kozlowski,P.A., Nelson,S.,",,
PM20686016,,20686016,,,552,Low-dose mucosal simian immunodeficiency virus infection restricts early replication kinetics and tr,"Liu,J., Keele,B.F., Li,H., Keating,S., Norris,P.J.",,
PM20697919,,20697919,,,4,"Construction and characterization of a full-length infectious clone from a fast-replicating, X4-trop","Wu,S.L., Yan,Y.S., Yan,P.P., Huang,H.L. and Wang,H",,
PM20702624,,20702624,,,2,Mutation at a Single Position in the V2 Domain of the HIV-1 Envelope Protein Confers Neutralization ,"ORourke,S.M., Schweighardt,B., Phung,P., Fonseca,D",,
PM20707640,,20707640,,,90,The Detection of in Vivo and in Vitro HIV Type 1 B/F Profiles in Brazil Using a Real-Time PCR Assay ,"Teixeira,D., Munerato,P., Komninakis,S.C., Fusuma,",,
HS3MbZJEy0V8iVXjplidR65A,PM20707647,20707647,,,14,Biological and genetic characterization of HIV-1 subtype B and non subtype-B transmitted viruses: us,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garc",Naive,
PM20707647,,20707647,,,14,Short Communication: Biological and Genetic Characterization of HIV Type 1 Subtype B and Nonsubtype ,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garc",Naive,
PM20797968,,20797968,,,2,Full-length genome sequence of a simian immunodeficiency virus (SIV) infecting a captive agile manga,"Ahuka-Mundeke,S., Liegeois,F., Ayouba,A., Foupouop",,
PM20808902,,20808902,2010,,801,HIV-1 Populations in Semen Arise through Multiple Mechanisms,"Anderson,J.A., Ping,L.H., Dibben,O., Jabara,C.B., ",ProbablyNaive,
PM20812894,,20812894,,,3,Identification and Genetic Characterization of a Novel CRF22_01A1 Recombinant Form of HIV Type 1 in ,"Zhao,J., Tang,S., Ragupathy,V., Carr,J.K., Wolfe,N",,
PM20824092,,20824092,,,281,Generation of neutralizing antibodies and divergence of SIVmac239 in cynomolgus macaques following s,"Ozkaya Sahin,G., Bowles,E.J., Parker,J., Uchtenhag",,
PM20836705,,20836705,,,20,Diversity of Envelope Genes from an Uncloned Stock of SIVmac251,"Bixby,J.G., Laur,O., Johnson,W.E. and Desrosiers,R",,
PM20854199,,20854199,,,1,Genetic analysis of a UNAIDS HIV type 1 from Brazil revealed an unexpected recombination pattern,"Chin,M.P. and Ristic,N.",,
PM20854208,,20854208,,,46,Lower Prevalence of Human Immunodeficiency Virus Type 1 Brazilian Subtype B Found in Northeastern Br,"Araujo,A.F., Brites,C., Monteiro-Cunha,J., Santos,",,
PM20860805,,20860805,,,1,Variations in autologous neutralization and CD4 dependence of b12 resistant HIV-1 clade C env clones,"Ringe,R., Thakar,M. and Bhattacharya,J.",,
PM20874419,,20874419,,,200,Genetic Variation in the HR Region of the env Gene of HIV: A Perspective for Resistance to HIV Fusio,"Qadir,M.I. and Malik,S.A.",,
PM20875470,,20875470,2011,,24,Comparisons of the genetic and neutralization properties of HIV-1 subtype C and CRF07/08_BC env mole,"Wang,S., Nie,J. and Wang,Y.",Naive,
PM20881048,,20881048,,,1,Genetic identity and biological phenotype of a transmitted/founder virus representative of nonpathog,"Gnanadurai,C.W., Pandrea,I., Parrish,N.F., Kraus,M",,
PM20921899,,20921899,,,25,Extreme Genetic Divergence is Required for Coreceptor Switching in HIV-1 Subtype C,"Coetzer,M., Nedellec,R., Cilliers,T., Meyers,T., M",,
PM20925575,,20925575,,,699,"Changes in the Distribution of HIV Type 1 Subtypes D and A in Rakai District, Uganda Between 1994 an","Conroy,S.A., Laeyendecker,O., Redd,A.D., Collinson",,
PM20929350,,20929350,,,7,Genotypic Characterization of HIV Type 1 in Jamaica,"Roye,M.E., Amarakoon,I.I., Hamilton,C.L., Eyzaguir",,
PM20932333,,20932333,2010,38,38,"HIV-1 subtype distribution in the Gambia and the significant presence of CRF49_cpx, a novel circulat","de Silva,T.I., Turner,R., Hue,S., Trikha,R., van T",Naive,
PM20949103,,20949103,2010,,255,Genetic signatures in the envelope glycoproteins of HIV-1 that associate with broadly neutralizing a,"Gnanakaran,S., Daniels,M.G., Bhattacharya,T., Lape",Naive,
PM20950148,,20950148,,,78,Molecular Characterization of HIV Type 1 Among HIV-Infected Respondents in a Cohort Being Prepared f,"Oyaro,M., Mbithi,J., Oyugi,F., Laten,A., Anzala,O.",,
PM20958201,,20958201,,,2,The Indonesian Variants of CRF33_01B: Near-Full Length Sequence Analysis,"Sahbandar,I.N., Takahashi,K., Motomura,K., Djoerba",,
PM20977300,,20977300,,,80,Evaluation of Primary Resistance to HIV Entry Inhibitors Among Brazilian Patients Failing Reverse Tr,"Alencar,C.S., Nishiya,A.S., Ferreira,S., Giret,M.T",,
PM20977352,,20977352,,,2,Identification and Characterization of Two New HIV Type 1 Unique (B/C) Recombinant Forms in China,"Liu,Y., Li,L., Yang,S., Bao,Z., Li,H., Wang,Z., Zh",,
PM20977354,,20977354,,,1,"Near Full-Length Sequence Analysis of a Novel HIV-1 C/CRF01_AE Recombinant Variant from Yunnan, Chin","Li,L., Chen,L., Yang,S., Liu,Y., Li,J., Wang,Z., Y",,
PM21036380,,21036380,2011,37,476,Identification of amino acid substitutions associated with neutralization phenotype in the human imm,"Kirchherr,J.L., Hamilton,J., Lu,X., Gnanakaran,S.,",Naive,
PM21078948,,21078948,,,62,In Vivo Resistance Patterns to the HIV Attachment Inhibitor BMS-488043,"Zhou,N., Nowicka-Sans,B., Zhang,S., Fan,L., Fang,J",,
PM21083434,,21083434,,,1,Near Full-Length Genomic Characterization of a Novel HIV Type 1 CRF07_ BC/CRF08_ BC Recombinant Stra,"Chen,L., Yang,S., Li,J., Li,J., Liu,Y., Wang,Z., Y",,
PM21084486,,21084486,,,4,Confirmation of Putative HIV-1 Group P in Cameroon,"Vallari,A., Holzmayer,V., Harris,B., Yamaguchi,J.,",,
PM21087143,,21087143,,,1,Genetic Analysis of the Near Full-Length Genome of an HIV Type 1 A1/C Unique Recombinant Form from N,"Iweriebor,B.C., Bessong,P.O., Mavhandu,L.G., Maseb",,
PM21091377,,21091377,,,1,Transmitted HIV type 1 drug resistance among individuals with recent HIV infection in East and South,"Price,M.A., Wallis,C.L., Lakhi,S., Karita,E., Kama",,
PM21106747,,21106747,,,12,Dynamics of in vitro fitness recovery of HIV-1,"Lorenzo-Redondo,R., Borderia,A.V. and Lopez-Galind",,
PM21178138,,21178138,,,52,Short-term monotherapy in HIV-infected patients with a virus entry inhibitor against the gp41 fusion,"Forssmann,W.G., The,Y.H., Stoll,M., Adermann,K., A",,
PM21191008,,21191008,,,756,Origin and evolution of HIV-1 in breast milk determined by single-genome amplification and sequencin,"Salazar-Gonzalez,J.F., Salazar,M.G., Learn,G.H., F",Unknown,
PM21209592,,21209592,,,132,Mapping and Characterization of Vicriviroc Resistance Mutations From Human Immunodeficiency Virus Ty,"McNicholas,P.M., Mann,P.A., Bsc,L.W., Phd,P.Q., Le",,
PM21226626,,21226626,,,21,Construction and Phenotypic Characterization of HIV Type 1 Functional Envelope Clones of Subtypes G ,"Revilla,A., Delgado,E., Christian,E.C., Dalrymple,",Unknown,
HSDZfbRQSR5VTwh2TtjdVS7Q,PM21226626,21226626,,,10,"Functional molecular clones of HIV-1 env of subtypes F, B, G and BG recombinants","Revilla,A., Delgado,E., Vega,Y. and Thomson,M.",Unknown,
HSzPx0v2vHlXxBYaOnpAwK0w,PM21226626,21226626,,,8,Functional molecular clones of HIV-1 env of subtypes G and BG recombinants,"Revilla,A., Delgado,E., Vega,Y. and Thomson,M.M.",Unknown,
PM21232091,,21232091,,,2,Characterization of a new simian immunodeficiency virus strain in a naturally infected Pan troglodyt,"Etienne,L., Nerrienet,E., Lebreton,M., Bibila,G.T.",,
PM21235306,,21235306,,,206,Molecular epidemiology of HIV type 1 in Singapore and identification of novel CRF01_AE/B recombinant,"Ng,O.T., Munshaw,S., Lamers,S.L., Chew,K.K., Lin,L",,
PM21239033,,21239033,,,56,Multiple HIV-1 infections with evidence of recombination in heterosexual partnerships in a low risk ,"Ssemwanga,D., Lyagoba,F., Ndembi,N., Mayanja,B.N.,",Naive,
PM21291604,,21291604,,,4,"Novel HIV-1 Recombinant Forms in Antenatal Cohort, Montreal, Quebec, Canada","Quesnel-Vallieres,M., Kouzayha,I., Tran,E., Barry,",,
PM21325278,,21325278,2011,90,56,Genetic and Neutralization Sensitivity of Diverse HIV-1 env Clones from Chronically Infected Patient,"Shang,H., Han,X., Shi,X., Zuo,T., Goldin,M., Chen,",Naive,
PM21356539,,21356539,,,26,Resistance of a human immunodeficiency virus type 1 isolate to a small molecule CCR5 inhibitor can i,"Anastassopoulou,C.G., Ketas,T.J., Depetris,R.S., T",,
PM21358627,,21358627,,,461,Direct Submission - CHECK GB NUMBERS,"Rolland,M., Tovanabutra,S., deCamp,A.C., Frahm,N.,",Naive,
PM21367910,,21367910,2011,2,63,Clonal Sequences Recovered from Plasma from Patients with Residual HIV-1 Viremia and on Intensified ,"Anderson,J.A., Archin,N.M., Ince,W., Parker,D., Wi",Rx,
PM21372727,,21372727,,,3,Combined antiretroviral therapy and immune pressure lead to in vivo HIV-1 recombination with ancestr,"Buzon,M.J., Wrin,T., Codoner,F.M., Dalmau,J., Phun",,
PM21453134,,21453134,2011,74,74,Molecular Characterization of HIV Type 1 Strains from Newly Diagnosed Patients in Cyprus (2007-2009),"Kousiappa,I., Achilleos,C., Hezka,J., Lazarou,Y., ",Naive,
PM21453135,,21453135,,,10,Genetic Conservation in gp36 Transmembrane Sequences of Indian HIV Type 2 Isolates,"Jadhav,S., Tripathy,S., Kulkarni,S., Chaturbhuj,D.",,
PM21453183,,21453183,,,1,Full-Length Genome Sequence of a Simian Immunodeficiency Virus from a Wild-Captured Sun-Tailed Monke,"Liegeois,F., Butel,C., Mouinga-Ondeme,A., Verrier,",,
PM21471230,,21471230,,,132,Intercompartmental Recombination of HIV-1 Contributes to env Intrahost Diversity and Modulates Viral,"Brown,R.J., Peters,P.J., Caron,C., Gonzalez-Perez,",,
PM21513545,,21513545,,,31,"Identification of New, Emerging HIV-1 Unique Recombinant Forms and Drug Resistant Viruses Circulatin","Ragupathy,V., Zhao,J., Wood,O., Tang,S., Lee,S., N",,
PM21522007,,21522007,,,5,Circulation of multiple patterns of unique recombinant forms B/CRF02_AG in France: precursor signs o,"Leoz,M., Chaix,M.L., Delaugerre,C., Rivoisy,C., Me",,
PM21524671,,21524671,,,21,HIV-1 clade C envelopes obtained from late stage symptomatic Indian patients varied in their ability,"Gharu,L., Ringe,R. and Bhattacharya,J.",,
PM21526184,,21526184,,,142,Change of positive selection pressure on HIV-1 envelope gene inferred by early and recent samples,"Yoshida,I., Sugiura,W., Shibata,J., Ren,F., Yang,Z",Naive,
PM21531432,,21531432,,,210,Defining the human immunodeficiency virus type 1 transmission genetic bottleneck in a region with mu,"Nofemela,A., Bandawe,G., Thebus,R., Marais,J., Woo",Naive,
PM21550842,,21550842,,,6,Sustained elite suppression of replication competent HIV-1 in a patient treated with rituximab based,"Gaillard,S., Dinoso,J.B., Marsh,J.A., Dezern,A.E.,",,
PM21561918,,21561918,2011,37,98,"Activity of Broadly Neutralizing Antibodies, Including PG9, PG16, and VRC01, against Recently Transm","Euler,Z., Bunnik,E.M., Burger,J.A., Boeser-Nunnink",Naive,
PM21573003,,21573003,,,146,"Cross-Sectional Detection of Acute HIV Infection: Timing of Transmission, Inflammation and Antiretro","Gay,C., Dibben,O., Anderson,J.A., Stacey,A., Mayo,",,
PM2158689,,2158689,,,1,Complete nucleotide sequence of a simian immunodeficiency virus from African green monkeys: a novel ,"Baier,M., Garber,C., Muller,C., Cichutek,K. and Ku",,
PM21593147,,21593147,,,6,Longer V1V2 Region with Increased Number of Potential N-Linked Glycosylation Sites in the HIV-1 Enve,"van Gils,M.J., Bunnik,E.M., Boeser-Nunnink,B.D., B",,
PM21593162,,21593162,,,474,Demographic processes affect HIV-1 evolution in primary infection before the onset of selective proc,"Herbeck,J.T., Rolland,M., Liu,Y., McLaughlin,S., M",Naive,
PM21593171,,21593171,,,1,The Genetic Bottleneck in Vertical Transmission of Subtype C HIV-1 Is Not Driven by Selection of Esp,"Russell,E.S., Kwiek,J.J., Keys,J., Barton,K., Mwap",,
PM2160735,,2160735,,,1,Induction of AIDS in rhesus monkeys by molecularly cloned simian immunodeficiency virus,"Kestler,H., Kodama,T., Ringler,D., Marthas,M., Ped",,
PM21635737,,21635737,,,72,Conformational alterations in the CD4 binding cavity of HIV-1 gp120 influencing gp120-CD4 interactio,"Gray,L., Sterjovski,J., Ramsland,P.A., Churchill,M",,
PM21645646,,21645646,,,5,"High genetic diversity of HIV-1 was found in men who have sex with men in Shijiazhuang, China","Li,L., Lu,X., Li,H., Chen,L., Wang,Z., Liu,Y., Bao",,
PM21697329,,21697329,,,1996,"Identification of HIV Superinfection in Seroconcordant Couples in Rakai, Uganda, by Use of Next-Gene","Redd,A.D., Collinson-Streng,A., Martens,C., Rickle",,
HSvBKHY9indhToKqdI8klAvA,PM21709569,21709569,2011,45,40,"Drug Resistance and Viral Tropism in HIV-1 in Subtype C-Infected Patients in KwaZulu-Natal, South Af","Singh,A., Sunpath,H., Page,T., Padayachi,N., Hiram",Rx,
