Accession,Subtype,SamplingYear,PubMedID,Title,Authors,PubYear
FJ444253,C,2003,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444281,C,2003,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444305,C,2003,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444325,C,2003,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444347,C,2003,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444369,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444392,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444416,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444436,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444457,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444480,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444501,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444523,C,2004,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444543,C,2005,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444566,C,2006,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444589,C,2005,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ444611,C,2005,19193811,Quantitating the multiplicity of infection with human immunodeficiency virus type 1 subtype C reveals a non-poisson distribution of transmitted variants,"Abrahams,M.R., Anderson,J.A., Giorgi,E.E., Seoighe,C., Mlisana,K., Ping,L.H., Athreya,G.S., Treurnicht,F.K., Keele,B.F., Wood,N., Salazar-Gonzalez,J.F., Bhattacharya,T., Chu,H., Hoffman,I., Galvin,S., Mapanje,C., Kazembe,P., Thebus,R., Fiscus,S., Hide,W., Cohen,M.S., Karim,S.A., Haynes,B.F., Shaw,G.M., Hahn,B.H., Korber,B.T., Swanstrom,R. and Williamson,C.",2009
FJ469705,B,,19036810,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",2009
FJ469718,B,2005,19036810,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",2009
FJ469721,B,2007,19036810,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",2009
FJ469744,B,,19036810,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",2009
FJ469752,B,,19036810,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",2009
FJ469764,B,2003,19036810,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",2009
FJ496072,B,2002,19487424,"Genetic identity, biological phenotype, and evolutionary pathways of transmitted/founder viruses in acute and early HIV-1 infection","Salazar-Gonzalez,J.F., Salazar,M.G., Keele,B.F., Learn,G.H., Giorgi,E.E., Li,H., Decker,J.M., Wang,S., Baalwa,J., Kraus,M.H., Parrish,N.F., Shaw,K.S., Guffey,M.B., Bar,K.J., Davis,K.L., Ochsenbauer-Jambor,C., Kappes,J.C., Saag,M.S., Cohen,M.S., Mulenga,J., Derdeyn,C.A., Allen,S., Hunter,E., Markowitz,M., Hraber,P., Perelson,A.S., Bhattacharya,T., Haynes,B.F., Korber,B.T., Hahn,B.H. and Shaw,G.M.",2009
FJ496081,B,2005,19487424,"Genetic identity, biological phenotype, and evolutionary pathways of transmitted/founder viruses in acute and early HIV-1 infection","Salazar-Gonzalez,J.F., Salazar,M.G., Keele,B.F., Learn,G.H., Giorgi,E.E., Li,H., Decker,J.M., Wang,S., Baalwa,J., Kraus,M.H., Parrish,N.F., Shaw,K.S., Guffey,M.B., Bar,K.J., Davis,K.L., Ochsenbauer-Jambor,C., Kappes,J.C., Saag,M.S., Cohen,M.S., Mulenga,J., Derdeyn,C.A., Allen,S., Hunter,E., Markowitz,M., Hraber,P., Perelson,A.S., Bhattacharya,T., Haynes,B.F., Korber,B.T., Hahn,B.H. and Shaw,G.M.",2009
FJ515874,B,2007,21916806,Characterization of Circulating HIV Type 1 env Genes in Plasma of Two Antiretroviral-Naive Slow Progressing Patients with Broad Neutralizing Antibody Response with Evidence of Recombination,"Mukhopadhyay,S., Ringe,R., Patil,A., Paranjape,R. and Bhattacharya,J.",2012
FJ623475,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623476,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623477,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623478,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623479,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623480,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623481,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623482,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623483,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623484,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623485,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623486,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623487,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623488,A1,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623489,A1C,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623490,A1D,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623491,A1D,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623492,A1A2D,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623493,A1A2CD,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623494,A1A2CD,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ623495,DG,2006,20156095,"Evaluation of HIV type 1 strains in men having sex with men and in female sex workers in Mombasa, Kenya","Tovanabutra,S., Sanders,E.J., Graham,S.M., Mwangome,M., Peshu,N., McClelland,R.S., Muhaari,A., Crossler,J., Price,M.A., Gilmour,J., Michael,N.L. and McCutchan,F.M.",2010
FJ647145,B,1985,,"Molecular characterization of non-subtype C and recombinant HIV-1 viruses from Cape Town, South Africa","Wilkinson,E. and Engelbrecht,S.",
FJ647147,A1C,2000,,"Molecular characterization of non-subtype C and recombinant HIV-1 viruses from Cape Town, South Africa","Wilkinson,E. and Engelbrecht,S.",
FJ647148,A1,2001,,"Molecular characterization of non-subtype C and recombinant HIV-1 viruses from Cape Town, South Africa","Wilkinson,E. and Engelbrecht,S.",
FJ653098,B,2005,19075055,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",2009
FJ653122,B,2005,19075055,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",2009
FJ653146,B,2005,19075055,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",2009
FJ653194,B,2005,19075055,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",2009
FJ653218,B,2005,19075055,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",2009
FJ653242,B,2005,19075055,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",2009
FJ653278,C,2005,19075055,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",2009
FJ653332,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653380,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653404,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653428,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653452,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653476,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653500,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653524,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653548,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653572,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ653596,B,2005,19075068,Virologic failure in therapy-naive subjects on aplaviroc plus lopinavir-ritonavir: detection of aplaviroc resistance requires clonal analysis of envelope,"Kitrinos,K.M., Amrine-Madsen,H., Irlbeck,D.M., Word,J.M. and Demarest,J.F.",2009
FJ670515,02A,2005,20707647,Short Communication: Biological and Genetic Characterization of HIV Type 1 Subtype B and Nonsubtype B Transmitted Viruses: Usefulness for Vaccine Candidate Assessment,"Cuevas,M.T., Fernandez-Garcia,A., Pinilla,M., Garcia-Alvarez,V., Thomson,M., Delgado,E., Gonzalez-Galeano,M., Miralles,C., Serrano-Bengoechea,E., Ojea de Castro,R., Lopez-Alvarez,M.J., Lezaun,M.J., Sanchez-Garcia,A.M., Sanchez-Martinez,M., Munoz-Nieto,M. and Perez-Alvarez,L.",2010
