PubMedID,PubYear,NumPatients,RxStatus,Title,Subtypes,Authors
16131313,2005,3,,Evidence for host-driven selection of the HIV type 1 vpr gene in vivo during HIV disease progression in a transfusion-acquired cohort,B,"Cali,L., Wang,B., Mikhail,M., Gill,M.J., Beckthold,B., Salemi,M., Jans,D.A., Piller,S.C. and Saksena,N.K."
16227247,2005,3,,Selective escape from CD8+ T-cell responses represents a major driving force of human immunodeficiency virus type 1 (HIV-1) sequence diversity and reveals constraints on HIV-1 evolution,B,"Allen,T.M., Altfeld,M., Geer,S.C., Kalife,E.T., Moore,C., O'sullivan,K.M., Desouza,I., Feeney,M.E., Eldridge,R.L., Maier,E.L., Kaufmann,D.E., Lahaie,M.P., Reyor,L., Tanzi,G., Johnston,M.N., Brander,C., Draenert,R., Rockstroh,J.K., Jessen,H., Rosenberg,E.S., Mallal,S.A. and Walker,B.D."
16280709,2005,3,,"Genetic characterization of full-length HIV type 1 genomes from 3 infected paid blood donors in Henan, China",B,"Liu,L., Su,B., Zhuang,K., Tien,P., Chen,Z. and Zhang,L."
17042975,2006,3,,"Genetic characterization of three CRF01_AE full-length HIV type 1 sequences from Fujian Province, China",01_AE,"Huang,H.L., Yan,P.P., Zheng,J., Wu,S.L., Cheng,G., Lin,X., Zheng,W.X., Xie,M.R., Zhang,J.M. and Yan,Y.S."
17604547,2007,3,,"Identification of CRF34_01B, a Second Circulating Recombinant Form Unrelated to and More Complex Than CRF15_01B, among Injecting Drug Users in Northern Thailand",34_01B,"Tovanabutra,S., Kijak,G.H., Beyrer,C., Gammon-Richardson,C., Sakkhachornphop,S., Vongchak,T., Jittiwutikarn,J., Razak,M.H., Sanders-Buell,E., Robb,M.L., Suriyanon,V., Birx,D.L., Michael,N.L., Celentano,D.D. and McCutchan,F.E."
17725423,2007,3,,Genetic characterization of three newly isolated CRF07_BC near full-length genomes in China,07_BC,"Meng,Z., Xing,H., He,X., Ma,L., Xu,W. and Shao,Y."
17982054,2007,3,Unknown,Increased sequence diversity coverage improves detection of HIV-specific T cell responses,AKU; B,"Frahm,N., Kaufmann,D.E., Yusim,K., Muldoon,M., Kesmir,C., Linde,C.H., Fischer,W., Allen,T.M., Li,B., McMahon,B.H., Faircloth,K.L., Hewitt,H.S., Mackey,E.W., Miura,T., Khatri,A., Wolinsky,S., McMichael,A., Funkhouser,R.K., Walker,B.D., Brander,C. and Korber,B.T."
18205216,2008,3,,Genetic characterization of complex inter-recombinant HIV-1 strains circulating in Spain and reliability of distinct rapid subtyping tools,0206A1; 02B; 06_cpx,"Holguin,A., Lospitao,E., Lopez,M., de Arellano,E.R., Pena,M.J., del Romero,J., Martin,C. and Soriano,V."
19303619,2009,3,,Maternal neutralizing antibodies against a CRF01_AE primary isolate are associated with a low rate of intrapartum HIV-1 transmission,01_AE,"Samleerat,T., Thenin,S., Jourdain,G., Ngo-Giang-Huong,N., Moreau,A., Leechanachai,P., Ithisuknanth,J., Pagdi,K., Wannarit,P., Sangsawang,S., Lallemant,M., Barin,F. and Braibant,M."
19706711,2009,3,,Preinfection human immunodeficiency virus (HIV)-specific cytotoxic T lymphocytes failed to prevent HIV type 1 infection from strains genetically unrelated to viruses in long-term exposed partners,B,"Liu,Y., Woodward,A., Zhu,H., Andrus,T., McNevin,J., Lee,J., Mullins,J.I., Corey,L., McElrath,M.J. and Zhu,T."
20386110,2010,3,,Identification of a novel second-generation circulating recombinant form (CRF48_01B) in Malaysia: a descendant of the previously identified CRF33_01B,48_01B,"Li,Y., Tee,K.K., Liao,H., Hase,S., Uenishi,R., Li,X.J., Tsuchiura,T., Yang,R., Govindasamy,S., Yong,Y.K., Tan,H.Y., Pybus,O.G., Kamarulzaman,A. and Takebe,Y."
20484560,2010,3,,Novel subtype C human immunodeficiency virus type 1 envelopes cloned directly from plasma: coreceptor usage and neutralization phenotypes,C,"Koh,W.W., Forsman,A., Hue,S., van der Velden,G.J., Yirrell,D.L., McKnight,A., Weiss,R.A. and Aasa-Chapman,M.M."
22420378,2012,3,,Independent evolution of macrophage-tropism and increased charge between HIV-1 R5 envelopes present in brain and immune tissue,B,"Gonzalez-Perez,M.P., O'Connell,O.J., Lin,R., Sullivan,W.M., Bell,J., Simmonds,P. and Clapham,P.R."
22962364,2013,3,,Complete viral RNA genome sequencing of ultra-low copy samples by sequence-independent amplification,B,"Malboeuf,C.M., Yang,X., Charlebois,P., Qu,J., Berlin,A.M., Casali,M., Pesko,K.N., Boutwell,C.L., DeVincenzo,J.P., Ebel,G.D., Allen,T.M., Zody,M.C., Henn,M.R. and Levin,J.Z."
23075434,2013,3,,Short Communication: HIV Type 1 Subtype C Variants Transmitted Through the Bottleneck of Breastfeeding Are Sensitive to New Generation Broadly Neutralizing Antibodies Directed Against Quaternary and CD4-Binding Site Epitopes,C,"Russell,E.S., Ojeda,S., Fouda,G.G., Meshnick,S.R., Montefiori,D., Permar,S.R. and Swanstrom,R."
23405298,2013,3,,"Genome Sequences of a Novel HIV-1 Circulating Recombinant Form, CRF55_01B, Identified in China",55_01B,"Han,X., An,M., Zhang,W., Cai,W., Chen,X., Takebe,Y. and Shang,H."
23814029,2013,3,,Genome Sequences of a Novel HIV-1 Circulating Recombinant Form (CRF61_BC) Identified among Heterosexuals in China,61_BC,"Li,X., Ning,C., He,X., Yang,Y., Li,F., Xing,H., Hong,K., Yang,R. and Shao,Y."
24157908,2013,3,,"Characterization of CRF56_cpx, a new circulating B/CRF02/G recombinant form identified in MSM in France",56_cpx,"Leoz,M., Feyertag,F., Charpentier,C., Delaugerre,C., Wirden,M., Lemee,V. and Plantier,J.C."
24164474,2014,3,,Identification of a Novel HIV-1 Circulating Recombinant Form (CRF62_BC) in Western Yunnan of China,62_BC,"Wei,H., His,J., Feng,Y., Xing,H., He,X., Liao,L., Duan,S., Ning,C., Wang,N., Takebe,Y. and Shao,Y."
24279591,2014,3,,"Identification of a Novel HIV Type 1 Circulating Recombinant Form (CRF65_cpx) Composed of CRF01_AE and Subtypes B and C in Western Yunnan, China",65_cpx,"Feng,Y., Wei,H., Hsi,J., Xing,H., He,X., Liao,L., Ma,Y., Ning,C., Wang,N., Takebe,Y. and Shao,Y."
24387762,2014,3,,Phylogenetic Characterization of Six Full-Length HIV-1 Subtype C Molecular Clones from Three Patients: Identification of Rare Subtype C Strains Containing Two NF-kappaB Motifs in the Long Terminal Repeat,C,"Hanna,L.E., Neogi,U., Ranga,U., Swaminathan,S. and Prasad,V.R."
24602697,2014,3,,Identification of a new HIV-1 BC circulating recombinant form (CRF60_BC) in Italian young men having sex with men,60_BC,"Simonetti,F.R., Lai,A., Monno,L., Binda,F., Brindicci,G., Punzi,G., Bozzi,G., Violin,M., Galli,M., Zazzi,M., Angarano,G. and Balotta,C."
24978029,2014,3,,Identification and Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF59_01B) Identified among Men-Who-Have-Sex-with-Men in China,59_01B,"Zhang,W., Han,X., An,M., Zhao,B., Hu,Q., Chu,Z., Xu,J., Cai,W., Chen,X., Fu,J., Wang,Z., Wu,J., Lu,L., Zhuang,M., Wu,H., Yan,H., Liao,C., Takebe,Y. and Shang,H."
25050828,2014,3,,"Short Communication: Molecular Epidemiology, Phylogeny, and Phylodynamics of CRF63_02A1, a Recently Originated HIV-1 Circulating Recombinant Form Spreading in Siberia",63_02A1,"Shcherbakova,N.S., Shalamova,L.A., Delgado,E., Fernandez-Garcia,A., Vega,Y., Karpenko,L.I., Ilyichev,A.A., Sokolov,Y.V., Shcherbakov,D.N., Perez-Alvarez,L. and Thomson,M.M."
25356726,2014,3,,"Molecular Epidemiology of HIV-1 in Jilin Province, Northeastern China: Emergence of a New CRF07_BC Transmission Cluster and Intersubtype Recombinants",0107; 01BC,"Li,X., Zang,X., Ning,C., Feng,Y., Xie,C., He,X., Takebe,Y., Sun,L., Guo,Q., Xing,H., Kalish,M.L. and Shao,Y."
25793890,2015,3,,Glycans Flanking the Hypervariable Connecting Peptide between the A and B Strands of the V1/V2 Domain of HIV-1 gp120 Confer Resistance to Antibodies That Neutralize CRF01_AE Viruses,01_AE,"O'Rourke,S.M., Sutthent,R., Phung,P., Mesa,K.A., Frigon,N.L., To,B., Horthongkham,N., Limoli,K., Wrin,T. and Berman,P.W."
26196131,2015,3,,Genetic Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF74_01B) Identified among Intravenous Drug Users in Malaysia: Recombination History and Phylogenetic Linkage with Previously Defined Recombinant Lineages,74_01B,"Cheong,H.T., Chow,W.Z., Takebe,Y., Chook,J.B., Chan,K.G., Al-Darraji,H.A., Koh,C., Kamarulzaman,A. and Tee,K.K."
26294622,2015,3,,Characterization of Novel HIV-1 Intersubtype CRF01_AE/C and A1/C Recombinants from India,01C; A1C,"Pandey,S.S., Thakar,M. and Paranjape,R."
26543107,2015,3,,Genome Sequence of Complex HIV-1 Unique Recombinant Forms Sharing a Common Recombination Breakpoint Identified in Malaysia,01B,"Cheong,H.T., Ng,K.T., Ong,L.Y., Takebe,Y., Chan,K.G., Koh,C., Al-Darraji,H.A., Kamarulzaman,A. and Tee,K.K."
26885715,2016,3,,"Near-full-length genome identification of a novel HIV-1 circulating recombinant form, CRF01_AE/B'/C (CRF78_cpx) in Yunnan, China",78_cpx,"Song,Y., Feng,Y., Miao,Z., Wang,B., Yang,M., Zhang,A.M., Liu,L. and Xia,X."
,2017,3,,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF79_0107) Identified from Shanxi, China",79_0107,"Li,Y., Feng,Y., Li,F., Xue,Z., Hu,J., Xing,H., Ruan,Y. and Shao,Y."
,2017,3,,Rare HIV-1 transmitted/founder lineages identified by deep viral sequencing contribute to rapid shifts in dominant quasispecies during acute and early infection,01_AE; A1C; A1D,"Kijak,G.H., Sanders-Buell,E., Chenine,A.L., Eller,M.A., Goonetilleke,N., Thomas,R., Leviyang,S., Harbolick,E.A., Bose,M., Pham,P., Oropeza,C., Poltavee,K., O'Sullivan,A.M., Billings,E., Merbah,M., Costanzo,M.C., Warren,J.A., Slike,B., Li,H., Peachman,K.K., Fischer,W., Gao,F., Cicala,C., Arthos,J., Eller,L.A., O'Connell,R.J., Sinei,S., Maganga,L., Kibuuka,H., Nitayaphan,S., Rao,M., Marovich,M.A., Krebs,S.J., Rolland,M., Korber,B.T., Shaw,G.M., Michael,N.L., Robb,M.L., Tovanabutra,S. and Kim,J.H."
9367752,1997,3,,HIV/SIV glycoproteins: structure-function relationships,A1; B,"Douglas,N.W., Munro,G.H. and Daniels,R.S."
,1998,2,,Direct Submission,02_AG; A1,"Laukkanen,T. and Salminen,M.O."
,,2,,Construction and characterization of HIV-1 CRF01_AE infectious molecular clones,01_AE,"Sakamoto,Y., Takekawa,N. and Tatsumi,M."
,,2,,Infectious DNA clones of HIV-1 subtype A,A1,"Tatsumi,M. and Matsuda,M."
,2003,2,,Circulating Recombinant Form CRF02_AG in South America,02_AG,"Carrion,G., Hierholzer,J., Montano,S., Alava,A., Perez,J., Guevara,A., Laguna-Torres,V., Mosquera,C., Russell,K., Cruz,C., Chauca,G., Kochel,T., Birx,D.L., Sanchez,J.L. and Carr,J.K."
,,2,,Analysis of recombinant viral genomes in individuals infected with multiple transmitted/founder HIV-1 strains,C,"Song,H., Cai,F., Chen,S., Hoper,J., Jiang,C. and Gao,F."
,2012,2,,Direct Submission,A1DG; B,"Delgado,E., Thomson,M., Fernandez-Garcia,A., Cuevas,T. and Perez-Alvarez,L."
,,2,,HIV-1 Evolution Following Transmission to an HLA-B*5801 Positive Subject,B,"Blankson,J.N., O'Connell,K.A. and Siliciano,R.F."
,,2,,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),C,"Hora,B., Chen,Y., Novitsky,V., McLane,M.F., Essex,M., Denny,T.N. and Gao,F."
,2005,2,,Identification of a novel HIV-1 complex circulating recombinant form (CRF18_cpx) of Central African origin in Cuba,18_cpx,"Thomson,M., Casado,G., Sierra,M. and Najera,R."
,,2,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious molecular clones,B,"Hirano,R. and Tatsumi,M."
,,2,,HIV-1 neutralizing antibodies with limited hypermutation from an infant,A1,"Simonich,C.A., Williams,K.L., Verkerke,H.P., Williams,J.A., Nduati,R., Lee,K.K. and Overbaugh,J."
,,2,,Conserved positive selection signals in gp41 across multiple subtypes and difference in selection signals detectable in gp41 sequences sampled during acute and chronic HIV-1 subtype C infection,C,"Bandawe,G.P., Martin,D.P., Treurnicht,F., Mlisana,K., Abdool Karim,S.S. and Williamson,C."
,,2,,Construction and characterization of mosaic HIV-1 infectious molecular clones among CRF02_AG and CRF06_cpx derived from Ghanaian patients,0206; 06_cpx,"Sakamoto,Y., Takekawa,N., Ampofo,W., Sata,T. and Tatsumi,M."
,,2,,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),C,"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Kilembe,W., Allen,S., Hunter,E. and Gao,F."
,,2,,A new generation of recombinants between CRF02_AG and subtype A detected in Ghana : analysis by infectious molecular clones,02D; 02G,"Takekawa,N., Sakamoto,Y., Kinomoto,M., Nii-Trebi,N., Tokunaga,K., Ampofo,W., Ofori-Adjei,D., Kurata,T., Sata,T. and Tatsumi,M."
,,2,,Frequent genetic defects in long-term survivors for more than 26 years in the absence of antiretroviral therapy in Korea: its association with ginseng treatment,02_AG; B,"Cho,Y.-K."
,,2,,Construction and characterization of naive HIV-1 subtypeB infectious molecular clones derived from Japanese patients for reference,B,"Sakamoto,Y., Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M."
,,2,,HIV-1/MO recombinants detection in France: impact on diagnosis and therapeutic management,A1O,"De Oliveira,F., Cappy,P. and Lemee,V."
,,2,,Near full-length sequences of HIV-1 in Korean infected with Korean subclade B,B,"Cho,Y.-K."
,,2,,Viremic Relapse Following Prolonged Antiretroviral Drug-free Remission in a Perinatally HIV-1-infected Child,B,"Luzuriaga,K., Gay,H., Ziemniak,C., Sanborn,K.B., Somasundaran,M., Rainwater-Lovett,K., Mellors,J., Rosenbloom,D.I.S. and Persaud,D."
,,2,,Characterization of drug-resistance mutation profile kinetics in HIV-1 with infectious clones,01_AE,"Sakamoto,Y., Takekawa,N., Hashimoto,O., Matsuda,M., Nishizawa,M., Sugiura,W. and Tatsumi,M."
,,2,,Infection with defective virus results in different clinical outcomes of infection in three HIV-1 infected individuals,B,"Buckheit,R.W. III and Blankson,J.N."
,,2,,HIV-1 superinfection with a triple class drug resistant strain in a patient successfully controlled with antiretroviral treatment,B,"Mullins,J.I., Pantaleo,G., Bart,P.-A., Castro,E., Zhao,H. and Cavassini,M."
,1997,2,,Direct Submission,01_AE,"Yu,X. and Wang,Z."
,,2,,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),A6,"Hora,B., Chen,Y., Singh,H., Fulidou,V., Denny,T.N. and Gao,F."
,,2,,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),D; F1,"Hora,B., Chen,Y., Sanabani,S., Busch,M.P., Denny,T.N. and Gao,F."
,2011,2,,Direct Submission,AC; C,"Salazar-Gonzalez,J., Derdeyn,C., Hunter,E., Hahn,B. and Shaw,G."
,,2,,Treatment as Prevention: Characterization of partner infections in the HIV Prevention Trials Network 052 trial,C,"Eshleman,S.H., Hudelson,S.E., Redd,A.D., Swanstrom,R., Ou,S.-S., Zhang,C., Ping,L.-H., Piwowar-Manning,E., Porcella,S.F., Sievers,M., Martens,C.A., Bruno,D., Dukhovlinova,E., McCauley,M., Gamble,T., Sabin,D., Quinn,T.C., Gunde,L., Maliwichi,M., Nhando,N., Akelo,V., Moyo,S., Panchia,R., Kumarasamy,N., Chotirosniramit,N., Rocha,M.M., Grinsztejn,B., Mayer,K., Chen,Y.Q., Hughes,J.P. and Cohen,M.S."
,,2,,Construction and characterization of naive HIV-1 subtype A infectious molecular clones derived from Rwanda patients for reference,A1,"Sakamoto,Y., Takekawa,N. and Tatsumi,M."
,,2,,Clonal Proviruses Comprise a Large Fraction of the Replication-Competent HIV Reservoir,B,"Bui,J.K., Sobolewski,M.D., Keele,B.F., Spindler,J., Musick,A., Wiegand,A., Luke,B.T., Shao,W., Hughes,S.H., Coffin,J.M., Kearney,M.F. and Mellors,J.W."
,,2,,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),11_cpx; G,"Hora,B., Chen,Y., Ndembi,N.N., Busch,M.P., Denny,T.N. and Gao,F."
,1988,2,,"Variants of lav viruses, their dna- and protein components and their uses, particularly for diagnostic purposes and for the preparation of immunogenic compositions",A1DK; D,"Alizon,M., Sonigo,P., Wain-Hobson,S. and Montagnier,L."
,,2,,Molecular characterization of infectious molecular clones derived from multidrug-resistant HIV-1 subtype B in Japan,B,"Takekawa,N., Nishizawa,M., Sugiura,W. and Tatsumi,M."
,,2,,"Near Full-length Genome Analyses of a Novel HIV-1 Circulating Recombinant Form, CRF63_01B, Identified among MSM in China",59_01B,"Li,X."
,,2,,Construction and characterization of multidrug-resistant HIV-1 subtype B infectious molecular clones derived from Japanese patients for reference,B,"Sato,M., Takekawa,N., Sakamoto,Y., Nishizawa,M., Sugiura,W. and Tatsumi,M."
,,2,,New and Old Complex Recombinant HIV-1 Strains Among Patients with Primary Infection in 1996-2006 in France: the French ANRS CO06 Primo Cohort Study,45_cpx; BCU,"Frange,P., Galimand,J., Vidal,N., Goujard,C., Deveau,C., Souala,F., Peeters,M., Meyer,L., Rouzioux,C. and Chaix,M.-L."
,2015,2,,Direct Submission,0108; 01B,"Li,J., Li,L., Li,H., Li,J. and Yang,S."
,,2,,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),A1; CD,"Hora,B., Chen,Y., Denny,T.N., Fast,P., Amornkul,P., Price,M., Karita,E., Allen,S., Hunter,E. and Gao,F."
,,2,,Analysis of near full-length genome sequences of HIV-1 isolates of Romanian origin,F1,"Sierra,M., Delgado,E., Munoz,M., Vega,Y., Vazquez de Parga,E., Carmona,R., Cuevas,M.T., Perez-Alvarez,L., Contreras,G., Corral,J., Ojea de Castro,R., Ocampo,A., Najera,R. and Thomson,M.M."
10052760,1999,2,,Virtually full-length sequences of HIV type 1 subtype J reference strains,J,"Laukkanen,T., Albert,J., Liitsola,K., Green,S.D., Carr,J.K., Leitner,T., McCutchan,F.E. and Salminen,M.O."
10196337,1999,2,,"Subtypes of human immunodeficiency virus type 1 and disease stage among women in Nairobi, Kenya",A1; D,"Neilson,J.R., John,G.C., Carr,J.K., Lewis,P., Kreiss,J.K., Jackson,S., Nduati,R.W., Mbori-Ngacha,D., Panteleeff,D.D., Bodrug,S., Giachetti,C., Bott,M.A., Richardson,B.A., Bwayo,J., Ndinya-Achola,J. and Overbaugh,J."
10357470,1999,2,,Molecular analysis of the full-length genome of HIV type 1 subtype I: evidence of A/G/I recombination,04_cpx,"Nasioulas,G., Paraskevis,D., Magiorkinis,E., Theodoridou,M. and Hatzakis,A."
10754387,2000,2,,Rapid full-length genomic sequencing of two cytopathically heterogeneous Australian primary HIV-1 isolates,B,"Oelrichs,R.B., Lawson,V.A., Coates,K.M., Chatfield,C., Deacon,N.J. and McPhee,D.A."
10777151,2000,2,,"Identification of all HIV type 1 group M subtypes in Senegal, a country with low and stable seroprevalence",02_AG,"Toure-Kane,C., Montavon,C., Faye,M.A., Gueye,P.M., Sow,P.S., Ndoye,I., Gaye-Diallo,A., Delaporte,E., Peeters,M. and Mboup,S."
10933619,2000,2,,An AB recombinant and its parental HIV type 1 strains in the area of the former Soviet Union: low requirements for sequence identity in recombination. UNAIDS Virus Isolation Network,03_AB,"Liitsola,K., Holm,K., Bobkov,A., Pokrovsky,V., Smolskaya,T., Leinikki,P., Osmanov,S. and Salminen,M."
10954895,2000,2,,Near full-length genome analysis of HIV type 1 CRF02.AG subtype C and CRF02.AG subtype G recombinants,02C; A1G,"Janssens,W., Salminen,M.O., Laukkanen,T., Heyndrickx,L., van der,Auwera., Colebunders,R., McCutchan,F.E. and van der Groen,G."
10983640,2000,2,,HIV-1 subtype H near-full length genome reference strains and analysis of subtype-H-containing inter-subtype recombinants,H,"Janssens,W., Laukkanen,T., Salminen,M.O., Carr,J.K., Van der Auwera,G., Heyndrickx,L., van der Groen,G. and McCutchan,F.E."
11429129,2001,2,,Full-length sequences of two CRF01_ae (subtype e) HIV type 1 isolates from 1995 samples of patients with sexually transmitted diseases in Thailand,01_AE,"Auwanit,W., Mukai,T., Ayuthaya,P.I., Kurata,T. and Ikuta,K."
11709097,2001,2,,Characterization of full-length HIV type 1 subtype C sequences from South Africa,C,"van Harmelen,J., Williamson,C., Kim,B., Morris,L., Carr,J., Karim,S.S. and McCutchan,F."
12021361,2002,2,,Increased CCR5 affinity and reduced CCR5/CD4 dependence of a neurovirulent primary human immunodeficiency virus type 1 isolate,B,"Gorry,P.R., Taylor,J., Holm,G.H., Mehle,A., Morgan,T., Cayabyab,M., Farzan,M., Wang,H., Bell,J.E., Kunstman,K.J., Moore,J.P., Wolinsky,S.M. and Gabuzda,D."
12172086,2002,2,,High HIV-1 genetic diversity in Cuba,19_cpx,"Cuevas,M.T., Ruibal,I., Villahermosa,M.L., Diaz,H., Delgado,E., Parga,E.V., Perez-Alvarez,L., de Armas,M.B., Cuevas,L., Medrano,L., Noa,E., Osmanov,S., Najera,R. and Thomson,M.M."
12477871,2003,2,,"Identification and characterization of a new class of human immunodeficiency virus type 1 recombinants comprised of two circulating recombinant forms, CRF07_BC and CRF08_BC, in China",0708,"Yang,R., Kusagawa,S., Zhang,C., Xia,X., Ben,K. and Takebe,Y."
12639249,2003,2,,Characterization and selection of HIV-1 subtype C isolates for use in vaccine development,C,"Williamson,C., Morris,L., Maughan,M.F., Ping,L.H., Dryga,S.A., Thomas,R., Reap,E.A., Cilliers,T., van Harmelen,J., Pascual,A., Ramjee,G., Gray,G., Johnston,R., Karim,S.A. and Swanstrom,R."
14601597,2003,2,,Molecular cloning and analysis of full-length genome of HIV type 1 strains prevalent in countries of the former Soviet Union,03_AB; A6,"Masharsky,A.E., Klimov,N.A. and Kozlov,A.P."
14686322,2003,2,,Full-length genome characterization of HIV type 1 subtype C isolates from two slow-progressing perinatally infected siblings in South Africa,C,"Papathanasopoulos,M.A., Patience,T., Meyers,T.M., McCutchan,F.E. and Morris,L."
15186521,2004,2,,Sensitivity of HIV type 1 subtype C isolates to the entry inhibitor T-20,B,"Cilliers,T., Patience,T., Pillay,C., Papathanasopoulos,M. and Morris,L."
15194768,2004,2,,Biological analysis of human immunodeficiency virus type 1 R5 envelopes amplified from brain and lymph node tissues of AIDS patients with neuropathology reveals two distinct tropism phenotypes and identifies envelopes in the brain that confer an enhanced tropism and fusigenicity for macrophages,B,"Peters,P.J., Bhattacharya,J., Hibbitts,S., Dittmar,M.T., Simmons,G., Bell,J., Simmonds,P. and Clapham,P.R."
15585084,2004,2,,"Substitution of hiv type-1 non-B env genes in C2, a subtype B cassette system, results in functional chimeric viruses",01_AE; D,"Zheng,N.N. and Daniels,R.S."
15585091,2004,2,,"Documentation of subtype C HIV Type 1 strains in Argentina, Paraguay, and Uruguay",C,"Carrion,G., Eyzaguirre,L., Montano,S.M., Laguna-Torres,V., Serra,M., Aguayo,N., Avila,M.M., Ruchansky,D., Pando,M.A., Vinoles,J., Perez,J., Barboza,A., Chauca,G., Romero,A., Galeano,A., Blair,P.J., Weissenbacher,M., Birx,D.L., Sanchez,J.L., Olson,J.G. and Carr,J.K."
16131314,2005,2,,Heterosexual transmission of novel CRF01_AE and subtype B recombinant forms of HIV type 1 in northern Thailand,01B; 01_AE,"Wichukchinda,N., Shiino,T., Srisawat,J., Rojanawiwat,A., Pathipvanich,P., Sawanpanyalert,P., Ariyoshi,K. and Auwanit,W."
16284528,2005,2,,Identification of a novel HIV-1 circulating ADG intersubtype recombinant form (CRF19_cpx) in Cuba,1819; 19_cpx,"Casado,G., Thomson,M.M., Sierra,M. and Najera,R."
16378633,2006,2,,Neutralization and infectivity characteristics of envelope glycoproteins from human immunodeficiency virus type 1 infected donors whose sera exhibit broadly cross-reactive neutralizing activity,A1U; B,"Cham,F., Zhang,P.F., Heyndrickx,L., Bouma,P., Zhong,P., Katinger,H., Robinson,J., van der Groen,G. and Quinnan,G.V. Jr."
16379609,2005,2,,Characterization of Five Nearly Full-Length Genomes of Early HIV Type 1 Strains in Ruili City: Implications for the Genesis of CRF07_BC and CRF08_BC Circulating in China,BC; C,"Qiu,Z., Xing,H., Wei,M., Duan,Y., Zhao,Q., Xu,J. and Shao,Y."
16699001,2006,2,,Evidence for potent autologous neutralizing antibody titers and compact envelopes in early infection with subtype C human immunodeficiency virus type 1,B,"Li,B., Decker,J.M., Johnson,R.W., Bibollet-Ruche,F., Wei,X., Mulenga,J., Allen,S., Hunter,E., Hahn,B.H., Shaw,G.M., Blackwell,J.L. and Derdeyn,C.A."
17015824,2006,2,,The HIV Env variant N283 enhances macrophage tropism and is associated with brain infection and dementia,B,"Dunfee,R.L., Thomas,E.R., Gorry,P.R., Wang,J., Taylor,J., Kunstman,K., Wolinsky,S.M. and Gabuzda,D."
17050592,2007,2,,Impact of natural polymorphism within the gp41 cytoplasmic tail of human immunodeficiency virus type 1 on the intracellular distribution of envelope glycoproteins and viral assembly,B; G,"Lambele,M., Labrosse,B., Roch,E., Moreau,A., Verrier,B., Barin,F., Roingeard,P., Mammano,F. and Brand,D."
17331038,2007,2,,Genomic analysis of HIV type 1 strains derived from a mother and child pair of long-term nonprogressors,B,"Reinis,M., Weiser,B., Kuiken,C., Dong,T., Lang,D., Nachman,S., Zhang,Y., Rowland-Jones,S. and Burger,H."
17607774,2007,2,,Quasispecies analysis of novel HIV-1 recombinants of subtypes A and G reveals no similarity to the mosaic structure of CRF02_AG,A1G,"Powell,R.L., Konings,F.A., Nanfack,A., Burda,S., Urbanski,M.M., Saa,D. and Nyambi,P.N."
17725418,2007,2,,Identification of a novel circulating recombinant form (CRF) 36_cpx in Cameroon that combines two CRFs (01_AE and 02_AG) with ancestral lineages of subtypes A and G,36_cpx,"Powell,R.L., Zhao,J., Konings,F.A., Tang,S., Nanfack,A., Burda,S., Urbanski,M.M., Saa,D.R., Hewlett,I. and Nyambi,P.N."
17961119,2007,2,,gp41 sequence variability in HIV type 1 non-B subtypes infected patients undergoing enfuvirtide pressure,02_AG; AC,"D'Arrigo,R., Ciccozzi,M., Gori,C., Montieri,S., Aquaro,S., Bellagamba,R., Boumis,E., Di Perri,G., Pizzi,D., Antinori,A., Rezza,G. and Perno,C.F."
18257687,2008,2,,"Characterization of an old complex circulating recombinant form, CRF27_cpx, originating from the Democratic Republic of Congo (DRC) and circulating in France",27_cpx,"Vidal,N., Frange,P., Chaix,M.L., Mulanga,C., Lepira,F., Bazepeo,S.E., Goujard,C., Meyer,L., Rouzioux,C., Delaporte,E. and Peeters,M."
18373434,2008,2,,Full-length characterization of A1/D intersubtype recombinant genomes from a therapy-induced HIV type 1 controller during acute infection and his noncontrolling partner,A1D,"Fomsgaard,A., Vinner,L., Therrien,D., Jorgensen,L.B., Nielsen,C., Mathiesen,L., Pedersen,C. and Corbet,S."
18443125,2008,2,,Suppression of dualtropic human immunodeficiency virus type 1 by the CXCR4 antagonist AMD3100 is associated with efficiency of CXCR4 use and baseline virus composition,B,"Fransen,S., Bridger,G., Whitcomb,J.M., Toma,J., Stawiski,E., Parkin,N., Petropoulos,C.J. and Huang,W."
