Accession,PMID,Gene,Subtype,NumAAChanges,NumStopCodons
EU864057,18971283,Gag,B,53,0
EU864058,18971283,Gag,B,38,0
EU864060,18971283,Gag,B,39,0
EU864061,18971283,Gag,B,42,1
EU864062,18971283,Gag,B,56,0
EU864063,18971283,Gag,B,37,0
EU864064,18971283,Gag,B,26,0
EU864065,18971283,Gag,B,33,0
EU864066,18971283,Gag,B,30,0
EU864067,18971283,Gag,B,41,0
EU864068,18971283,Gag,B,36,0
EU864069,18971283,Gag,B,38,0
EU864070,18971283,Gag,B,34,1
EU864071,18971283,Gag,B,38,1
EU864072,18971283,Gag,B,26,0
EU864073,18971283,Gag,B,26,0
EU864074,18971283,Gag,B,28,0
EU864076,18971283,Gag,B,42,0
EU864077,18971283,Gag,B,50,1
EU864078,18971283,Gag,B,31,0
EU864079,18971283,Gag,B,35,0
EU864080,18971283,Gag,B,31,0
EU864081,18971283,Gag,B,25,0
EU864082,18971283,Gag,B,26,0
EU873002,18971283,Gag,02_AG,85,1
EU873003,18971283,Gag,B,35,0
EU873005,18971283,Gag,B,38,0
FJ185237,19540543,Gag,01_AE,84,0
FJ185238,19540543,Gag,01_AE,84,0
FJ185239,19540543,Gag,01_AE,88,0
FJ185240,19540543,Gag,01_AE,87,0
FJ185241,19540543,Gag,01_AE,76,0
FJ185242,19540543,Gag,01_AE,89,0
FJ185243,19540543,Gag,01_AE,81,0
FJ185244,19540543,Gag,01_AE,80,0
FJ185245,19540543,Gag,01_AE,78,0
FJ185246,19540543,Gag,01_AE,74,0
FJ185247,19540543,Gag,01_AE,85,0
FJ185248,19540543,Gag,01_AE,85,0
FJ185249,19540543,Gag,01_AE,72,0
FJ185250,19540543,Gag,01_AE,83,0
FJ185251,19540543,Gag,01_AE,86,0
FJ185252,19540543,Gag,01_AE,78,0
FJ185253,19540543,Gag,01_AE,78,0
FJ185254,19540543,Gag,01_AE,72,0
FJ185255,19540543,Gag,01_AE,79,0
FJ185256,19540543,Gag,01_AE,85,0
FJ185257,19540543,Gag,01_AE,84,0
FJ185258,19540543,Gag,01_AE,80,0
FJ185259,19540543,Gag,01_AE,81,0
FJ185260,19540543,Gag,01_AE,84,0
FJ195086,18809195,Gag,B,26,0
FJ195087,18809195,Gag,B,41,0
FJ195088,18809195,Gag,B,23,0
FJ195089,18809195,Gag,B,35,0
FJ195090,18809195,Gag,B,25,0
FJ195091,18809195,Gag,B,34,0
FJ198424,18596105,Gag,C,69,0
FJ198497,18596105,Gag,C,78,0
FJ198569,18596105,Gag,C,77,0
FJ198572,18596105,Gag,C,88,0
FJ198575,18596105,Gag,C,81,0
FJ198577,18596105,Gag,C,74,0
FJ198578,18596105,Gag,C,76,0
FJ198580,18596105,Gag,C,76,0
FJ198581,18596105,Gag,C,81,0
FJ198582,18596105,Gag,C,103,0
FJ198583,18596105,Gag,C,77,0
FJ198586,18596105,Gag,C,78,0
FJ198588,18596105,Gag,C,78,0
FJ198593,18596105,Gag,C,79,0
FJ198594,18596105,Gag,C,76,0
FJ198597,18596105,Gag,C,81,0
FJ198598,18596105,Gag,C,76,0
FJ198599,18596105,Gag,C,77,0
FJ198654,18596105,Gag,C,81,0
FJ198685,18596105,Gag,C,92,0
FJ198695,18596105,Gag,C,77,0
FJ198701,18596105,Gag,C,74,0
FJ198706,18596105,Gag,C,82,0
FJ198710,18596105,Gag,C,88,0
FJ198712,18596105,Gag,C,80,0
FJ198717,18596105,Gag,C,72,0
FJ198722,18596105,Gag,C,85,0
FJ198739,18596105,Gag,C,77,0
FJ198748,18596105,Gag,C,73,0
FJ198751,18596105,Gag,C,85,0
FJ198752,18596105,Gag,C,80,0
FJ198756,18596105,Gag,C,75,0
FJ198760,18596105,Gag,C,106,0
FJ198767,18596105,Gag,C,84,0
FJ198775,18596105,Gag,C,78,0
FJ198778,18596105,Gag,C,80,0
FJ198780,18596105,Gag,C,79,0
FJ198784,18596105,Gag,C,70,0
FJ198785,18596105,Gag,C,84,0
FJ198788,18596105,Gag,C,71,0
FJ198793,18596105,Gag,C,75,0
FJ198796,18596105,Gag,C,77,0
FJ198803,18596105,Gag,C,75,0
FJ198805,18596105,Gag,C,74,0
FJ198806,18596105,Gag,C,77,0
FJ198810,18596105,Gag,C,81,0
FJ198812,18596105,Gag,C,72,0
FJ198813,18596105,Gag,C,77,0
FJ198814,18596105,Gag,C,76,0
FJ198817,18596105,Gag,C,87,0
FJ198822,18596105,Gag,C,88,0
FJ198832,18596105,Gag,C,82,0
FJ198836,18596105,Gag,C,83,0
FJ198838,18596105,Gag,C,88,0
FJ198839,18596105,Gag,C,81,0
FJ198851,18596105,Gag,C,81,0
FJ198859,18596105,Gag,C,81,0
FJ198860,18596105,Gag,C,83,0
FJ198861,18596105,Gag,C,79,0
FJ198864,18596105,Gag,C,80,0
FJ198867,18596105,Gag,C,79,0
FJ198871,18596105,Gag,C,79,0
FJ198873,18596105,Gag,C,81,0
FJ198876,18596105,Gag,C,81,0
FJ198881,18596105,Gag,C,79,0
FJ198884,18596105,Gag,C,83,0
FJ198885,18596105,Gag,C,72,0
FJ198886,18596105,Gag,C,78,0
FJ198889,18596105,Gag,C,82,0
FJ198895,18596105,Gag,C,77,0
FJ198896,18596105,Gag,C,84,0
FJ198899,18596105,Gag,C,115,0
FJ198901,18596105,Gag,C,72,0
FJ198904,18596105,Gag,C,77,0
FJ198905,18596105,Gag,C,73,0
FJ198908,18596105,Gag,C,82,0
FJ198913,18596105,Gag,C,72,0
FJ198924,18596105,Gag,C,86,0
FJ198927,18596105,Gag,C,78,0
FJ198929,18596105,Gag,C,82,0
FJ198961,18596105,Gag,C,72,0
FJ199006,18596105,Gag,C,85,0
FJ387525,19116253,Gag,B,31,0
FJ387526,19116253,Gag,B,25,0
FJ387529,19116253,Gag,B,24,0
FJ387530,19116253,Gag,B,27,0
FJ387531,19116253,Gag,B,39,0
FJ387532,19116253,Gag,B,30,0
FJ387533,19116253,Gag,B,27,1
FJ387534,19116253,Gag,B,33,0
FJ387535,19116253,Gag,B,27,0
FJ387536,19116253,Gag,B,14,0
FJ387537,19116253,Gag,B,24,0
FJ387539,19116253,Gag,B,33,0
FJ387540,19116253,Gag,B,35,0
FJ387541,19116253,Gag,B,23,0
FJ389363,19361281,Gag,G,90,0
FJ389364,19361281,Gag,G,89,1
FJ389365,19361281,Gag,G,89,0
FJ389366,19361281,Gag,G,81,1
FJ389367,19361281,Gag,G,72,1
FJ469705,19036810,Gag,B,25,0
FJ469718,19036810,Gag,B,36,1
FJ469721,19036810,Gag,B,26,0
FJ469744,19036810,Gag,B,22,0
FJ469752,19036810,Gag,B,25,0
FJ469764,19036810,Gag,B,39,0
FJ495818,19487424,Gag,B,27,0
FJ495937,19487424,Gag,B,31,0
FJ496000,19487424,Gag,B,31,0
FJ496072,19487424,Gag,B,31,0
FJ496081,19487424,Gag,B,37,0
FJ496145,19487424,Gag,B,15,0
FJ496151,19487424,Gag,B,26,0
FJ496158,19487424,Gag,B,28,0
FJ496167,19487424,Gag,B,25,0
FJ496185,19487424,Gag,C,91,0
FJ496195,19487424,Gag,C,79,0
FJ496208,19487424,Gag,C,72,0
FJ606114,19242411,Gag,C,80,0
FJ606116,19242411,Gag,C,77,0
FJ606117,19242411,Gag,C,82,0
FJ606118,19242411,Gag,C,76,0
FJ606119,19242411,Gag,C,79,0
FJ606120,19242411,Gag,C,84,0
FJ606121,19242411,Gag,C,83,0
FJ606122,19242411,Gag,C,82,0
FJ606123,19242411,Gag,C,83,0
FJ606124,19242411,Gag,C,82,0
FJ606125,19242411,Gag,C,87,0
FJ606126,19242411,Gag,C,88,0
FJ606127,19242411,Gag,C,78,0
FJ606128,19242411,Gag,C,72,0
FJ606129,19242411,Gag,C,88,0
FJ606130,19242411,Gag,C,81,0
FJ606131,19242411,Gag,C,77,0
FJ606132,19242411,Gag,C,75,0
FJ606133,19242411,Gag,C,85,0
FJ606134,19242411,Gag,C,93,0
FJ606135,19242411,Gag,C,87,0
FJ606136,19242411,Gag,C,79,0
FJ606137,19242411,Gag,C,81,0
FJ606138,19242411,Gag,C,82,0
FJ606140,19242411,Gag,C,87,0
FJ606141,19242411,Gag,C,74,0
FJ606142,19242411,Gag,C,81,0
FJ606143,19242411,Gag,C,82,0
FJ606144,19242411,Gag,C,77,0
FJ606145,19242411,Gag,C,87,0
FJ606146,19242411,Gag,C,88,0
FJ606147,19242411,Gag,C,83,0
FJ606148,19242411,Gag,C,73,0
FJ606149,19242411,Gag,C,107,2
FJ606150,19242411,Gag,C,81,0
FJ606151,19242411,Gag,C,89,0
FJ606152,19242411,Gag,C,94,0
FJ606153,19242411,Gag,C,81,0
FJ606154,19242411,Gag,C,77,0
FJ606155,19242411,Gag,C,95,0
FJ606156,19242411,Gag,C,92,0
FJ606157,19242411,Gag,C,93,0
FJ606158,19242411,Gag,C,89,0
FJ606159,19242411,Gag,C,85,0
FJ606160,19242411,Gag,C,76,0
FJ606161,19242411,Gag,C,92,0
FJ606162,19242411,Gag,C,82,0
FJ606163,19242411,Gag,C,78,0
FJ606164,19242411,Gag,C,76,0
FJ606165,19242411,Gag,C,74,0
FJ606166,19242411,Gag,C,77,0
FJ606167,19242411,Gag,C,94,1
FJ606168,19242411,Gag,C,80,0
FJ606169,19242411,Gag,C,80,0
FJ606170,19242411,Gag,C,71,0
FJ606171,19242411,Gag,C,86,0
FJ606172,19242411,Gag,C,93,0
FJ606173,19242411,Gag,C,78,0
FJ606174,19242411,Gag,C,80,0
FJ606175,19242411,Gag,C,84,0
FJ606176,19242411,Gag,C,78,0
FJ606177,19242411,Gag,C,79,0
FJ606178,19242411,Gag,C,78,0
FJ606179,19242411,Gag,C,79,0
FJ606180,19242411,Gag,C,81,0
FJ606181,19242411,Gag,C,85,0
FJ606182,19242411,Gag,C,81,0
FJ606183,19242411,Gag,C,77,0
FJ606184,19242411,Gag,C,83,0
FJ606185,19242411,Gag,C,94,0
FJ606187,19242411,Gag,C,89,0
FJ606188,19242411,Gag,C,89,0
FJ606189,19242411,Gag,C,87,0
FJ606190,19242411,Gag,C,93,0
FJ606191,19242411,Gag,C,76,0
FJ606192,19242411,Gag,C,84,0
FJ606193,19242411,Gag,C,81,0
FJ606194,19242411,Gag,C,94,0
FJ606195,19242411,Gag,C,88,0
FJ606196,19242411,Gag,C,81,0
FJ606197,19242411,Gag,C,88,0
FJ606198,19242411,Gag,C,87,0
FJ606199,19242411,Gag,C,81,0
FJ606200,19242411,Gag,C,91,0
FJ606201,19242411,Gag,C,62,0
FJ606202,19242411,Gag,C,66,0
FJ606203,19242411,Gag,C,94,0
FJ606204,19242411,Gag,C,94,0
FJ606205,19242411,Gag,C,74,0
FJ606206,19242411,Gag,C,78,0
FJ606207,19242411,Gag,C,80,0
FJ606208,19242411,Gag,C,87,0
FJ606209,19242411,Gag,C,79,0
FJ606210,19242411,Gag,C,77,0
FJ606211,19242411,Gag,C,96,0
FJ606212,19242411,Gag,C,87,0
FJ606213,19242411,Gag,C,90,1
FJ606214,19242411,Gag,C,91,0
FJ606215,19242411,Gag,C,89,0
FJ606216,19242411,Gag,C,85,0
FJ606217,19242411,Gag,C,76,0
FJ606218,19242411,Gag,C,81,0
FJ606219,19242411,Gag,C,94,0
FJ606220,19242411,Gag,C,91,0
FJ606221,19242411,Gag,C,88,0
FJ606222,19242411,Gag,C,88,0
FJ606223,19242411,Gag,C,84,0
FJ606224,19242411,Gag,C,87,0
FJ606225,19242411,Gag,C,86,0
FJ606226,19242411,Gag,C,92,0
FJ606227,19242411,Gag,C,87,0
FJ606228,19242411,Gag,C,90,0
FJ606229,19242411,Gag,C,84,0
FJ606230,19242411,Gag,C,83,0
FJ606231,19242411,Gag,C,79,0
FJ606232,19242411,Gag,C,79,0
FJ606233,19242411,Gag,C,77,0
FJ606234,19242411,Gag,C,74,0
FJ606235,19242411,Gag,C,84,0
FJ606236,19242411,Gag,C,83,0
FJ606237,19242411,Gag,C,83,0
FJ606238,19242411,Gag,C,86,0
FJ606239,19242411,Gag,C,76,0
FJ606240,19242411,Gag,C,81,0
FJ606241,19242411,Gag,C,78,0
FJ606242,19242411,Gag,C,83,0
FJ606243,19242411,Gag,C,90,0
FJ606244,19242411,Gag,C,96,0
FJ606245,19242411,Gag,C,83,0
FJ606246,19242411,Gag,C,77,0
FJ606247,19242411,Gag,C,101,0
FJ606248,19242411,Gag,C,88,0
FJ606249,19242411,Gag,C,75,0
FJ606250,19242411,Gag,C,74,0
FJ606251,19242411,Gag,C,79,0
FJ606252,19242411,Gag,C,80,0
FJ606253,19242411,Gag,C,86,0
FJ606254,19242411,Gag,C,89,0
FJ606255,19242411,Gag,C,87,0
FJ606256,19242411,Gag,C,86,0
FJ606257,19242411,Gag,C,76,0
FJ606258,19242411,Gag,C,77,0
FJ606259,19242411,Gag,C,79,0
FJ606260,19242411,Gag,C,79,0
FJ606261,19242411,Gag,C,87,0
FJ606262,19242411,Gag,C,91,0
FJ606263,19242411,Gag,C,76,0
FJ606264,19242411,Gag,C,81,0
FJ606265,19242411,Gag,C,83,0
FJ606266,19242411,Gag,C,82,0
FJ606267,19242411,Gag,C,81,0
FJ606268,19242411,Gag,C,80,0
FJ606269,19242411,Gag,C,83,1
FJ606270,19242411,Gag,C,96,0
FJ606271,19242411,Gag,C,76,0
FJ606272,19242411,Gag,C,80,0
FJ606273,19242411,Gag,C,73,0
FJ606274,19242411,Gag,C,81,0
FJ606275,19242411,Gag,C,85,0
FJ606276,19242411,Gag,C,81,0
FJ606277,19242411,Gag,C,84,0
FJ606278,19242411,Gag,C,86,0
FJ606279,19242411,Gag,C,80,0
FJ606280,19242411,Gag,C,83,0
FJ606281,19242411,Gag,C,78,0
FJ606283,19242411,Gag,C,82,0
FJ606284,19242411,Gag,C,80,0
FJ606285,19242411,Gag,C,83,0
FJ606286,19242411,Gag,C,82,0
FJ606287,19242411,Gag,C,80,0
FJ606288,19242411,Gag,C,81,1
FJ606289,19242411,Gag,C,87,0
FJ606290,19242411,Gag,C,87,0
FJ606292,19242411,Gag,C,75,0
FJ606293,19242411,Gag,C,79,0
FJ606294,19242411,Gag,C,83,0
FJ606295,19242411,Gag,C,84,0
FJ606296,19242411,Gag,C,82,0
FJ606297,19242411,Gag,CF1U,83,0
FJ606298,19242411,Gag,C,87,0
FJ606299,19242411,Gag,C,81,0
FJ606300,19242411,Gag,C,82,0
FJ606301,19242411,Gag,C,78,0
FJ606302,19242411,Gag,C,85,0
FJ606303,19242411,Gag,C,95,0
FJ606304,19242411,Gag,C,95,0
FJ606305,19242411,Gag,C,82,0
FJ606306,19242411,Gag,C,79,0
FJ606307,19242411,Gag,C,88,0
FJ606308,19242411,Gag,C,90,0
FJ606309,19242411,Gag,C,82,0
FJ606310,19242411,Gag,C,82,0
FJ606311,19242411,Gag,C,81,0
FJ606312,19242411,Gag,C,75,0
FJ606313,19242411,Gag,C,80,0
FJ606314,19242411,Gag,C,80,0
FJ606315,19242411,Gag,C,88,0
FJ606316,19242411,Gag,C,75,0
FJ606317,19242411,Gag,C,72,0
FJ606318,19242411,Gag,U,89,0
FJ606319,19242411,Gag,U,92,0
FJ606320,19242411,Gag,C,83,0
FJ606321,19242411,Gag,C,84,0
FJ606322,19242411,Gag,C,84,0
FJ606323,19242411,Gag,C,88,1
FJ606324,19242411,Gag,C,87,0
FJ606325,19242411,Gag,C,90,0
FJ606326,19242411,Gag,C,78,0
FJ606327,19242411,Gag,C,78,0
FJ606328,19242411,Gag,C,80,0
FJ606329,19242411,Gag,C,84,0
FJ606330,19242411,Gag,C,78,0
FJ606331,19242411,Gag,C,81,0
FJ606332,19242411,Gag,C,78,0
FJ606333,19242411,Gag,C,77,0
FJ606334,19242411,Gag,C,91,0
FJ606335,19242411,Gag,C,82,0
FJ606336,19242411,Gag,C,83,0
FJ606337,19242411,Gag,C,87,0
FJ606338,19242411,Gag,C,77,0
FJ606339,19242411,Gag,C,80,0
FJ606340,19242411,Gag,C,95,0
FJ606341,19242411,Gag,C,87,0
FJ606342,19242411,Gag,C,76,0
FJ606343,19242411,Gag,C,73,0
FJ606344,19242411,Gag,C,85,0
FJ606345,19242411,Gag,C,80,0
FJ606346,19242411,Gag,C,88,0
FJ606347,19242411,Gag,C,86,0
FJ606348,19242411,Gag,C,79,0
FJ606349,19242411,Gag,C,78,0
FJ606350,19242411,Gag,C,79,0
FJ606351,19242411,Gag,C,95,0
FJ606352,19242411,Gag,C,95,0
FJ606353,19242411,Gag,C,81,0
FJ606354,19242411,Gag,C,81,0
FJ606355,19242411,Gag,C,89,0
FJ606356,19242411,Gag,C,88,0
FJ606357,19242411,Gag,C,77,0
FJ606358,19242411,Gag,C,90,1
FJ606359,19242411,Gag,C,80,0
FJ606360,19242411,Gag,C,85,0
FJ606361,19242411,Gag,C,76,0
FJ606362,19242411,Gag,C,79,0
FJ606363,19242411,Gag,C,87,0
FJ606364,19242411,Gag,C,85,0
FJ606365,19242411,Gag,C,82,0
FJ606366,19242411,Gag,C,79,0
FJ606367,19242411,Gag,C,87,0
FJ606368,19242411,Gag,C,88,1
FJ606369,19242411,Gag,C,77,0
FJ606370,19242411,Gag,C,78,0
FJ606371,19242411,Gag,C,80,0
FJ606372,19242411,Gag,C,80,0
FJ606373,19242411,Gag,C,75,0
FJ606374,19242411,Gag,C,87,0
FJ606375,19242411,Gag,C,90,0
FJ606376,19242411,Gag,C,85,0
FJ606378,19242411,Gag,C,84,0
FJ606379,19242411,Gag,C,80,0
FJ606380,19242411,Gag,C,85,0
FJ606381,19242411,Gag,C,92,0
FJ606382,19242411,Gag,C,83,0
FJ606383,19242411,Gag,C,83,0
FJ606384,19242411,Gag,C,75,0
FJ606385,19242411,Gag,C,74,0
FJ606386,19242411,Gag,C,77,1
FJ606387,19242411,Gag,C,79,0
FJ606388,19242411,Gag,C,83,0
FJ606389,19242411,Gag,C,84,0
FJ606390,19242411,Gag,C,87,0
FJ606391,19242411,Gag,C,85,0
FJ606392,19242411,Gag,C,87,0
FJ606393,19242411,Gag,C,81,0
FJ606395,19242411,Gag,C,88,0
FJ606396,19242411,Gag,C,85,0
FJ606397,19242411,Gag,C,92,0
FJ606398,19242411,Gag,C,87,0
FJ606399,19242411,Gag,C,82,0
FJ606400,19242411,Gag,C,87,0
FJ606401,19242411,Gag,C,87,0
FJ606402,19242411,Gag,C,95,0
FJ606403,19242411,Gag,C,93,0
FJ606404,19242411,Gag,C,80,0
FJ606405,19242411,Gag,C,78,0
FJ606406,19242411,Gag,C,79,0
FJ606407,19242411,Gag,C,81,0
FJ606409,19242411,Gag,C,81,0
FJ606410,19242411,Gag,C,83,0
FJ606411,19242411,Gag,C,74,0
FJ606413,19242411,Gag,C,83,0
FJ606414,19242411,Gag,C,80,0
FJ606415,19242411,Gag,C,85,1
FJ606416,19242411,Gag,C,89,0
FJ606417,19242411,Gag,C,78,0
FJ606418,19242411,Gag,C,88,0
FJ606419,19242411,Gag,C,91,0
FJ606420,19242411,Gag,C,78,0
FJ606421,19242411,Gag,C,83,0
FJ606422,19242411,Gag,C,91,0
FJ606423,19242411,Gag,C,104,0
FJ606424,19242411,Gag,C,73,0
FJ606425,19242411,Gag,C,82,0
FJ606426,19242411,Gag,C,92,0
FJ606427,19242411,Gag,C,84,0
FJ606428,19242411,Gag,C,74,0
FJ606429,19242411,Gag,C,76,0
FJ606430,19242411,Gag,C,84,0
FJ606431,19242411,Gag,C,82,0
FJ606432,19242411,Gag,C,80,0
FJ606433,19242411,Gag,C,79,0
FJ606434,19242411,Gag,C,77,0
FJ606435,19242411,Gag,C,89,0
FJ606436,19242411,Gag,C,77,0
FJ606437,19242411,Gag,C,78,0
FJ606438,19242411,Gag,C,85,0
FJ606439,19242411,Gag,C,86,0
FJ606440,19242411,Gag,C,89,0
FJ606441,19242411,Gag,C,92,0
FJ606442,19242411,Gag,C,84,0
FJ606443,19242411,Gag,C,75,0
FJ606444,19242411,Gag,C,86,0
FJ606445,19242411,Gag,C,86,0
FJ606446,19242411,Gag,C,85,0
FJ623475,20156095,Gag,A1,94,0
FJ623476,20156095,Gag,A1,90,0
FJ623477,20156095,Gag,A1,80,0
FJ623478,20156095,Gag,A1,90,0
FJ623479,20156095,Gag,A1,80,0
FJ623480,20156095,Gag,A1,85,0
FJ623481,20156095,Gag,A1,77,0
FJ623482,20156095,Gag,A1,76,0
FJ623483,20156095,Gag,A1,89,0
FJ623484,20156095,Gag,A1,86,0
FJ623485,20156095,Gag,A1,96,0
FJ623486,20156095,Gag,A1,88,0
FJ623487,20156095,Gag,A1,85,0
FJ623488,20156095,Gag,A1,90,0
FJ623489,20156095,Gag,A1C,86,0
FJ623490,20156095,Gag,A1D,82,0
FJ623491,20156095,Gag,A1D,87,0
FJ623492,20156095,Gag,A1A2D,78,0
FJ623493,20156095,Gag,A1A2CD,69,0
FJ623494,20156095,Gag,A1A2CD,71,0
FJ623495,20156095,Gag,DG,85,1
FJ667208,19091871,Gag,B,29,0
FJ667209,19091871,Gag,B,22,0
FJ667211,19091871,Gag,B,34,0
FJ667212,19091871,Gag,B,39,0
FJ667213,19091871,Gag,B,28,0
FJ667214,19091871,Gag,B,37,0
FJ667215,19091871,Gag,B,27,0
FJ667217,19091871,Gag,B,30,0
FJ667218,19091871,Gag,B,41,0
FJ667223,19091871,Gag,B,27,1
FJ667224,19091871,Gag,B,32,0
FJ667225,19091871,Gag,B,32,0
FJ667229,19091871,Gag,B,37,0
FJ667230,19091871,Gag,B,33,0
FJ667231,19091871,Gag,B,36,0
FJ667232,19091871,Gag,B,47,0
FJ667233,19091871,Gag,B,42,0
FJ667234,19091871,Gag,B,32,0
FJ667235,19091871,Gag,B,35,0
FJ667236,19091871,Gag,B,33,0
FJ667237,19091871,Gag,B,38,0
FJ667238,19091871,Gag,B,30,0
FJ667239,19091871,Gag,B,23,0
FJ667240,19091871,Gag,B,44,0
FJ667241,19091871,Gag,B,44,0
FJ667242,19091871,Gag,B,40,0
FJ667243,19091871,Gag,B,29,0
FJ667244,19091871,Gag,B,31,0
FJ667245,19091871,Gag,B,36,0
FJ667246,19091871,Gag,B,20,0
FJ667247,19091871,Gag,B,25,0
FJ667248,19091871,Gag,B,30,1
FJ667249,19091871,Gag,B,29,0
FJ667250,19091871,Gag,B,28,1
FJ667251,19091871,Gag,B,34,0
FJ667252,19091871,Gag,B,34,0
FJ667253,19091871,Gag,B,43,0
FJ667254,19091871,Gag,B,27,0
FJ667255,19091871,Gag,B,44,0
FJ667256,19091871,Gag,B,24,0
FJ670515,20707647,Gag,02A,80,1
FJ670517,20707647,Gag,14_BG,73,1
FJ670518,20707647,Gag,14_BG,79,1
FJ670519,20707647,Gag,A1,89,0
FJ670520,20707647,Gag,G,76,0
FJ670521,20707647,Gag,C,83,0
FJ670522,20707647,Gag,14_BG,73,1
FJ670523,20707647,Gag,A1,82,0
FJ670524,20707647,Gag,B,35,0
FJ670525,20707647,Gag,B,37,0
FJ670526,20707647,Gag,24_BG,86,1
FJ670527,20707647,Gag,DF1G,73,0
FJ670528,20707647,Gag,14_BG,81,1
FJ670530,20707647,Gag,G,73,1
FJ670531,20707647,Gag,B,25,0
FJ853501,19542300,Gag,C,71,0
FJ853502,19542300,Gag,C,79,0
FJ853503,19542300,Gag,C,86,0
FJ853504,19542300,Gag,C,87,0
FJ853505,19542300,Gag,A1C,80,0
FJ853506,19542300,Gag,A1C,74,0
FJ853507,19542300,Gag,C,93,0
FJ853508,19542300,Gag,A1,94,0
FJ853509,19542300,Gag,A1CD,66,0
FJ853511,19542300,Gag,A1,91,0
FJ853512,19542300,Gag,C,81,0
FJ853513,19542300,Gag,A1C,77,0
FJ853514,19542300,Gag,C,85,0
FJ853515,19542300,Gag,C,78,0
FJ853516,19542300,Gag,A1,90,0
FJ853518,19542300,Gag,A1,84,0
FJ853519,19542300,Gag,C,84,0
FJ853520,19542300,Gag,C,79,0
FJ853522,19542300,Gag,C,82,0
FJ853523,19542300,Gag,C,82,0
FJ853524,19542300,Gag,C,81,0
FJ853525,19542300,Gag,C,76,1
FJ853527,19542300,Gag,A1C,83,0
FJ853528,19542300,Gag,C,76,0
FJ853529,19542300,Gag,C,80,0
FJ853531,19542300,Gag,A1C,87,2
FJ853532,19542300,Gag,C,76,0
FJ853533,19542300,Gag,A1C,91,1
FJ853534,19542300,Gag,CD,76,0
FJ853535,19542300,Gag,C,77,0
FJ853536,19542300,Gag,A1CD,73,0
FJ853537,19542300,Gag,A1,96,0
FJ853538,19542300,Gag,A1,95,1
FJ853539,19542300,Gag,C,79,1
FJ853540,19542300,Gag,A1C,77,0
FJ853542,19542300,Gag,C,76,0
FJ853543,19542300,Gag,A1C,80,0
FJ853547,19542300,Gag,A1C,78,0
FJ853548,19542300,Gag,A1,95,0
FJ853549,19542300,Gag,C,77,0
FJ853550,19542300,Gag,A1,85,1
FJ853551,19542300,Gag,C,93,0
FJ853552,19542300,Gag,A1C,79,1
FJ853553,19542300,Gag,C,87,0
FJ853554,19542300,Gag,C,91,0
FJ853555,19542300,Gag,C,86,0
FJ853556,19542300,Gag,A1CD,67,0
FJ853557,19542300,Gag,C,80,0
FJ853559,19542300,Gag,C,93,0
FJ853560,19542300,Gag,C,90,0
FJ853561,19542300,Gag,C,80,0
FJ853562,19542300,Gag,C,83,0
FJ853563,19542300,Gag,C,73,0
FJ853564,19542300,Gag,C,92,1
FJ853565,19542300,Gag,A1C,98,0
FJ853566,19542300,Gag,C,78,0
FJ853567,19542300,Gag,C,77,0
FJ853568,19542300,Gag,A1D,56,0
FJ853569,19542300,Gag,C,76,0
FJ853570,19542300,Gag,A1CD,68,1
FJ853571,19542300,Gag,A1,94,0
FJ853572,19542300,Gag,A1,87,0
FJ853573,19542300,Gag,C,78,0
FJ853574,19542300,Gag,C,88,0
FJ853575,19542300,Gag,C,85,0
FJ853576,19542300,Gag,A1,83,0
FJ853577,19542300,Gag,A1,87,0
FJ853578,19542300,Gag,C,82,0
FJ853579,19542300,Gag,C,82,0
FJ853580,19542300,Gag,C,84,0
FJ853581,19542300,Gag,C,75,0
FJ853582,19542300,Gag,C,82,0
FJ853583,19542300,Gag,A1,85,0
FJ853584,19542300,Gag,C,84,0
FJ853585,19542300,Gag,A1C,71,0
FJ853586,19542300,Gag,C,85,0
FJ853587,19542300,Gag,A1C,84,1
FJ853588,19542300,Gag,D,48,0
FJ853589,19542300,Gag,A1,90,0
FJ853590,19542300,Gag,C,81,0
FJ853591,19542300,Gag,A1,80,1
FJ853620,20707647,Gag,B,31,0
FJ853621,20707647,Gag,BF1,38,1
FJ853622,20707647,Gag,B,23,0
FM877777,19678767,Gag,26_A5U,87,0
FM877778,19678767,Gag,26C,78,0
FM877779,19678767,Gag,26C,80,0
FM877780,19678767,Gag,26_A5U,83,0
FM877781,19678767,Gag,26_A5U,86,0
FM877782,19678767,Gag,26_A5U,87,0
FM877783,19678767,Gag,26C,78,0
FM877784,19678767,Gag,26CU,91,1
GQ371216,19690614,Gag,B,40,0
GQ371217,19690614,Gag,B,38,0
GQ371218,19690614,Gag,B,39,0
GQ371219,19690614,Gag,B,32,0
GQ371220,19690614,Gag,B,55,1
GQ371221,19690614,Gag,B,29,0
GQ371222,19690614,Gag,B,46,0
GQ371223,19690614,Gag,B,44,1
GQ371224,19690614,Gag,B,35,0
GQ371225,19690614,Gag,B,23,0
GQ371226,19690614,Gag,B,43,0
GQ371227,19690614,Gag,B,77,0
GQ371228,19690614,Gag,B,26,0
GQ371229,19690614,Gag,B,43,0
GQ371231,19690614,Gag,B,76,1
GQ371232,19690614,Gag,B,37,0
GQ371233,19690614,Gag,01_AE,102,0
GQ371234,19690614,Gag,B,31,0
GQ371235,19690614,Gag,B,43,0
GQ371236,19690614,Gag,B,40,0
GQ371237,19690614,Gag,B,55,0
