Accession,NumUnusuals
KU820843,0
KU820844,0
KU820845,2
KU820846,1
KU820847,0
KU820848,1
KU820849,1
KU820850,0
KU820851,2
KU820852,1
KU992928,1
KU992929,0
KU992930,0
KU992931,0
KU992932,0
KU992933,0
KU992934,0
KU992935,0
KU992936,1
KU992937,0
KX232596,0
KX232597,2
KX232598,3
KX232600,0
KX232601,2
KX232603,1
KX232604,1
KX232605,1
KX232607,6
KX232609,0
KX232610,0
KX232611,1
KX232612,0
KX232614,0
KX232616,0
KX232617,0
KX232618,0
KX232619,0
KX232620,0
KX232621,0
KX232622,0
KX232623,0
KX232624,0
KX232625,0
KX232626,0
KX232627,1
KX232628,0
KX232629,0
KX389608,1
KX389609,0
KX389610,0
KX389611,0
KX389612,0
KX389613,0
KX389614,0
KX389615,0
KX389616,0
KX389617,0
KX389618,1
KX389620,0
KX389621,2
KX389622,0
KX389623,1
KX389624,0
KX389625,0
KX389626,0
KX389627,0
KX389628,1
KX389629,0
KX389630,0
KX389631,1
KX389632,1
KX389633,0
KX389634,0
KX389635,1
KX389637,0
KX389638,0
KX389639,0
KX389640,0
KX389641,0
KX389642,0
KX389643,0
KX389644,1
KX389645,0
KX389646,1
KX389647,0
KX389648,0
KX389649,0
KX692903,0
KX692925,0
KX692941,0
KX692948,0
KX692969,0
KX692980,0
KX692997,0
KX693025,5
KX693036,1
KX693054,0
KX693065,0
KX693075,0
KX693092,0
KX693099,0
KX693100,0
KX693113,0
KX693131,0
KX693150,0
KX693166,0
KX693171,1
KX693190,0
KX693215,0
KX693238,0
KX693247,0
KX693265,1
KX693281,0
KX693301,0
KX693308,0
KX693314,0
KX693322,0
KX693338,0
KX693357,0
KX693366,0
KX693387,0
KX693393,1
KX693415,0
KX693430,0
KX693454,0
KX693468,0
KX693475,2
KX693489,4
KX693491,0
KX693496,1
KX693515,0
KX693533,0
KX756600,1
KX756601,0
KX756602,0
KX756603,0
KX756604,1
KX756605,0
KX756606,1
KX756607,1
KX756608,0
KX756609,1
KX756610,1
KX756611,0
KX756612,0
KX756613,1
KX756614,1
KX756615,1
KX907336,0
KX907337,0
KX907338,0
KX907339,0
KX907340,0
KX907341,0
KX907342,0
KX907343,1
KX907344,0
KX907345,0
KX907346,1
KX907347,0
KX907348,1
KX907349,0
KX907350,1
KX907351,0
KX907353,9
KX907354,0
KX907355,0
KX907356,1
KX907358,0
KX907359,0
KX907360,0
KX907361,1
KX907362,0
KX907363,0
KX907364,0
KX907365,0
KX907366,0
KX907367,1
KX907368,0
KX907369,1
KX907370,0
KX907371,1
KX907372,0
KX907373,1
KX907374,1
KX907375,1
KX907376,1
KX907377,0
KX907378,0
KX907379,0
KX907380,1
KX907381,0
KX907382,2
KX907383,0
KX907384,0
KX907385,0
KX907386,0
KX907387,1
KX907388,1
KX907389,0
KX907390,2
KX907391,1
KX907392,1
KX907393,1
KX907394,1
KX907395,1
KX907396,0
KX907397,2
KX907398,0
KX907399,0
KX907400,1
KX907401,0
KX907402,0
KX907403,0
KX907405,0
KX907406,1
KX907407,1
KX907408,0
KX907409,0
KX907410,0
KX907411,0
KX907412,0
KX907413,0
KX907414,1
KX907415,0
KX907416,0
KX907417,0
KX907418,0
KX907419,1
KX907420,0
KX907421,1
KX907422,0
KX907423,1
KX907424,0
KX907425,2
KX907426,1
KX907427,0
KX907428,1
KX907429,0
KX907430,0
KX907431,0
KX907432,0
KX907433,1
KX983542,0
KX983566,0
KX983624,0
KX983643,0
KX983685,0
KX983732,0
KX983765,0
KX983797,0
KX983831,0
KX983851,1
KX983891,0
KY111965,1
KY111987,0
KY112197,1
KY112259,0
KY112360,1
KY112522,0
KY229251,1
KY229257,0
KY229265,2
KY229291,0
KY229314,0
KY229316,0
KY229337,0
KY229347,0
KY229356,3
KY229379,0
KY229391,0
KY229397,0
KY229414,0
KY229423,0
KY229434,2
KY229450,0
KY229460,0
KY229472,1
KY229484,0
KY229510,0
KY229518,0
KY229519,1
KY229533,0
KY229542,0
KY229554,0
KY229565,0
KY229617,0
KY229633,0
KY229639,0
KY229650,2
KY229661,1
KY229671,1
KY229675,1
KY392767,2
KY392768,1
KY392769,1
KY392770,0
KY392771,0
KY392772,1
KY392773,2
KY392774,0
KY392776,0
KY392777,0
KY392778,0
KY392779,4
KY392780,1
KY658683,1
KY658684,0
KY658685,0
KY658686,0
KY658687,0
KY658688,0
KY658689,0
KY658690,2
KY658691,0
KY658692,0
KY658702,0
L22939,1
L22942,1
L22943,1
L22948,2
L22949,1
L22950,1
L22955,1
L22957,0
L23065,0
U04908,1
U08441,1
U08443,1
U08446,0
U08447,2
U08448,1
U08450,1
U08451,0
U08452,0
U08456,1
U08457,0
U08458,0
U27419,2
U27445,1
U39233,2
U39234,0
U39237,0
U39239,1
U39240,0
U39241,2
U39244,0
U39245,0
U39250,1
U39253,0
U39255,1
U39258,4
U84794,1
U84795,1
U84799,1
U84800,0
U84806,1
U84811,0
U84814,0
U84817,1
U84819,0
U84821,0
U84823,0
U84827,0
U84831,0
U84833,0
U84840,0
U84841,0
U84848,1
U84850,0
U84854,1
U84857,0
U84884,0
U84886,0
U88822,1
U88825,1
U88826,1
