Accession,PMID,Gene,Subtype,NumAAChanges,NumInsertions,NumDeletions,NumStopCodons,NumApobecs,NumUnusuals,NumFrameShifts
GU458537,20567513,gag,01_AE,83,1,5,2,0,1,3
GU458538,20567513,gag,01_AE,80,1,5,2,0,1,3
GU458539,20567513,gag,01_AE,82,1,3,0,0,0,1
GU458540,20567513,gag,01_AE,80,1,3,0,0,0,1
GU458541,20567513,gag,01_AE,81,1,3,0,0,0,1
GU458542,20567513,gag,01_AE,80,0,3,0,1,1,1
GU458543,20567513,gag,01_AE,89,1,8,2,0,1,3
GU458544,20567513,gag,01_AE,84,1,5,2,0,1,3
GU458545,20567513,gag,01_AE,82,1,3,0,0,0,2
GU458547,20567513,gag,01_AE,86,1,6,0,0,1,1
GU458548,20567513,gag,01_AE,83,1,6,0,0,2,1
GU458550,20567513,gag,01_AE,83,1,3,0,0,2,1
GU458551,20567513,gag,01_AE,82,1,3,0,0,0,1
GU458552,20567513,gag,01_AE,74,1,3,0,0,0,1
GU458553,20567513,gag,01_AE,82,1,3,0,0,2,2
GU458554,20567513,gag,01_AE,73,1,3,0,0,0,2
GU458555,20567513,gag,01_AE,86,1,6,0,0,0,1
GU458556,20567513,gag,01_AE,88,1,6,0,0,0,2
GU458557,20567513,gag,01_AE,90,1,3,0,0,0,1
GU458558,20567513,gag,01_AE,80,1,3,0,0,1,1
GU458559,20567513,gag,01_AE,76,1,3,0,0,1,1
GU458560,20567513,gag,01_AE,75,1,3,0,0,1,1
GU458561,20567513,gag,01_AE,74,1,3,0,0,1,1
GU458562,20567513,gag,01_AE,80,1,3,0,0,0,1
GU458563,20567513,gag,01_AE,78,1,3,0,0,0,1
GU458564,20567513,gag,01_AE,83,1,11,0,0,0,1
GU458565,20567513,gag,01_AE,87,1,11,0,0,0,1
GU458566,20567513,gag,01_AE,82,1,6,0,0,0,1
GU458567,20567513,gag,01_AE,79,1,7,0,0,0,1
GU458569,20567513,gag,01_AE,86,0,3,0,0,0,0
GU458570,20567513,gag,01_AE,84,1,3,0,0,2,1
GU458571,20567513,gag,01_AE,80,1,2,0,0,0,1
GU458572,20567513,gag,01_AE,79,1,6,0,0,0,1
GU458573,20567513,gag,01_AE,74,0,3,0,0,0,0
GU458575,20567513,gag,01_AE,79,1,6,0,0,0,1
GU458576,20567513,gag,01_AE,82,0,4,0,0,0,0
GU458577,20567513,gag,01_AE,74,1,3,0,0,0,1
GU458579,20567513,gag,01_AE,82,1,3,0,0,1,1
GU458580,20567513,gag,01_AE,80,1,3,0,0,1,1
GU458581,20567513,gag,01_AE,79,1,3,0,0,0,1
GU458582,20567513,gag,01_AE,78,1,3,0,0,0,1
GU458585,20567513,gag,01_AE,81,0,4,0,0,0,0
GU458586,20567513,gag,01_AE,87,0,4,0,0,1,1
GU458589,20567513,gag,01_AE,81,1,4,0,0,0,1
GU458590,20567513,gag,01_AE,83,1,4,0,0,2,1
GU458591,20567513,gag,01_AE,84,1,9,0,0,1,1
GU458592,20567513,gag,01_AE,81,1,9,0,0,5,1
GU458593,20567513,gag,01_AE,79,2,2,0,0,0,2
GU458599,20567513,gag,01_AE,98,1,3,0,0,1,1
GU458600,20567513,gag,01_AE,86,1,3,0,0,0,1
GU458602,20567513,gag,01_AE,77,1,5,2,0,3,3
GU458603,20567513,gag,01_AE,78,1,5,2,0,1,3
GU458604,20567513,gag,01_AE,83,0,5,2,0,2,2
GU458609,20567513,gag,01_AE,86,1,3,0,2,3,2
GU458610,20567513,gag,01_AE,80,1,3,0,0,0,1
GU458612,20567513,gag,01_AE,78,1,3,0,0,0,1
GU458613,20567513,gag,01_AE,74,1,3,0,0,0,1
GU458614,20567513,gag,01_AE,76,1,2,0,0,0,1
GU458615,20567513,gag,01_AE,71,1,2,0,0,0,1
GU458616,20567513,gag,01_AE,80,1,3,0,0,0,1
GU458617,20567513,gag,01_AE,82,1,3,0,0,1,1
GU458618,20567513,gag,01_AE,84,1,5,0,0,1,1
GU458619,20567513,gag,01_AE,80,1,6,0,0,0,1
GU458621,20567513,gag,01_AE,72,1,3,0,0,0,1
GU458622,20567513,gag,01_AE,82,1,3,0,0,0,1
GU458624,20567513,gag,01_AE,84,1,3,0,0,0,1
GU458625,20567513,gag,01_AE,86,1,3,0,0,1,2
GU458627,20567513,gag,01_AE,77,1,3,0,0,0,1
GU458628,20567513,gag,01_AE,79,1,3,0,0,0,2
GU458629,20567513,gag,01_AE,82,1,3,0,0,1,2
GU458630,20567513,gag,01_AE,75,1,3,0,0,0,1
GU458631,20567513,gag,01_AE,84,0,8,0,0,0,1
GU458632,20567513,gag,01_AE,88,0,9,1,0,2,3
GU458636,20567513,gag,01_AE,82,1,3,0,0,1,1
GU458637,20567513,gag,01_AE,76,1,6,0,0,0,1
GU458638,20567513,gag,01_AE,82,1,3,0,0,0,1
GU458639,20567513,gag,01_AE,73,1,2,1,0,2,3
GU458640,20567513,gag,01_AE,71,0,2,1,0,2,3
GU458641,20567513,gag,01_AE,80,2,3,0,0,0,2
GU458642,20567513,gag,01_AE,80,2,3,0,0,0,2
GU458643,20567513,gag,01_AE,86,1,5,2,0,2,3
GU458644,20567513,gag,01_AE,79,1,3,0,0,0,2
GU458647,20567513,gag,01_AE,84,1,3,0,0,1,3
GU458653,20567513,gag,01_AE,78,1,7,0,0,0,1
GU458654,20567513,gag,01_AE,84,1,5,2,0,1,3
GU458655,20567513,gag,01_AE,75,1,3,0,0,0,1
GU458656,20567513,gag,01_AE,77,1,3,0,0,1,1
GU458660,20567513,gag,01_AE,78,0,4,0,0,0,0
GU458661,20567513,gag,01_AE,77,0,4,0,0,0,0
GU458668,20567513,gag,01_AE,93,1,13,1,0,2,3
GU458669,20567513,gag,01_AE,77,2,2,0,0,1,3
GU458676,20567513,gag,01_AE,88,1,11,1,0,2,3
GU458682,20567513,gag,01_AE,81,0,4,0,0,0,0
GU458684,20567513,gag,01_AE,75,1,3,0,0,0,1
GU458705,20567513,gag,01_AE,80,1,6,0,0,1,1
GU458706,20567513,gag,01_AE,88,1,6,0,0,1,1
GU458708,20567513,gag,01_AE,78,1,3,0,0,0,1
GU458709,20567513,gag,01_AE,80,1,3,0,0,0,1
GU458711,20567513,gag,01_AE,84,1,3,0,0,0,1
GU458712,20567513,gag,01_AE,80,1,3,0,0,0,1
GU458713,20567513,gag,01_AE,76,1,4,0,0,1,1
GU458714,20567513,gag,01_AE,83,1,3,0,0,0,2
GU458715,20567513,gag,01_AE,75,1,3,0,0,0,1
GU458716,20567513,gag,01_AE,78,1,3,0,0,0,1
GU458718,20567513,gag,01_AE,81,0,9,2,0,1,2
GU458740,20567513,gag,01_AE,86,1,4,0,0,1,1
GU458760,20567513,gag,01_AE,77,1,4,0,0,0,1
GU458773,20567513,gag,01_AE,73,1,2,0,0,1,2
HM026455,20398371,gag,BF1,74,0,6,0,0,2,2
HM026456,20398371,gag,46_BF,77,0,6,0,0,6,1
HM026457,20398371,gag,46_BF,72,1,6,0,0,0,1
HM026458,20398371,gag,46_BF,69,0,6,0,0,0,1
HM026460,20398371,gag,46_BF,77,0,6,0,0,1,1
HM586187,19454710,gag,B,27,0,0,1,0,0,2
HM586191,19454710,gag,B,31,0,0,0,0,0,0
HM586198,19454710,gag,B,38,2,0,0,0,1,2
HM586206,19454710,gag,B,24,0,0,0,0,1,2
HM586210,19454710,gag,B,30,1,1,0,0,0,2
HM593106,20702636,gag,C,81,1,8,0,0,0,2
HM593107,20702636,gag,C,72,0,9,0,0,0,1
HM593108,20702636,gag,C,81,1,9,0,0,3,1
HM593109,20702636,gag,C,75,0,8,0,0,1,2
HM593112,20702636,gag,C,74,1,8,1,0,2,3
HM593113,20702636,gag,C,87,1,10,0,0,1,1
HM593115,20702636,gag,C,86,0,7,1,0,0,3
HM593121,20702636,gag,C,77,1,8,0,0,0,1
HM593122,20702636,gag,C,84,0,8,0,0,0,0
HM593128,20702636,gag,C,75,0,8,0,0,1,1
HM593129,20702636,gag,C,84,0,8,0,0,0,0
HM593131,20702636,gag,C,84,0,9,0,0,1,1
HM593132,20702636,gag,C,78,0,9,0,0,0,0
HM593133,20702636,gag,C,76,2,5,0,0,1,2
HM593136,20702636,gag,C,82,0,8,0,0,1,0
HM593149,20702636,gag,C,78,0,8,1,0,1,0
HM593157,20702636,gag,C,78,1,8,0,0,1,1
HM593158,20702636,gag,C,76,1,9,0,0,0,1
HM593162,20702636,gag,C,83,0,12,0,0,1,0
HM593166,20702636,gag,C,81,1,8,0,0,2,1
HM593173,20702636,gag,C,85,0,8,0,0,4,2
HM593177,20702636,gag,C,78,0,8,0,0,2,0
HM593186,20702636,gag,C,91,0,8,0,0,0,1
HM593187,20702636,gag,C,80,0,8,0,0,2,0
HM593193,20702636,gag,C,89,0,10,0,0,0,1
HM593194,20702636,gag,C,83,0,8,0,0,1,0
HM593195,20702636,gag,C,77,1,9,0,0,0,1
HM593201,20702636,gag,C,72,0,8,0,0,0,1
HM593204,20702636,gag,C,71,0,8,0,0,0,0
HM593205,20702636,gag,C,83,0,8,0,0,1,0
HM593206,20702636,gag,C,87,0,8,0,0,2,0
HM593207,20702636,gag,C,78,1,9,0,0,0,2
HM593211,20702636,gag,C,78,1,9,0,0,1,2
HM593213,20702636,gag,C,87,1,10,0,0,0,1
HM593215,20702636,gag,C,93,1,7,0,0,3,1
HM593217,20702636,gag,C,86,1,9,0,0,1,2
HM593218,20702636,gag,C,77,0,10,0,0,1,2
HM593219,20702636,gag,C,82,1,9,0,0,1,1
HM593222,20702636,gag,C,76,0,8,0,0,0,0
HM593224,20702636,gag,C,90,0,9,0,0,3,1
HM593226,20702636,gag,C,77,1,9,0,0,1,1
HM593227,20702636,gag,C,85,0,9,0,0,0,0
HM593228,20702636,gag,C,78,1,8,0,0,0,2
HM593229,20702636,gag,C,77,0,8,0,0,0,0
HM593230,20702636,gag,C,79,0,10,0,0,0,2
HM593231,20702636,gag,C,81,1,9,1,0,0,1
HM593235,20702636,gag,C,77,1,9,0,0,0,1
HM593237,20702636,gag,C,69,0,9,0,0,0,3
HM593238,20702636,gag,C,72,2,9,0,0,1,2
HM593242,20702636,gag,C,81,0,9,0,0,0,0
HM593243,20702636,gag,C,73,0,8,0,0,0,1
HM593244,20702636,gag,C,75,0,9,1,0,0,2
HM593246,20702636,gag,C,83,1,10,0,0,2,2
HM593247,20702636,gag,C,79,1,9,0,0,2,1
HM593253,20702636,gag,C,82,0,8,1,0,3,0
HM593254,20702636,gag,C,74,1,8,0,0,1,1
HM593255,20702636,gag,C,74,1,9,0,0,0,1
HM593256,20702636,gag,C,80,0,8,0,0,1,2
HM593257,20702636,gag,C,83,0,8,0,0,1,0
HM593258,20702636,gag,C,74,0,9,1,0,0,0
HM593259,20702636,gag,C,75,0,8,0,0,0,0
HM593260,20702636,gag,C,77,1,8,0,0,2,2
HM593261,20702636,gag,C,77,0,8,0,0,0,0
HM593262,20702636,gag,C,82,1,8,0,1,1,1
HM593263,20702636,gag,C,87,0,9,0,0,0,1
HM593265,20702636,gag,C,87,1,11,0,0,3,2
HM593266,20702636,gag,C,73,0,8,0,0,1,0
HM593267,20702636,gag,C,70,1,9,0,0,0,1
HM593268,20702636,gag,C,76,0,8,0,0,2,1
HM593269,20702636,gag,C,83,0,9,0,0,0,0
HM593270,20702636,gag,C,73,2,10,0,0,1,3
HM593271,20702636,gag,C,79,1,10,0,0,0,2
HM593272,20702636,gag,C,82,0,8,0,0,1,1
HM593273,20702636,gag,C,82,0,12,1,0,1,0
HM593274,20702636,gag,C,83,1,9,0,0,0,2
HM593275,20702636,gag,C,85,0,16,0,0,1,1
HM593276,20702636,gag,C,77,0,8,0,0,2,0
HM593277,20702636,gag,C,82,0,8,0,0,1,1
HM593278,20702636,gag,C,79,0,9,0,0,1,0
HM593279,20702636,gag,C,92,1,10,0,0,0,1
HM593280,20702636,gag,C,91,0,10,0,0,1,1
HM593281,20702636,gag,C,84,0,9,0,0,1,1
HM593282,20702636,gag,C,91,1,9,0,0,0,1
HM593283,20702636,gag,C,74,2,8,0,0,1,2
HM593284,20702636,gag,C,78,1,7,0,0,0,2
HM593285,20702636,gag,C,83,0,9,1,0,3,0
HM593286,20702636,gag,C,76,0,8,0,0,0,0
HM593288,20702636,gag,C,74,1,9,0,0,1,2
HM593289,20702636,gag,C,80,2,8,0,0,0,3
HM593290,20702636,gag,C,77,1,10,0,0,1,2
HM593291,20702636,gag,C,80,0,8,0,0,2,0
HM593293,20702636,gag,C,79,1,9,0,0,0,1
HM593294,20702636,gag,C,84,2,13,0,0,3,2
HM593295,20702636,gag,C,87,0,8,1,0,1,0
HM593296,20702636,gag,C,84,0,8,0,0,0,1
HM593297,20702636,gag,C,81,1,11,0,0,0,1
HM593298,20702636,gag,C,82,1,11,0,0,0,1
HM593299,20702636,gag,C,87,1,9,0,0,3,2
HM593300,20702636,gag,C,79,0,8,0,0,0,1
HM593301,20702636,gag,C,83,0,11,0,0,1,0
HM593302,20702636,gag,C,89,0,8,0,0,2,0
HM593303,20702636,gag,C,80,1,9,0,0,0,1
HM593304,20702636,gag,C,94,0,9,0,0,4,2
HM593305,20702636,gag,C,80,0,10,0,0,0,0
HM593306,20702636,gag,C,81,1,10,0,0,0,1
HM593307,20702636,gag,C,84,1,10,0,0,0,2
HM593308,20702636,gag,C,75,1,9,0,0,1,3
HM593309,20702636,gag,C,80,0,9,0,0,0,0
HM593310,20702636,gag,C,79,1,9,0,0,2,1
HM593311,20702636,gag,C,76,1,9,0,0,0,1
HM593312,20702636,gag,C,72,1,9,0,0,0,1
HM593313,20702636,gag,C,89,0,11,0,0,2,2
HM593315,20702636,gag,C,77,1,8,1,0,1,1
HM593316,20702636,gag,C,93,1,9,0,0,4,2
HM593317,20702636,gag,C,81,0,8,0,0,0,1
HM593318,20702636,gag,C,73,1,6,0,0,0,2
HM593320,20702636,gag,C,77,1,8,0,0,0,1
HM593321,20702636,gag,C,80,0,9,0,0,1,0
HM593322,20702636,gag,C,82,0,8,0,0,0,0
HM593323,20702636,gag,C,88,0,8,0,0,1,0
HM593324,20702636,gag,C,81,1,10,0,0,0,2
HM593325,20702636,gag,C,73,2,10,0,0,1,2
HM593326,20702636,gag,C,81,0,9,0,0,0,0
HM593327,20702636,gag,C,98,0,8,1,0,0,3
HM593328,20702636,gag,C,73,0,8,0,0,1,0
HM593329,20702636,gag,C,73,0,11,0,0,0,1
HM593330,20702636,gag,C,78,0,8,0,0,1,1
HM593331,20702636,gag,C,84,1,9,0,0,0,2
HM593332,20702636,gag,C,82,0,9,0,0,0,0
HM593333,20702636,gag,C,73,0,8,0,0,2,1
HM593335,20702636,gag,C,79,1,10,0,0,0,2
HM593336,20702636,gag,C,84,0,9,0,0,1,0
HM593337,20702636,gag,C,80,1,9,0,0,0,1
HM593338,20702636,gag,C,75,0,8,0,0,0,0
HM593339,20702636,gag,C,81,1,10,0,0,2,2
HM593340,20702636,gag,C,87,1,15,0,0,1,1
HM593341,20702636,gag,C,79,0,9,0,0,0,0
HM593342,20702636,gag,C,92,0,9,0,1,6,0
HM593343,20702636,gag,C,77,0,8,0,0,1,0
HM593344,20702636,gag,C,83,1,8,0,0,1,2
HM593346,20702636,gag,C,88,1,10,0,0,1,2
HM593348,20702636,gag,C,81,1,10,0,0,1,1
HM593349,20702636,gag,C,73,0,8,0,0,0,0
HM593350,20702636,gag,C,78,0,8,0,0,0,1
HM593351,20702636,gag,C,81,0,9,0,0,0,0
HM593352,20702636,gag,C,75,1,8,0,0,0,1
HM593353,20702636,gag,C,78,0,9,0,0,0,1
HM593354,20702636,gag,C,80,0,9,0,0,0,0
HM593355,20702636,gag,C,78,0,7,0,0,1,0
HM593356,20702636,gag,C,78,1,8,0,0,1,2
HM593357,20702636,gag,C,82,1,9,0,0,0,2
HM593358,20702636,gag,C,86,1,8,0,0,1,2
HM593359,20702636,gag,C,87,3,9,1,0,5,3
HM593360,20702636,gag,C,81,1,9,0,0,0,1
HM593361,20702636,gag,C,90,0,8,0,0,4,1
HM593362,20702636,gag,C,91,0,9,0,0,0,0
HM593363,20702636,gag,C,79,1,9,0,0,2,2
HM593364,20702636,gag,C,68,0,10,0,0,0,0
HM593366,20702636,gag,C,81,2,8,0,0,4,2
HM593367,20702636,gag,C,82,1,8,0,0,1,1
HM593368,20702636,gag,C,68,0,7,0,0,2,0
HM593369,20702636,gag,C,85,0,8,0,0,0,0
HM593370,20702636,gag,C,79,0,8,0,0,0,1
HM593371,20702636,gag,C,80,1,10,0,0,1,1
HM593372,20702636,gag,C,86,1,10,0,0,1,3
HM593374,20702636,gag,C,73,1,9,0,0,1,1
HM593375,20702636,gag,C,76,1,9,0,0,2,3
HM593377,20702636,gag,C,77,1,9,0,0,0,1
HM593378,20702636,gag,C,87,1,9,0,0,1,2
HM593379,20702636,gag,C,82,1,10,0,0,0,1
HM593380,20702636,gag,C,79,1,9,0,0,0,1
HM593381,20702636,gag,C,88,1,10,0,0,0,2
HM593382,20702636,gag,C,75,1,9,0,0,1,3
HM593383,20702636,gag,C,87,1,15,0,0,4,2
HM593384,20702636,gag,C,75,1,7,1,0,0,3
HM593385,20702636,gag,C,84,1,8,0,0,1,2
HM593386,20702636,gag,C,82,0,9,0,0,0,0
HM593387,20702636,gag,C,81,1,9,0,0,0,1
HM593389,20702636,gag,C,77,0,8,0,0,0,0
HM593390,20702636,gag,C,90,0,8,0,0,2,0
HM593391,20702636,gag,C,82,1,9,0,0,0,1
HM593392,20702636,gag,C,79,0,8,0,0,1,0
HM593393,20702636,gag,C,89,0,10,1,0,0,1
HM593394,20702636,gag,C,86,0,13,0,0,2,3
HM593396,20702636,gag,C,78,1,10,0,0,1,2
HM593397,20702636,gag,C,80,1,9,0,0,1,2
HM593398,20702636,gag,C,84,0,9,0,0,3,0
HM593399,20702636,gag,C,87,1,9,0,0,0,3
HM593400,20702636,gag,C,87,1,9,0,0,0,3
HM593401,20702636,gag,C,77,0,8,1,0,2,0
HM593402,20702636,gag,C,69,0,8,0,0,0,1
HM593403,20702636,gag,C,86,0,8,0,0,0,0
HM593404,20702636,gag,C,73,0,8,0,0,0,1
HM593405,20702636,gag,C,84,1,9,0,0,0,2
HM593407,20702636,gag,C,82,0,7,0,0,3,0
HM593408,20702636,gag,C,84,1,9,0,0,0,1
HM593409,20702636,gag,C,81,0,8,0,0,0,0
HM593410,20702636,gag,C,83,0,11,2,0,5,1
HM593411,20702636,gag,C,77,0,8,0,0,0,0
HM593412,20702636,gag,C,80,0,9,0,0,1,0
HM593413,20702636,gag,C,78,1,8,0,0,1,1
HM593414,20702636,gag,C,72,0,8,0,0,0,2
HM593415,20702636,gag,C,80,0,8,0,0,2,1
HM593416,20702636,gag,C,82,1,9,0,0,1,2
HM593418,20702636,gag,C,89,0,8,0,0,2,1
HM593419,20702636,gag,C,77,1,8,0,0,0,1
HM593420,20702636,gag,C,86,0,12,0,0,3,1
HM593421,20702636,gag,C,67,1,7,0,0,0,1
HM593422,20702636,gag,C,78,0,10,0,0,0,1
HM593423,20702636,gag,C,92,1,7,1,0,3,2
HM593425,20702636,gag,C,85,0,12,0,0,0,0
HM593426,20702636,gag,C,94,0,8,0,0,1,0
HM593427,20702636,gag,C,86,0,9,0,0,0,0
HM593429,20702636,gag,C,83,0,11,0,0,5,0
HM593430,20702636,gag,C,78,0,8,0,0,0,0
HM593431,20702636,gag,C,81,0,9,0,0,0,1
HM593432,20702636,gag,C,78,1,13,1,0,2,3
HM593433,20702636,gag,C,77,1,9,0,0,1,1
HM593434,20702636,gag,C,84,0,11,0,0,0,0
HM593435,20702636,gag,C,89,2,8,1,0,2,3
HM593436,20702636,gag,C,85,1,8,0,1,1,1
HM593437,20702636,gag,C,85,0,9,0,0,0,1
HM593438,20702636,gag,C,89,0,12,0,0,1,1
HM593440,20702636,gag,C,88,1,9,1,0,5,2
HM593441,20702636,gag,C,73,0,9,0,0,2,0
HM593442,20702636,gag,C,73,1,10,0,0,0,1
HM593443,20702636,gag,C,70,0,8,0,0,0,1
HM593444,20702636,gag,C,77,1,9,0,0,0,1
HM593445,20702636,gag,C,70,1,9,0,0,0,2
HM593446,20702636,gag,C,84,0,8,0,0,1,0
HM593447,20702636,gag,C,77,1,9,0,0,1,3
HM593448,20702636,gag,C,87,0,8,1,0,1,0
HM593449,20702636,gag,C,82,0,8,0,0,0,0
HM593450,20702636,gag,C,86,1,9,0,0,1,1
HM593451,20702636,gag,C,91,0,8,0,0,1,1
HM593452,20702636,gag,C,82,0,11,0,0,2,2
HM593453,20702636,gag,C,77,0,8,1,0,1,0
HM593454,20702636,gag,C,78,0,9,0,0,0,0
HM593455,20702636,gag,C,80,0,9,0,0,2,1
HM593456,20702636,gag,C,85,0,9,0,0,0,0
HM593457,20702636,gag,C,73,0,9,0,0,1,1
HM593458,20702636,gag,C,81,1,9,0,0,0,2
HM593459,20702636,gag,C,88,0,8,0,0,1,1
HM593460,20702636,gag,C,74,0,9,0,0,0,0
HM593461,20702636,gag,C,79,1,10,0,0,0,1
HM593462,20702636,gag,C,71,1,9,0,0,0,1
HM593463,20702636,gag,C,86,1,12,0,0,2,1
HM593464,20702636,gag,C,82,0,9,0,0,1,0
HM593466,20702636,gag,C,75,1,9,0,0,0,1
HM593468,20702636,gag,C,77,1,9,0,0,1,2
HM593470,20702636,gag,C,79,2,9,0,0,1,2
HM593471,20702636,gag,C,83,0,8,0,0,0,0
HM593473,20702636,gag,C,76,1,8,0,0,0,1
HM593475,20702636,gag,C,82,0,11,0,0,2,0
HM593478,20702636,gag,C,74,1,8,0,0,0,1
HM593479,20702636,gag,C,84,1,10,1,0,3,2
HM593483,20702636,gag,C,75,1,9,0,0,1,1
HM593484,20702636,gag,C,85,1,8,0,1,2,2
HM593486,20702636,gag,C,86,0,8,0,0,1,1
HM593489,20702636,gag,C,77,0,7,0,0,1,0
HM593494,20702636,gag,C,81,0,8,0,0,1,2
HM593499,20702636,gag,C,82,0,10,0,0,0,0
HM593500,20702636,gag,C,75,0,8,0,0,0,0
HM593501,20702636,gag,C,85,1,11,0,0,0,2
HM593502,20702636,gag,C,83,0,9,0,0,1,1
HM593503,20702636,gag,C,87,1,9,0,0,0,1
HM593505,20702636,gag,C,86,0,8,0,0,1,0
HM593507,20702636,gag,C,84,0,9,0,0,2,1
HM593510,20702636,gag,C,68,0,8,0,0,0,1
HQ197984,21174631,gag,B,36,0,0,0,0,1,0
HQ197985,21174631,gag,B,27,0,0,0,1,2,0
HQ197986,21174631,gag,B,18,0,0,0,0,1,0
HQ197987,21174631,gag,B,24,0,0,0,1,0,0
HQ197988,21174631,gag,B,13,0,0,0,0,0,1
HQ197990,21174631,gag,BC,49,1,4,0,0,0,1
HQ215552,21645646,gag,07_BC,76,1,12,1,0,2,3
HQ215553,21645646,gag,01_AE,86,1,3,0,0,2,1
HQ215554,21645646,gag,B,37,1,0,0,0,1,2
HQ215555,21645646,gag,01_AE,85,1,3,0,0,0,1
HQ215556,21645646,gag,B,38,0,0,0,0,1,0
HQ215568,21645646,gag,B,35,0,0,0,0,0,0
HQ215569,21645646,gag,01_AE,87,1,2,0,0,0,2
HQ215570,21645646,gag,01_AE,85,1,3,0,0,1,1
HQ215572,21645646,gag,01_AE,85,1,3,0,0,0,1
HQ215573,21645646,gag,01_AE,89,1,3,0,0,0,1
HQ215574,21645646,gag,01_AE,86,0,5,0,0,0,0
HQ215575,21645646,gag,01_AE,87,0,5,0,0,0,0
HQ215576,21645646,gag,01_AE,86,0,5,0,0,0,0
HQ215577,21645646,gag,B,35,0,0,0,0,0,0
HQ696791,21289112,gag,C,94,0,14,2,0,1,2
HQ696792,21289112,gag,C,82,0,10,0,0,0,0
HQ696793,21289112,gag,C,83,0,10,0,0,0,0
HQ696794,21289112,gag,C,83,0,9,0,0,0,0
HQ696795,21289112,gag,C,72,0,9,0,0,0,0
HQ696796,21289112,gag,C,73,0,8,0,0,1,0
HQ696797,21289112,gag,C,68,0,9,0,0,0,0
HQ696798,21289112,gag,C,76,0,9,0,0,0,0
HQ696799,21289112,gag,C,72,0,11,0,0,2,1
HQ696800,21289112,gag,C,80,0,10,0,0,0,0
HQ696801,21289112,gag,C,75,0,9,0,0,1,0
HQ696802,21289112,gag,C,88,0,9,0,0,1,0
HQ696803,21289112,gag,C,75,0,8,0,0,0,0
HQ696804,21289112,gag,C,70,0,9,0,0,0,0
HQ696805,21289112,gag,C,84,0,9,0,0,0,0
HQ696806,21289112,gag,C,83,0,7,0,0,1,0
HQ696807,21289112,gag,C,83,0,17,0,0,0,0
HQ696808,21289112,gag,C,85,0,9,0,0,0,0
HQ696809,21289112,gag,C,83,0,9,0,0,1,0
HQ696810,21289112,gag,C,88,0,9,0,0,0,0
HQ696811,21289112,gag,C,81,0,9,0,0,1,0
HQ696812,21289112,gag,C,88,0,9,0,0,0,0
HQ696813,21289112,gag,C,83,0,9,0,0,1,0
HQ696814,21289112,gag,C,68,0,9,0,0,0,2
HQ696815,21289112,gag,C,80,0,10,0,0,0,0
HQ696816,21289112,gag,C,83,0,8,0,0,1,0
HQ696817,21289112,gag,C,80,0,9,0,0,1,2
HQ696818,21289112,gag,C,89,0,9,0,0,1,0
HQ696819,21289112,gag,C,84,0,9,0,0,1,0
HQ696820,21289112,gag,C,77,0,9,0,0,0,0
HQ696821,21289112,gag,C,78,0,13,0,0,0,0
HQ696822,21289112,gag,C,79,0,9,0,0,0,0
HQ696823,21289112,gag,C,89,0,9,0,0,1,0
HQ696824,21289112,gag,C,72,0,11,0,0,0,0
HQ696825,21289112,gag,C,78,0,6,0,0,0,0
HQ696826,21289112,gag,C,86,0,9,0,0,0,0
HQ696827,21289112,gag,C,87,0,13,0,0,2,0
HQ696828,21289112,gag,C,84,0,9,0,0,0,0
HQ696829,21289112,gag,C,81,0,10,0,0,0,0
HQ696830,21289112,gag,C,75,0,7,0,0,1,0
HQ696831,21289112,gag,C,78,0,10,0,0,1,0
HQ696832,21289112,gag,C,89,0,8,0,0,1,0
HQ696833,21289112,gag,C,80,0,9,0,0,0,0
HQ696834,21289112,gag,C,83,0,10,0,0,1,0
HQ696835,21289112,gag,C,81,0,9,0,0,1,0
HQ696836,21289112,gag,C,82,0,11,0,0,0,0
HQ696837,21289112,gag,C,81,0,9,0,0,1,0
HQ696838,21289112,gag,C,83,0,10,0,0,0,0
HQ696839,21289112,gag,C,82,0,9,0,0,1,0
HQ696840,21289112,gag,C,74,0,10,0,0,0,0
HQ696841,21289112,gag,C,85,0,10,0,0,1,0
HQ696842,21289112,gag,C,84,0,9,1,0,0,0
HQ696843,21289112,gag,C,73,0,7,0,0,1,0
HQ696844,21289112,gag,C,76,0,9,0,0,0,0
HQ696845,21289112,gag,C,75,0,9,0,0,1,0
HQ696846,21289112,gag,C,82,0,9,1,0,1,0
HQ696847,21289112,gag,C,81,0,10,0,0,1,0
HQ696848,21289112,gag,C,77,0,9,0,0,2,0
HQ696849,21289112,gag,C,80,0,10,0,0,0,0
HQ696850,21289112,gag,C,85,0,9,0,0,0,0
JF304746,21690407,gag,B,31,0,0,0,0,1,0
JF304747,21690407,gag,B,19,0,0,0,0,0,1
JF304748,21690407,gag,B,19,0,0,0,0,0,0
JF304750,21690407,gag,B,25,0,0,0,0,1,0
JF304751,21690407,gag,B,36,0,1,0,0,2,1
JF304752,21690407,gag,B,28,0,0,0,0,0,1
JF304754,21690407,gag,B,18,0,0,0,0,0,0
JF304755,21690407,gag,B,32,1,0,0,0,2,2
JF304756,21690407,gag,B,30,0,0,0,0,1,0
JF304757,21690407,gag,B,15,0,3,0,0,0,0
JF304758,21690407,gag,B,24,0,1,0,0,0,0
JF304759,21690407,gag,B,28,1,0,0,0,0,1
JF304760,21690407,gag,B,25,0,0,0,0,2,2
JF304761,21690407,gag,B,36,0,0,0,0,1,0
